row_index,decision_id,disposition,episode_id,fit_exclusion,graph_available,group_id,label_future_failure,prefix_hash,scalar_fit_mask,scalar_probability,split,task_id
29,collection-made-0e27e5c04511ea16fc8c64a3:d0000026-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,1a6a0ac336cb5891638c2ae5aa5428f7820d70627ef65c9efa05330f6d4f47c2,True,0.4998638927936554,train,Al-Au-Hf
30,collection-made-0e27e5c04511ea16fc8c64a3:d0000027-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,8494cf342afb6fc88abe1b69fee74e7602729121933ab478b8b38922198a7e27,True,0.4997580051422119,train,Al-Au-Hf
31,collection-made-0e27e5c04511ea16fc8c64a3:d0000028-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,3afc80ffd3163ecc78d8ab1d35c21bd0ebdb12d5036982a59f56d6d048a9e5f3,True,0.4998524487018585,train,Al-Au-Hf
32,collection-made-0e27e5c04511ea16fc8c64a3:d0000029-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,7221398f359bf8fd2c17fd82a49837ad8f79642e014e7f6f16f7300ee04681b9,True,0.4998510181903839,train,Al-Au-Hf
33,collection-made-0e27e5c04511ea16fc8c64a3:d0000030-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,7c3f31a224320fc24c51c52a2aa31a701f77db50453f92fc2b8e58760e1be1ba,True,0.499839186668396,train,Al-Au-Hf
34,collection-made-0e27e5c04511ea16fc8c64a3:d0000031-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,9e8804a5fd5b6990ee2ed282d68c16e60c1c8655e40d69915133116f09842af1,True,0.499767541885376,train,Al-Au-Hf
35,collection-made-0e27e5c04511ea16fc8c64a3:d0000032-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,f200f61eccb44eda3b0071e9adc8aba2afa19f0de31071ab0a08de71cc72dedb,True,0.4997308552265167,train,Al-Au-Hf
36,collection-made-0e27e5c04511ea16fc8c64a3:d0000033-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,81b61854c387106b321cc87e7f9a489cf1d6949b7b988e9eb9ea22e73e4e2ce5,True,0.49979284405708313,train,Al-Au-Hf
37,collection-made-0e27e5c04511ea16fc8c64a3:d0000034-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,0482435e264fec92282637cca932a3a887a6ce06d8caf0d552c9c7e5a5f19ff7,True,0.4997447729110718,train,Al-Au-Hf
38,collection-made-0e27e5c04511ea16fc8c64a3:d0000035-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,fd06fb97c4e9fef44fcf739b915c98d93a4088145d33667738469f733774e1b0,True,0.4997834861278534,train,Al-Au-Hf
39,collection-made-0e27e5c04511ea16fc8c64a3:d0000036-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,1da2d5a70abd9d4257541db9a710b97ac92455011bf415600bdbf55d1e4b8958,True,0.49980130791664124,train,Al-Au-Hf
40,collection-made-0e27e5c04511ea16fc8c64a3:d0000037-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,4a9b988cafea6635c85fcc1b8ae5bbd3104eccee055b8d88fe7a80558d3fef0f,True,0.49987509846687317,train,Al-Au-Hf
41,collection-made-0e27e5c04511ea16fc8c64a3:d0000038-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,acdef5c221b26c825952510fcae3978a85bd51c83ef393b4cb9bfebdd34e322e,True,0.49989810585975647,train,Al-Au-Hf
42,collection-made-0e27e5c04511ea16fc8c64a3:d0000039-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,34f3d356cdcc6306367921505bd4dec8ab0be5d060afdd8f1e4fdf309ea9c640,True,0.4999031126499176,train,Al-Au-Hf
43,collection-made-0e27e5c04511ea16fc8c64a3:d0000040-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,3b0c5d6bfb7f738792b5de0e30364b8f30e5b7e9d37a4afada308ef301150533,True,0.49977925419807434,train,Al-Au-Hf
44,collection-made-0e27e5c04511ea16fc8c64a3:d0000041-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,04fb0d200abb6b74bc199217a8ee2410de953565719b2b7e0e473e8595a62f01,True,0.4998965561389923,train,Al-Au-Hf
45,collection-made-0e27e5c04511ea16fc8c64a3:d0000042-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,ae26620312f40f6fdae0b9c5875de37da81ebce9da992c12ffe612e514f44ea6,True,0.49984627962112427,train,Al-Au-Hf
46,collection-made-0e27e5c04511ea16fc8c64a3:d0000043-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,eb8176985888fc9539a82d10d04bdee46dc3bd99b981b2b35955e386c42fe557,True,0.49982160329818726,train,Al-Au-Hf
47,collection-made-0e27e5c04511ea16fc8c64a3:d0000044-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,ca7320d83740ae20ef49dfca1233b261c1482f927501a6820d9e7d0e5a98ea18,True,0.4996996521949768,train,Al-Au-Hf
48,collection-made-0e27e5c04511ea16fc8c64a3:d0000045-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,bb91f773a68aa24592e6e89776d33b7c9636145b6ab734fec4e6516cbde07665,True,0.4997390806674957,train,Al-Au-Hf
49,collection-made-0e27e5c04511ea16fc8c64a3:d0000046-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,792af41d2e4d47d5cc2e250c8aa14eb9c1e78d09dde6abb804aa22909dde3b9e,True,0.4998146891593933,train,Al-Au-Hf
50,collection-made-0e27e5c04511ea16fc8c64a3:d0000047-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,b68cc54d60397f3f7904092ee3f4e3cbcc9432e59a98872acc8689e5b9e6a2b5,True,0.49980518221855164,train,Al-Au-Hf
51,collection-made-0e27e5c04511ea16fc8c64a3:d0000048-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,e476dd2eb9ddd475bb1371618c6d342e513c5601e66c6346ae54faf214544765,True,0.4997050166130066,train,Al-Au-Hf
52,collection-made-0e27e5c04511ea16fc8c64a3:d0000049-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,48e601c0726d8d7c5f3f2e1d6e56716dbea5cf334cc605a766d78b64d5543288,True,0.49977776408195496,train,Al-Au-Hf
53,collection-made-0e27e5c04511ea16fc8c64a3:d0000050-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,c84a95fa786861878388f11cb446263af71d69b8616fd0c6561215a63faef7e1,True,0.4996693432331085,train,Al-Au-Hf
54,collection-made-0e27e5c04511ea16fc8c64a3:d0000051-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,80f8ea11da0a8b403bee01caa94217d8aa0513d122f78d5b065699afd993822f,True,0.4998186230659485,train,Al-Au-Hf
55,collection-made-0e27e5c04511ea16fc8c64a3:d0000052-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,6e9041796d0bd73ece0252973e3555ab051577934993c70ab715236f69514cb2,True,0.4998103380203247,train,Al-Au-Hf
56,collection-made-0e27e5c04511ea16fc8c64a3:d0000053-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,30f09b1ad0d322e3c261c046590fe2c3f8158237487207ebeafdf531017ceed2,True,0.4998590052127838,train,Al-Au-Hf
57,collection-made-0e27e5c04511ea16fc8c64a3:d0000054-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,8080b8032015fcbe2c5bbcd0c2cb075ccca7f60dce455e5b1ee1cb3e40d22eab,True,0.4997357428073883,train,Al-Au-Hf
58,collection-made-0e27e5c04511ea16fc8c64a3:d0000055-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,0a2453fe938fc58287e7d8626b16d5bd15bd2f977dad939727d60cee65fd82c5,True,0.4998868405818939,train,Al-Au-Hf
59,collection-made-0e27e5c04511ea16fc8c64a3:d0000056-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,fad530270a1750bb54be9bfe064f9a199de15af0b09484c59ddd389e183b23dc,True,0.49981576204299927,train,Al-Au-Hf
60,collection-made-0e27e5c04511ea16fc8c64a3:d0000057-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,ccaaf9b731bf66b331919ea07dab54137e30ee48c148cafdcdcc5a4eeef01698,True,0.4998164772987366,train,Al-Au-Hf
61,collection-made-0e27e5c04511ea16fc8c64a3:d0000058-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,f2de7f05b7a43c5904a07f780d54c06850b86f8cf587d1a641ee8805d86f094c,True,0.49973562359809875,train,Al-Au-Hf
62,collection-made-0e27e5c04511ea16fc8c64a3:d0000059-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,5a6e6963ea049966a78930bf4d09d5e620df791bb6e35589aa43094d1b2430be,True,0.49991288781166077,train,Al-Au-Hf
63,collection-made-0e27e5c04511ea16fc8c64a3:d0000060-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,5b81e39bd0d2556a1420e4ca77c3e8cd3759b00bf34b1547f3fcb3f13512939e,True,0.49978598952293396,train,Al-Au-Hf
64,collection-made-0e27e5c04511ea16fc8c64a3:d0000061-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,9bbe03062c491cc19da9d800c3aeb580eda4286151ee5715fbdb02789e885276,True,0.4997696876525879,train,Al-Au-Hf
65,collection-made-0e27e5c04511ea16fc8c64a3:d0000062-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,4201400c88b617b1bfd3aa0416c7ae78e0a4e659b747fa5e90420115b19cf3ba,True,0.49978581070899963,train,Al-Au-Hf
66,collection-made-0e27e5c04511ea16fc8c64a3:d0000063-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,e0101bc3635f5d38caab25e96460249618c05c4f2f84a16a5140b9afcfe53822,True,0.49990442395210266,train,Al-Au-Hf
67,collection-made-0e27e5c04511ea16fc8c64a3:d0000064-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,04e9c794751efd1dcb113083b37d9b7a3fee9d2258f2b373ed46e24d9056bafe,True,0.4997718036174774,train,Al-Au-Hf
68,collection-made-0e27e5c04511ea16fc8c64a3:d0000065-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,718bee25141608634f2f5a05db8f7de0dc3cd42dbafc0217bd2eb30208521fc5,True,0.4998190999031067,train,Al-Au-Hf
69,collection-made-0e27e5c04511ea16fc8c64a3:d0000066-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,5e11da47677cbe3c159f80e84e003531aa3aa366ec081f673202101e539c9dda,True,0.49982190132141113,train,Al-Au-Hf
70,collection-made-0e27e5c04511ea16fc8c64a3:d0000067-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,d495c4299492d33d47cfa5450579b4226a09aca8c6f0fdca2678357dfd4c1efe,True,0.4998459219932556,train,Al-Au-Hf
71,collection-made-0e27e5c04511ea16fc8c64a3:d0000068-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,aad5148db822ce5187c966835291e1f7f0b71f9e396bd506ae1de9ca489406fe,True,0.49986711144447327,train,Al-Au-Hf
72,collection-made-0e27e5c04511ea16fc8c64a3:d0000069-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,dc82057e7618596306ea28ee5d652076d15b76a6eb03a4c868173e753fbb0daa,True,0.500306248664856,train,Al-Au-Hf
73,collection-made-0e27e5c04511ea16fc8c64a3:d0000070-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,bc92759463e0345690abb4389f5a0d60dceb40f0655a0c9a954302f49dbd2a51,True,0.5004884600639343,train,Al-Au-Hf
74,collection-made-0e27e5c04511ea16fc8c64a3:d0000071-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,4cb261e0f648046b5eb8d984d3348de964f6ae8fde89288b6db65fedf8fbde06,True,0.5006024837493896,train,Al-Au-Hf
75,collection-made-0e27e5c04511ea16fc8c64a3:d0000072-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,cbbeecd76c1eff33a11ab64dad797e3b108291f9111b684f8e2fd640d485bc51,True,0.5006788969039917,train,Al-Au-Hf
76,collection-made-0e27e5c04511ea16fc8c64a3:d0000073-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,76ff652eb5d0248c3c68079967c20dd362af7f0a18e245db5ec82df312c57bb7,True,0.500450849533081,train,Al-Au-Hf
77,collection-made-0e27e5c04511ea16fc8c64a3:d0000074-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,3f4b51f4f1a576987de93a797563bc9f3438cc7d07dccb16d7f61ce6e5065686,True,0.5003468990325928,train,Al-Au-Hf
78,collection-made-0e27e5c04511ea16fc8c64a3:d0000075-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,ec141daa017ba902dcca2780a100faa0b6ab548d1028d6f0b364f97e810a3568,True,0.5004562735557556,train,Al-Au-Hf
79,collection-made-0e27e5c04511ea16fc8c64a3:d0000076-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,41e24d8ff0f0857cababce4ff343157e6214907e74b00700d73a62acce231eaf,True,0.5004605650901794,train,Al-Au-Hf
80,collection-made-0e27e5c04511ea16fc8c64a3:d0000077-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,99152552810b0e5a24cac719f01ad268312af8fca8df1386364ccc86a399cad3,True,0.5006242394447327,train,Al-Au-Hf
81,collection-made-0e27e5c04511ea16fc8c64a3:d0000078-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,669ff2b3e8d668396b3cf6cccdccc3cf0ba3d3c430c7d968fba674147f43f2ae,True,0.5006228685379028,train,Al-Au-Hf
82,collection-made-0e27e5c04511ea16fc8c64a3:d0000079-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,e61279b540b16fa32bd66390a83dfadb6f802ece36ca912e67942ecc1e48bbe7,True,0.5006886720657349,train,Al-Au-Hf
83,collection-made-0e27e5c04511ea16fc8c64a3:d0000080-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,7f09bdbe316164ec43d53a37fca38cf907622bf4a09d25297cb03300d2700e39,True,0.5006812810897827,train,Al-Au-Hf
84,collection-made-0e27e5c04511ea16fc8c64a3:d0000081-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,c5145212bbf4bfabede119ded6ac7c15c98f42438d0ba1fd29bf1e736eae1e94,True,0.5007843971252441,train,Al-Au-Hf
85,collection-made-0e27e5c04511ea16fc8c64a3:d0000082-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,163b1697e95f7c48d5135f2f51ee0bd593791c04c64e5bc01a1a2d9e38f6d707,True,0.5008455514907837,train,Al-Au-Hf
86,collection-made-0e27e5c04511ea16fc8c64a3:d0000083-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,0,1875f1ed7d96b9292b65083dc0b44ad3ed7e422fac651168aff7bcf7acc7647c,True,0.5007839798927307,train,Al-Au-Hf
87,collection-made-0e27e5c04511ea16fc8c64a3:d0000084-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,cd344ebabad649fbff29c889bb267f6593935209e9ca8253a48ed6c606812fa6,True,0.5007674098014832,train,Al-Au-Hf
88,collection-made-0e27e5c04511ea16fc8c64a3:d0000085-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,c987e3376a30c65d634a400d62ce685c68136389347b73f489379e801f95f24e,True,0.5007134079933167,train,Al-Au-Hf
89,collection-made-0e27e5c04511ea16fc8c64a3:d0000086-c0,executed,collection-made-0e27e5c04511ea16fc8c64a3:episode:0,,True,Al-Au-Hf,1,a514ff948894fe53094de2aa38a2eb186079682fe9b38c1f52d99ab3591f157c,True,0.5007261633872986,train,Al-Au-Hf
90,collection-made-697302908b2dbfc7e18e9ee0:d0000000-c0,rejected_not_executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,False,Al-Pd-Sm,,ffd0cdb91ccf2b769f869b8785b9f9a5c078fb94dbfc8749c116f05678ff235c,False,0.4983322322368622,dev,Al-Pd-Sm
91,collection-made-697302908b2dbfc7e18e9ee0:d0000000-c1,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,fe6d08469e4d44728e3ab7d128100f94a1364bd5e6ef9dd1a9f6fccdb8deec90,True,0.4994608163833618,dev,Al-Pd-Sm
92,collection-made-697302908b2dbfc7e18e9ee0:d0000001-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,3b5e3358562a2f708a5eca0e90bfdd5bc59324e2c0cc8d9f507e71f8319fb693,True,0.5007054209709167,dev,Al-Pd-Sm
93,collection-made-697302908b2dbfc7e18e9ee0:d0000002-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,64f456152ea4d42a8b118dd2845e5a77d78c328d5f0f49bdf9fbdeab6425e9b8,True,0.5009145736694336,dev,Al-Pd-Sm
