job_id,task_id,budget,seed,arm,status,SUN,AUDC,mSUN,selected_generation,model_state_hash,result_sha256,receipt_sha256,failure_sha256
component-final-d162af62e35cb5b102460cac,Au-Tb-V-Y,10,2,baseline_reference,accepted,1,0.11,0.1,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,b036a3710313abb535bed9ce55603ffee4915099676393028f45f0da30e5a3dd,0c158f2228aae5dd1011ebc052de88c65c9824282b4d4eb83dcf14ba5745f9d4,
component-final-e055a90cdea61f8b88b11b9d,Ba-Be-Hf-Li,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,147e7feb28d697c1cc5289a3565baad767372ff412267f1962774eb8e4beed74,29e00fbb456420ad9d4aa1cb636a5ceba3aec232b0bd803b6b3496ad059ab007,
component-final-dc0be1ae32cc4968091e77db,Ba-Nd-Ni-W,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,a1625153189681466a1c8b65fee90399d24dc1173213dfb54123418348d683fa,87b225905658274679273936e8eb73af96fb6d8927237ee9189bffddff3a6434,
component-final-d0e5088457f94df5fb734d2f,Ca-Pd-Sn-W,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,66c45bea35cd598248937bd3bc527003116f2ddb693fcc9e539c9924696c6743,66a28eaaa29a2aef84fa4df8758b4085c98838207532890a3e06b30f66e54f62,
component-final-f7815acc56142f0958252762,Ce-Er-Pb-Rh,10,2,baseline_reference,accepted,3,0.29,0.3,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,a743697fb198bd9c45ef70dd0cc7e689534289086b33bd6f23d6d968486d8003,8a0fb52b8c0b2d97fd9fc75aef64e5a30f65163d8817308ea1c0672e2717e60b,
component-final-251fda107f2a15d6293fdf18,Ce-Ir-Pt-Sn,10,2,baseline_reference,accepted,1,0.07,0.1,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,72cff9d3ca029c16875b4cc61d8113c05f18a69b5b43ac1e93230b8b2a2ec190,5503156d91ab0f890d9d920bab30cf98e1b7d85b19afd7618446b494e604dcfb,
component-final-e1e2584451753c9a68515b9c,Co-Dy-Ta-Y,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,d064d7d959814aaab142ab894d4f0a379f6b3fd637a9cd0ddfb6a5437b7f0dcb,a5a478ec20b8ebfe5f41d66c9a6ffa8c874b23b09bb93b75006f565057567f4d,
component-final-bc6d03adbbf9025116dc3880,Dy-K-Pd-Sm,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,385d8883ea5237dcaebe6af384831ba9f284ef8f70c2a11f1e49f6baf9d4523a,c2e1167b177cac6aa08f1f72d3258c092fcffa5689336142508b5f26ee53bada,
component-final-6f752c4aa7ce2b59b8b786ac,Eu-Nb-Sn-Tl,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,d2cb1a3ae0ba5dcae16ea9f958c4ec3c817e23560d0225a799d46b02b60905eb,487cd12af08d2597e46f1c4147e1060a5664551f0db2b6ec08b6c0b8766c998d,
component-final-6d5473721558c3870efb2bf0,Ag-Nd-Pd-Pt-Tb,10,2,baseline_reference,accepted,1,0.19,0.1,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,553119ab274676eab16cb9b1d6ff5aa11fbca9254d9b6ffa359ca393fc3848eb,dff36ed6da6be8a79f3411de967b0c938b67b39c58a53b570458c16a8095521a,
component-final-65359526d44b738db68c8fa8,Al-Hg-K-Mg-W,10,2,baseline_reference,accepted,7,0.77,0.7,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,7316ea00c53e8ad8e2924fd0d0085b3a81072f6f429374f79efa51166a333a43,fcf852f1369df8adf32103c6c835e16ab60ec4bbbaf964089907098ad13f8a13,
component-final-c17930ac49e496ac3296f57e,Al-Lu-Pt-Rb-Sm,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,af1edaf4387aa36b3d47b7844c309285975ac9bc9085edfdd2cfc9755f47cedd,072d36b42a6f286ea255d2bfa683d4e80793ed9a582bc22b42b1fb700bdf0010,
component-final-b28b5fc4a83fc07263b11366,Ca-Fe-Gd-Pb-Tb,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,9f9a5fa1120e3d75752cbf15974abc11aa7e0000f8bea9d5885dfc0a3c328817,0476caa0753ba59e200ee74e089771ed05ddcce5bacbf3aa2d381a806e10ef99,
component-final-ff1bf155652c3164bdcac333,Cd-Gd-Mn-Na-Ta,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,6f29e543f0d6506a73c0b58dc89fe6988f5355d13c58f17f9d325a36144df510,6da17a1506c59ca6f39f2bbe7cee4d56fae64a588b0e96965f34f1895691442f,
component-final-a4458e0626fe8a328d9edd53,Cd-Li-Nd-Ti-W,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,145006f2962691a6452b7cea0292b6642aefd3f67d03f955a6787abe536a3e45,26bb55077c5299b3fb63c15d41948964c7c90b8370c9d8c7eac3757a3e5ab503,
component-final-653fb02cf18ab896913d4264,Co-Hf-In-Ru-Tm,10,2,baseline_reference,accepted,2,0.34,0.2,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,ed3bc4cdeb316b5843ed2b0ab0f67f0e593f0802fd7e140e557d8d546f216f06,336ebb70cb514cb1c7aafae13e9f4ca916015a795679249543b693b850cfc201,
component-final-a513710c85a55f372c5d8c88,Co-Hg-Mg-Sr-W,10,2,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,90dc474fcdafdfc68864ab366ca4d06b94b16d51ba8866250dd76ae3c95858d2,420b17936a5bdd1bf96e7360e9dc704320560516bfbc6132953b9d48afe78519,
component-final-9cf49217c4fb8cde38e7330c,Cr-Fe-Lu-Pt-Sc,10,2,baseline_reference,accepted,4,0.34,0.4,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,a691d449f7fc0acee92390114ba4426249e19fad3c5b683a7a53cd758a6598f9,6d92093e211c0ae05326f3c2c93bc4df5bb32452f8ac97eb5fd13f1d2bfc1bc1,
component-final-6d5788088f572deb59826e4b,Ho-In-Mg-Pd-Zr,10,2,baseline_reference,accepted,1,0.17,0.1,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,53f382fa3124ba2452a571f5d60a93a05b62d6be2488ef5d81892a4663769080,9eb4b961ab080f1b7bffad95f15d29d1e7554b733245c11d77009db2d32e2b50,
component-final-2e27f5563acb699daae1d131,Al-Li-V,10,2,es_only_independent,accepted,1,0.15,0.1,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,3def5a89eaf3f089ed59ffe1070e84d683f0ec252f3e5e0d5d9dff12099d4521,e3c884a9c112424d3e7235e029684703a7a5351d896b3181c23baa10e9879631,
component-final-b20a8fccedb10da7d5ed97a6,Al-V-Zn,10,2,es_only_independent,accepted,4,0.46,0.4,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,a2d4dddec8c2bb359914f5b829ba17d6a92055b259d67f1b6bb0abf6109822a0,b5fb9e5cf80da00c0975cfad0889a127dbb8df412d547dbd1bc1c4e99280b58e,
component-final-637e688029854bff551ffb68,Au-K-Tb,10,2,es_only_independent,accepted,1,0.19,0.1,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,92177e12c0328dca62ff065968c368284172c75a28226a2cc4186caa4dce8e0b,3ae1ad43291bf6ed130e99f2c619b11f2b2c6cedeae8354b237a65b731abfbf6,
component-final-309c3c6fb2c047a93c1f8575,Co-Dy-W,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,f16fb1f1bfd68b7fc1eccd1cad16b2b6f93f3b14e4fbb7b1e6df59e1bb426c43,3b1a64bcadc0e1c3ffa842fbf7f54b924eaac21af21586d9f2ed72f70d0f2ab9,
component-final-7cc2c2335ff1e079999ecabb,Co-Mg-Na,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,8d9e67b75d127c0335be5aad62c1e689779876391e0282ea28af7fae86fdf863,6c576f7767233558db569e3c556da15037834da8ccd05cdb29f38eb1abf556ad,
component-final-e4bf3b453ceb5bc2b6058668,Co-Pd-Tl,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,3cd8eb7bb40c0dcf17350ccc5ec40e68ee468f38c2c715bb47d85605de70c187,cdfdf17be32c530e018bef2819fc2a4d158014d36f9e643d12c30884eb96956b,
component-final-db8afb47c42b962ce65c01b6,Ga-Ho-Lu,10,2,es_only_independent,accepted,3,0.51,0.3,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,e7218dfef5e438962bb3398ee1a40b65a649a0b2159e3c21b145488e52c7d631,0f516a029f289aae81c37747bc67a92968de5aff95014316829dc51e358d7ce5,
component-final-ed99d1ea49499e63db797f3a,Ga-Pt-Tm,10,2,es_only_independent,accepted,2,0.32,0.2,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,9b7a93b094ce0121bd080c21959aaa5ea5fc97563da6713e12b9fa70a909d3f9,d060b2f5248d3d014ccd10431ca916c676e2337813633f37698847ca5badc6ef,
component-final-de5a461c2d13160643320341,Hf-Ni-Zr,10,2,es_only_independent,accepted,3,0.37,0.3,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,47f02e6a370a93dfbe4d846185d7e2cd17de7abd69d3a1b6b1a53b5a0623197c,b47c92b1d06abf76118d78b484501fa34daa57ac3342f2db84e7c9ca7a791188,
component-final-b725b79eb1ed64155844d819,Mg-Sn-Sr,10,2,es_only_independent,accepted,4,0.64,0.4,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,e6d2958d900f0b9004a9f0070a646da3f03b5f3d137fc92501b688e0860d23b1,32e26f6028d3a534f5f6fbc818902478275e4b67c47ff6e8421c1825fbb926fd,
component-final-7e994fb8ab445a418e08e590,Au-Cr-Cs-Dy,10,2,es_only_independent,accepted,4,0.58,0.4,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,3e71020d0fa160085cfa79bdc96ce0eb925ac6eac85253b6b9a1e5ddab21fd3a,be0657b0ef7ff3b0bd8c0603ef0535389c44734a2dd401c5221cf5e6a2f31397,
component-final-b08dc4996f12b404a474fe8a,Au-Tb-V-Y,10,2,es_only_independent,accepted,1,0.15,0.1,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,c22370f76dcc57e2c6a29339ab3df9c97f056e546a289d53b28e71ebc20e1bf2,b524ea0e5b52a9b573ff8d48749c2de8427ae65eee9dc7ea3e622b54c6d13e03,
component-final-894abe64cc709063a80a0651,Ba-Be-Hf-Li,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,683a16bd0dd654d9a7db26373d7203ceb6ecf16376f842af1b8deb3ce185edf3,79ea870d12f563986f18e3e5b0d6c3c179ddfa07a6bd2bb04754592d0dd52a91,
component-final-5808a431e2c3d13d62027bd2,Ba-Nd-Ni-W,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,7760ca97fd00999d2de59baa7f20aac5c351781a0380ae028076060c450fb9eb,3d2bb24793f35e88af5b524925b4f21b35fb343bbb40a47548d29e154be4d819,
component-final-87c47cdf901aa65da9a4fd9d,Ca-Pd-Sn-W,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,1f6b838c039d5afdc5b3519becf9f9569e13f1f3d9d475b9b555bf9a8d71d29d,5b0520f15a9cf50245aaba35bf2dfe6f7b96920abe89a0e5df564e8aa74b8e2b,
component-final-fa513c699bfc955f9424e95e,Ce-Er-Pb-Rh,10,2,es_only_independent,accepted,1,0.19,0.1,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,c0d7a3803a233e6d265f0081cb87d1d31b9658068ea3a5998573389aa6f821d8,f4cae3dc63ef5a041f5c877e4ce10b34e78b30f41dbb3a53175a4bd637cc69fd,
component-final-c6bdb2034fb9c02596612ae6,Ce-Ir-Pt-Sn,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,a7a3eec357c6aac94062f85e8b6e67fee4928e2f11fbd18d9e7f1ef9e3510f41,2c7bf1c7d88d710cb10cdfa558e9e45f147cd4925894a09b6ea3aeec08e00cf0,
component-final-1129dad1b84498cd97482d93,Co-Dy-Ta-Y,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,9b684d9f59a9a1544fe86528422cf5eae095e517bd5b9ab84c63e7614ca4c488,6e22018b3f38259d60e038b7ff26f6d94048f180b4cd28cba136d81a50153310,
component-final-d4098dfa8cbe9dc8328be3ba,Dy-K-Pd-Sm,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,61680a583549cc6f7a63192717c3ea2cdd78867f8a1bdc3a95d60fa488987243,1eb3b059ae70dd92133ed795350025e727d2d250caf0b7f932d6f12e3db7274e,
component-final-fafba8759d6f40907d40623e,Eu-Nb-Sn-Tl,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,c3592040823bd935493a34ee718dede3c1969db475e2536be00293e8ab9886e6,89de1294d357494cb340e5e8a0e022be78ab69c85e2953cb1fc4075a68318acc,
component-final-658579de12b4954507ee6cad,Ag-Nd-Pd-Pt-Tb,10,2,es_only_independent,accepted,2,0.22,0.2,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,b45a9370c4914fc533177754adbd20effdb84b62a56dfee9689ff74079e2443a,7651b16c5fc0cb35267444c5fec2d36f8cee505f7c2ba45936278328ac6030de,
component-final-303cf537a07827fa724d66ad,Al-Hg-K-Mg-W,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,90612a5c62793c570afd903f7ea946d4f51105f7ff4c4ef93477b3634dcfa715,1b0169c01696c839cd1668b3428f04260cb2e942ff3b19d4c1147278c0472420,
component-final-f3b046cbfbd52f15ff57e51a,Al-Lu-Pt-Rb-Sm,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,186cc902248727d9a42201e919259dde5db5c5d89635e678cb56bc413f7e768b,b6aa9c4c1f2f548e8c18041280d7d8a8028f8f0fe386449adfc8a60cdf85e95a,
component-final-e047ea72af3268498a98e7fb,Ca-Fe-Gd-Pb-Tb,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,114ebf41978c1e04f315644ac3df0ddd4fc4cf47a87abdf579bc6f518a44ce07,f4cc9295075e4824f6dd79003263120155717fc90d9324808a0feae0258d9470,
component-final-b43730a305370e3e2d62885c,Cd-Gd-Mn-Na-Ta,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,10e9067f92f2c5f80c223c151678829db8988922172906b54aeb3f9fdf0ecb18,a551e37f00f7aa2aee63eafe0ad04699177c12a06c21b19f1e24621e75187aa5,
component-final-7d14130edc980b60d1b1aab1,Cd-Li-Nd-Ti-W,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,0b1deb5549d4ea4ad1ae957140a676c47eac5c33394933f1bd84aa7baf292645,a6339a100bf6c764ce42166a38cef46383ebdf563610298d4aac987e272b4c53,
component-final-657f4d096eb33983526ab044,Co-Hf-In-Ru-Tm,10,2,es_only_independent,accepted,2,0.08,0.2,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,be35cc726782071a8c5875a0bfaa2564239c94867cf4c0c77c18dccc229ad1cc,fc24b6c5a94962f47f371ddf0ae129ea32915a03067d18c3acc342728948c000,
component-final-26da98a78f5ba90b24b414c5,Co-Hg-Mg-Sr-W,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,bbca2aba820449604a64dc01763d7ba04fe54e12bb48db2714a624f22c4d8138,4958e38f9986336c575676651f88cdeb1018c289276e2124f686c0608f26a694,
component-final-6a49e5d8318e607fb4e75108,Cr-Fe-Lu-Pt-Sc,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,e8d1edc4a586672f2dd2ad7c93dbba003ca0b22dad908bb81c87ce1c0b695d6c,8225c6b8b21762fb30119f287ef462671c91989bc73294b558ad38f025d6dfb5,
component-final-fa38e3494fed768c959caf96,Ho-In-Mg-Pd-Zr,10,2,es_only_independent,accepted,0,0.0,0.0,1,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,7256d08904572a6124201d1af6411ef618a02d0f2a7b57d7525d971caff34b9a,d7e0a4cf3e03b8a8d71e71123232d890bd834c319a96a9a406e5e8cda00f5b16,
component-final-10ad51e80000935d29c71786,Al-Li-V,10,3,baseline_reference,accepted,2,0.08,0.2,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,1cec95d2d75db3d5a97682914ddb7bda69f833c414730a67a3ff7a319c226486,214bfc7542b86abc31f2aefdfdfd93a58914208c7b26c63cdd98c731bc126329,
component-final-52aa59f42080e58cda2f64b0,Al-V-Zn,10,3,baseline_reference,accepted,5,0.69,0.5,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,b2b55503dfd55b427a93f4bf41ffd256d8fbf3eab136003a3e6744e16ecedb00,d9a78406d23d8012c245595798a9be7839defda74d9de889076ffac0bcc6ae24,
component-final-57ec2ac8f1ba4127bcccc073,Au-K-Tb,10,3,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,5141a04e7c4c4ed3274118fc1ca5c91b8a99123e2d762a5e92704d1f316d73ca,d25fdf5ef1df1db10ff5f80daa39384c2563ea559193dbe0a6c29b32997ac356,
component-final-3a4b0c1cd037fc1028c65eb5,Co-Dy-W,10,3,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,dd2b01c3976a4124606cc6bfb3d0b852efcdaeed7fe3bfed48244159d86c5b1b,0f0a1f96aa35364dfcc556b28507040e01293028f562e43256e05c526241e424,
component-final-4b3d96d6b87ab535fb130a5e,Co-Mg-Na,10,3,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,32f94791f16f5860009a461f85834fb35101e2b0a2baad27766d4cced92827d5,c1e51bfeb40f6c2f6c2c2909e50616ced96b6e673326283e38aecb4f93ecf8a5,
component-final-89976b0b86ed30f4138895ae,Co-Pd-Tl,10,3,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,ead8200ca8d8f68613df6d6eb51b406063550480a694faa8799cd33566db224d,143bb5e66ca84ef7ca706eb95dddb90a3097cedb115300750bee528f3abe9a44,
component-final-0b794010d9d728a44ef9b580,Ga-Ho-Lu,10,3,baseline_reference,accepted,5,0.33,0.5,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,b47ff8757bca7c11d7b86aca7fb0d6d29cdaf0f25ac2dff1c8212071e72dd26e,f5f64fd640d13fa9a2be21b0443922e20c52df6d294dedae500702f0a8870ded,
component-final-73db923e88523fa0fa68dae5,Ga-Pt-Tm,10,3,baseline_reference,accepted,2,0.36,0.2,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,162559bf45a68c7be9e8870205c1d4de7061a201c56cac1ded2cd83e3701806f,ce0c4403e4859a6904400ccd596699e3359b51b64f6011e07db2209109f4bb55,
component-final-3507a0495ad91ac725a68882,Hf-Ni-Zr,10,3,baseline_reference,accepted,8,0.82,0.8,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,e39d28f21dc6c276390744c4e770c04a4f4923db8e2f9ff86f1c5b16fb4c61cd,388cf88413fcb16ec3c0eafdddea041d1794d3ba6335b2bde30b24038f6fc232,
component-final-78d5574754ccf75b717ae914,Mg-Sn-Sr,10,3,baseline_reference,accepted,6,0.62,0.6,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,cfd6616fb4dd844ff89316f4529ac30dceeaf252d8773ce8e0e7ece599740fda,8e57c436b425c1c21ca131b9af883c28b04f1441a11c19d3ed80283ae0a05e26,
component-final-bca488e9ac3e6e006d8af5e7,Au-Cr-Cs-Dy,10,3,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,8e32a22f4bcf77833362337a0492b858496eaa815a4855e680eb06a78cbcba10,99410ee0459e7375de80d8bf76efb5d7b9483dc24dd37690a8f10a0d0e0b6a62,
component-final-98ec36cd075666fe04f30595,Au-Tb-V-Y,10,3,baseline_reference,accepted,2,0.18,0.2,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,4864c13e3185ff5738471dce6a07a1d9967f71a3c355f1ee17cc90fe68509ebd,4789f5d00fe85ba1988c7345c2e0061eea4ee14570ddf3c72ab3ceda5b0573a7,
component-final-d7f5fb390cd93ad4d344838f,Ba-Be-Hf-Li,10,3,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,b6cfd27d61131292307647e6f557101880fd14af5ecce6308bfd72c84e7fec67,d433423e079a5eb32a84d3c69a62dace07f95d66f71b4418cf11b30cb7970e1d,
component-final-91e9365ecc653ed9cb2dd65d,Ba-Nd-Ni-W,10,3,baseline_reference,accepted,0,0.0,0.0,0,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,dbb35b3472ca8bb1aa7ca9cf277680251bd1665e12886867675cb4930572d50f,3b88aedd4a639df39854b8e547f56ddcf2e4d18517768f96a7ccf0cd0dfe8222,
