episode,seed,query_number,proposal_count,retry_reason,first_success,first_risk,first_graph_unavailable,second_success,second_risk,selected_proposal_index,explicit_invalid_fallback,both_valid_candidates_same_parameters,selected_no_HVI,selected_HV_increment,query_source_sha256,first_candidate_sha256,second_candidate_sha256
test_uq_esopt_5101,5101,22,1,none,True,0.08589210361242294,,,,0,False,False,1,0.0,e87e908e3f3da5a074d3426a993d7fbc6c4d16a2234268b5e6bca8a3386f2c43,5f2f9cabdd84c187f3dabf42571356f8e6d84fee7ca5d2db854cd3a579cbc03e,
test_uq_esopt_5101,5101,23,1,none,True,0.061049673706293106,,,,0,False,False,1,0.0,6aa68bb0d59a1b7f82c70162784e8ca4014a73bf215f4369e9eb099a76f5ac12,323326b9abebba66f154941dcabeaa7cd0b98114bc2f59e314d265bab7612007,
test_uq_esopt_5101,5101,24,1,none,True,0.1295904964208603,,,,0,False,False,1,0.0,9df73894ba402b0dbd5b233b9f5934a909e2667ac3b03c2a86c867e57641d7ba,71c34535789ff9d2e72db00c7a3544743bebd979ed9c739e67d88d03cf57d991,
test_uq_esopt_5101,5101,25,1,none,True,0.11741166561841965,,,,0,False,False,1,0.0,2c02f69c97b7b09ab53ac224b519855cc69f9e533c2337fbd688d5c354bb9672,153c131d9de5d69cc93c7c5e8c36cf556fe742970f3bd4e56b1a02db76e8ecb0,
test_uq_esopt_5101,5101,26,1,none,True,0.09920334070920944,,,,0,False,False,1,0.0,fab13ce6ac75db60d78fa734c857f2265c8876c457d39a2fa040f2f9bfe3dbb4,b7e6bd56d5354a85b4777a193853c168516c19bbd1bb1af694bfcf32a0e1e54d,
test_uq_esopt_5101,5101,27,1,none,True,0.06856238096952438,,,,0,False,False,1,0.0,03998b962c56ad91ed26dca7b4fada57de908d9b657e224a1c50438d75c5fcaf,ae43cb1347e007320c4a6ecd961db2f2aafc83e3b19aa2cf8939035079a088ff,
test_uq_esopt_5101,5101,28,1,none,True,0.08730503171682358,,,,0,False,False,1,0.0,652619d3ec857fe4671f525ac4e010c941074b9f414b1cdf6991e6a15312077d,1147606e7bc7d75ebd9363603f481dcd10e41563c0e4325f25077ff6e0391081,
test_uq_esopt_5101,5101,29,1,none,True,0.0735689178109169,,,,0,False,False,1,0.0,db9adc4ffce80107cbbd3e0f1a909b03d729539f140db363396a5af48d45a083,19968b325c96c350756e110d41cce1ebdb4032f24ceece3b54210979cdbd78cd,
test_uq_esopt_5101,5101,30,1,none,True,0.06192275136709213,,,,0,False,False,1,0.0,a682fdfbc4178ca3bcf0fa195d7884d260dc61d3f3404de1bc78b45f53084342,33443d052a9349553b5bd9e7096456736d35ff831dfc31369359cfe897683fe3,
test_uq_esopt_5101,5101,31,1,none,True,0.08208400756120682,,,,0,False,False,1,0.0,daa8d0f6f87bf01a25f729f17b63124e0d3f79e9859c5a3961dac2b6a70e0cc7,26b7aa27f1ed2ee02400a54e053b555ea0cadeee78f4a8c54ac4d2ba46f7ca4c,
test_uq_esopt_5101,5101,32,1,none,True,0.17686064541339874,,,,0,False,False,1,0.0,deb57d6752d96b9df27b147c0abcef0c4c92b8a835dfbb94fe0922bbc3bd70d2,c2e5b56af8f09f04bd6bc4363947fedb2ffa2258b353d80382dfdcb4324889f9,
test_uq_esopt_5101,5101,33,1,none,True,0.3288097381591797,,,,0,False,False,1,0.0,ee82430bd635c777567da398d40a79c49f76fc4e708f17e58ac36b2bd2b3f79a,bc5af692858b384b15963ba338f993ba10a46e80b2a9e4cecf776ff153e30345,
test_uq_esopt_5101,5101,34,1,none,True,0.19305698573589325,,,,0,False,False,1,0.0,4fea9d7c314a0ca4bcd666c65d22123377b1334961a80201236c9695072be30e,e51e6680acbdc018277ca0655893aec3b13075e081d5e42d68c83ce2cdc1b344,
test_uq_esopt_5101,5101,35,1,none,True,0.1445014923810959,,,,0,False,False,1,0.0,239bdf16b5888e08280f9e298dc766fb85974b47cae7dd23d7985a070f6c3caa,17015c789bb47e606b80a45889929c241fe188e974e2bc6fb48a82f1dc647452,
test_uq_esopt_5101,5101,36,1,none,True,0.23469127714633942,,,,0,False,False,1,0.0,71f2314eed679e95d000d4806a543482a867a6bddd0bd7d412d9357deb7e0443,29522c4c2ea0e247d9cb57fc8a35f822c0131511025b54649fcd20ed7155536e,
test_uq_esopt_5101,5101,37,1,none,True,0.10607817023992538,,,,0,False,False,1,0.0,c1745421656cbda90c0c7ca26463e3c4b333c46c4618be455ea4ab0586d24cb8,d3af903d1c077b0dbe092a8a6b2b4a50220b56c7fd896a9c451e0aee97a66454,
test_uq_esopt_5101,5101,38,1,none,True,0.03387455642223358,,,,0,False,False,1,0.0,30e9f9ba8f3fadb2e57c8c3cbca7bc8565f9c52ab3c93b28e0902992c214e716,de6323d7f1dd6af099649fec8b00b52b0082c693afd251d486dee3f975a90fa9,
test_uq_esopt_5101,5101,39,1,none,True,0.03870895132422447,,,,0,False,False,1,0.0,237413002b4eabe514f40bcc85de7082271ee3273a2be368ccf8d016c1360bd2,02bd5a49e4d5d0ae38ab59890de1e5c2708f2b925f50ce10b7c95190dcc2591e,
test_uq_esopt_5101,5101,40,1,none,True,0.06743308901786804,,,,0,False,False,1,0.0,ad6ffb1e27abfa6af373e172e81bb53419a4c8b183d4c67b81ede841db5d231c,399e53f3bd1e797dacdeafdbaf250fa524be08a47c972e107076cc9c7ebb8c3f,
test_uq_esopt_5101,5101,41,1,none,True,0.20592182874679565,,,,0,False,False,1,0.0,e6efbda325b70f0dc614e636fe27a757570a86ddefe92529d608da3bce6f2c03,316e05bd58c6074c130931dfe0329b2143e5e74f533182fadcaf2b8bbd897eb4,
test_uq_esopt_5101,5101,42,1,none,True,0.09110572934150696,,,,0,False,False,1,0.0,7466708f5dc99418b56a4c02cb207304bd46229dd5e145019861ae1562c8b838,39fb083d7b5a8b243ca9648ed7467f9729dde86afb0d5e9e6eb10d3b8fb61f90,
test_uq_esopt_5101,5101,43,1,none,True,0.10414382070302963,,,,0,False,False,1,0.0,d86a9775ec2d233af3e024b3401dae3ac8f3f9ff4cac333b567e8edce13755be,b122743116c26017ba73022d1bd8734d086bc094eceb7cbe8308c2b78a13e72d,
test_uq_esopt_5101,5101,44,1,none,True,0.09481589496135712,,,,0,False,False,1,0.0,f6c84fa46547867eab3059a9ca84f537a04f9e9b9d26a97d558f851490c8fb0d,31a50110a5519af944d5874c6287b62f6c5fbc341eda600127c6ede93f2ab092,
test_uq_esopt_5101,5101,45,1,none,True,0.1798136681318283,,,,0,False,False,1,0.0,e488feb200c027744ac8d05fa240a04bd1b7ec51ba5ec318cd2a43cfde927852,e80cd18a3295b79bb6b3e5af4d17c02887636d16b53a37e2a99b468bf4839df9,
test_uq_esopt_5101,5101,46,1,none,True,0.045460354536771774,,,,0,False,False,0,6.96435639324644e-06,ffb5e5f44f7f823b14b567d10fd95533c017990a8cc06a1cef6e3bfd15c5c87f,e3463032fc760ca8aba5b9d263b8ca53f751899b7d8e62aba446db22ef7730c5,
test_uq_esopt_5101,5101,47,1,none,True,0.07514739781618118,,,,0,False,False,1,0.0,03f28c4e9b8d345df37ff9ea4a1c3afe4c9f507de3dfbf244d6ce6afbaed2a53,f86bb92853bf19469c937dc73e7853ae609a2d2f6fd865b93e4040179b4b70fc,
test_uq_esopt_5101,5101,48,1,none,True,0.09760451316833496,,,,0,False,False,1,0.0,e5b6f6edc3f4b2bc95935a433ab8c88e0d13481a4423f964fba152627479c943,28df21f83e35197ec9f16c7a70c4462eb1e35f22bcc09ce7bef2b621480fdd06,
test_uq_esopt_5101,5101,49,1,none,True,0.04431701451539993,,,,0,False,False,1,0.0,bfb77c4f02759c96ad85d8ecdfeea5908924a05afd34e8f95eeace9fe60439f5,7db547d03ad1daf6d074b3215d9fad61aaea86355430dc519b5059fa0c1546e9,
test_uq_esopt_5101,5101,50,1,none,True,0.24378900229930878,,,,0,False,False,1,0.0,65341e54d0bade5707bb9c1d152cd9c7d454a8f1b85f6c5cc3e4b357e8333907,0b555900f6ed345057feec2f512c7a0af504c8c02cba4ab13ab8ba5df61d6508,
test_uq_esopt_5102,5102,6,1,none,True,0.31250056624412537,,,,0,False,False,1,0.0,4f0c54a43f5e9d716143262a952cf45f0629470c75527eacc39666d12f08ba94,cf20daac6692c654eb854bffc0919a3c3244519d58fc3b135caf2b6134066aa6,
test_uq_esopt_5102,5102,7,2,high_risk_first,True,0.6773755550384521,,True,0.29514816403388977,1,False,False,1,0.0,8fa0fc0c3b380bf57473ab6f620387959a73e07372c588a0393c2a8b3d4fbbcb,71b442009ae5bf101210ef065a36aa2ce10cf8d08e6f4b4b16683b891b1f1864,8913237be036dc9146c6fa5a82f488bfc556c1e0a07407fc4c813ccfee375869
test_uq_esopt_5102,5102,8,2,high_risk_first,True,0.7849957942962646,,True,0.5228337645530701,1,False,False,1,0.0,91992d0ca89325537d03aafb7b5813a914659da1de76cd667c668da4169e2b45,3120ff8cbb0dce591500a376822f14d4d0ab528b1bbc92b66dd2067c650f421f,8f00212b674fef57883217856ff17b35c56be0089723080d939cb4bcdbdb9207
test_uq_esopt_5102,5102,9,2,high_risk_first,True,0.7612339854240417,,True,0.6574006080627441,1,False,False,1,0.0,d877e136a2de8c90aab2b1459bebc1d412ffe8c5d07efc84c476770cec7396b6,db0b152de3c028064ee0fc911de431d3a5d9c77b60f643d6fd01101407463ac8,2e6c32bed27e412313e0523e71041691c31a779aa07b6aad23b954d5d1c49d45
test_uq_esopt_5102,5102,10,1,none,True,0.2059357911348343,,,,0,False,False,1,0.0,52a650641ea4838ab3874200f96c536a168e8066cb99c0395883386ec9b0013e,391628bb74f25e80d37dd200990e8b8de99cdff18d3157ea4bd04c7b300083bd,
test_uq_esopt_5102,5102,11,1,none,True,0.093343086540699,,,,0,False,False,0,1.112827299232233e-05,d868e2493ae1b855793e7350ce206cd203a656a6346efdc5944a71ef46e72eae,be8ffd18b21c7aab8dacf2494afa128405f8de660985dcba66f54c569e735d9e,
test_uq_esopt_5102,5102,12,1,none,True,0.2713257968425751,,,,0,False,False,1,0.0,aac405675164f7838c10a87ab6aa0601f25ac7646b8350e42d124274df91b3e7,f2e695801f757c25ddcb86cb5e5d21aaf53e130bd042fc46a09c76a7bd23ef98,
test_uq_esopt_5102,5102,13,1,none,True,0.16257375478744507,,,,0,False,False,1,0.0,6d7199d7d083363655331423fb0b750ab6257d95b58e8a194f960ce12b2c36eb,2186823949115c147ae8737afe88d34161cbc8e49ab3eb4ed3321059ec9ca767,
test_uq_esopt_5102,5102,14,1,none,True,0.10177666693925858,,,,0,False,False,1,0.0,5c68e83bd75e918e665614ff8e1f68fe7faf68fc2b8c697f26f4d7743d0550cf,7e7115c3ad57e678729dd74478bfd94a76aba2580a7efd71b188b41ae1bb2317,
test_uq_esopt_5102,5102,15,1,none,True,0.17154887318611145,,,,0,False,False,1,0.0,4eb7aa0e30e7b78767b171025c3323241cc4f80c22e8223414fa4997cd0ded0e,7b4c7a403f7038a093bced5e4ee178683e38a55d1bab65e4ccf38814082e1b81,
test_uq_esopt_5102,5102,16,1,none,True,0.05486935004591942,,,,0,False,False,0,3.4252944525747786e-05,cab80c09e5c5ff9e3d86faac6608d071f2764fb81f24cbc0b705fccdbae530f8,7f4a50f5ba0d2a9202129236224d6781f066c60806383c5a2721390abce16c95,
test_uq_esopt_5102,5102,17,1,none,True,0.17359766364097595,,,,0,False,False,1,0.0,cc0e8042673c85ca3348c9312c6bab8897ece2fb72a8c9814f9a227c51d4b53e,228a8792bbda05e003dc630e22a03f754f54bbf275f9595ebb1af1c51e336387,
test_uq_esopt_5102,5102,18,1,none,True,0.08923712372779846,,,,0,False,False,0,5.104919909548755e-05,cd434d667dd4167da8c898a61335a4b004e58fc8e92d4c003e9d832f45838e7a,a69a1f45a29a8a67284d293232c35a3a99e1f1cfe6673e4b011768d03c71b409,
test_uq_esopt_5102,5102,19,1,none,True,0.05160696804523468,,,,0,False,False,1,0.0,dac9059e669914a3d96e4d32550dcbcd192e1d76af375e1d48ff5989e636f2ae,bc872e4aa85389f2d22e5f7f5eddf49c0533dc0331d3650f1b67e597e5130aaa,
test_uq_esopt_5102,5102,20,1,none,True,0.0999656692147255,,,,0,False,False,1,0.0,5d33626154cd8cf03bea9f9832ff05bd105de41700c9da51da36648bb07cb18a,5f01b754f1f4b2bcb9f18ac581341620045276ab2f16d474c5b29310ddbc2d30,
test_uq_esopt_5102,5102,21,1,none,True,0.3165917992591858,,,,0,False,False,1,0.0,a4ff97b2ae7a4c29329b47d9f8c95e6c7dc0f4092e21bedfc7177c345cdbab95,3401e70477d94ff82d4f732ce19aceef0027effe41ac3e11a7482ec73c553590,
test_uq_esopt_5102,5102,22,1,none,True,0.21357320249080658,,,,0,False,False,1,0.0,98d72736e5960feb8a1ea92ce8d4552aceea54d71b36ffae9fd0021aed66e01b,5bb7e66303070d7bb943b380cfd3db905beaad8baa693a97484adb354d9cc524,
test_uq_esopt_5102,5102,23,1,none,True,0.14980439841747284,,,,0,False,False,1,0.0,8f3bd1e41ea33113532a6df77edca5671b1352374fe579324abfd052f6761dd6,dd857bde78d4609e791e48671e48916ac32285822cec985d6ce8510eb50c7207,
test_uq_esopt_5102,5102,24,1,none,True,0.3311883807182312,,,,0,False,False,1,0.0,7f7a7f393bc786ea3005d5d3625da8a57882ad87068688c4ff6bf63ea9a682ed,0b7f1da6852e762efd8371d934f7d4a539d9f2ec6c14240c6680d72b4200fbd4,
test_uq_esopt_5102,5102,25,1,none,True,0.26180189847946167,,,,0,False,False,1,0.0,e813d021df2fa24fc811ee5a49ad72054c767c7bb0bd888c3816170e474d2be9,d7c26164b022528d025f44db29eaf366e703ba0426eb1269cffa46adc8616c90,
test_uq_esopt_5102,5102,26,2,high_risk_first,True,0.6974816918373108,,False,,0,False,False,1,0.0,8e992e3d11a4b23e6815fcabaaeefaa1068c8e900a784bfe3a9b616e47cfa1fa,e179ad5174eec9837ed7c59a9c01e1781e4c53fac4e4a947fa4438d9f1928df1,c1863fe860d2354ff88aea02a2f1dc689f9561b5f722065893f62ec8272641b4
test_uq_esopt_5102,5102,27,1,none,True,0.1798480749130249,,,,0,False,False,1,0.0,8d23dbffe736068e24def924a972692a504b3fe0eecef1a5068871f4a355988f,23f8e9c297632915162810a71f35ce8e0553bd8c8faebd4e1e8ecc59f00a5228,
test_uq_esopt_5102,5102,28,1,none,True,0.12557733058929443,,,,0,False,False,1,0.0,f80f5d2bafb343eb07ff5604ea2c041b16021d0353c13ef61784a5693d1f1955,b9be00ae6c3d95d89e2c54e6156a91d57b34c04b1686bd009af8e24262bd3cd0,
test_uq_esopt_5102,5102,29,2,high_risk_first,True,0.5159914493560791,,True,0.100445955991745,1,False,False,1,0.0,967450ea27380781fd55cb7b800ffdb4c09b78d998e190bcb207b1ae5d84e726,3f00071be78071a32f14ae7d8c92bbc26750bcd6b7fdd7d66de3bf4d3bbed4fa,4ad2052ca22149c2b9c3305a78573e26c6fc61fc30248c418ad2bb36ca4cd8f5
test_uq_esopt_5102,5102,30,1,none,True,0.08046568185091019,,,,0,False,False,1,0.0,8bc26931de4603c1a61dfadb2492c4dcd9f41eb44c543a6e3acfd7aa26d5d175,4c4de0e9ff07ef3d75c9baac52443e82d9b9f33656082b7390e9f48fbaaca497,
test_uq_esopt_5102,5102,31,2,invalid_first,False,,,True,0.1450667679309845,1,False,False,1,0.0,83196affa9245784e3460ee58a3ae6164da89b24fbb400353518fc94f91b0811,cd89bda588ea6a9cd80d58b47938a2a92a0aeae274ac4e821b613826434bf2ba,ea40cf5e3689006cc886ab0306be28befebcb58e57ce93ea8319da4a8b8aab7d
test_uq_esopt_5102,5102,32,1,none,True,0.2384946346282959,,,,0,False,False,1,0.0,3aaa57369a5d801619cd7dbfe7c77b96323c5c51a57791c2c2c91df7e5968ff5,b84f2c393f7616e9e0cba42c4123a139263a9bfd67fa3b8279077d83cdda1a80,
test_uq_esopt_5102,5102,33,1,none,True,0.2352084368467331,,,,0,False,False,1,0.0,89e4d2d89bba3fca69025027c0b188a545cf4bf76dde1ba62b9c9dc78cf8287d,58de6964395acd041db53d3503b807f4359fb2b4f5bee243d13af21400565453,
test_uq_esopt_5102,5102,34,1,none,True,0.22994664311408997,,,,0,False,False,1,0.0,794aab16c7b205a18e1ca46acdfeb4b3801f728ae819849ff10ee7b2e157dd69,0b83369113f41e284ede7ff28fbf529d02ff0ce333f931399ace1f4b1a2286ef,
test_uq_esopt_5102,5102,35,1,none,True,0.0963093563914299,,,,0,False,False,1,0.0,1a5de5ae86550df3b8ff9cdf821ee2340a37177afd1e1abb4cdc24f93d085a12,cc41d76350a402af114c1c707d42f60142f50dc49e46680a70dd3c9571fddeca,
test_uq_esopt_5102,5102,36,1,none,True,0.11436154693365097,,,,0,False,False,1,0.0,fcfabc24442e7126da56f465ecfad80e97c47d1e819d036accae2a55f1d3c1b5,9036c9399d0b69a3bd2d32559da7e4386d85c7ce1a958a5a1541898f6e49d68f,
test_uq_esopt_5102,5102,37,1,none,True,0.09445467591285706,,,,0,False,False,1,0.0,b674b58fce8dccf6929bdd26632ca1ba67ff443ee8bfb555d7103ec2b7fa8ae0,6b5779ca92097a85047801fce0184f07ab690f30314d2b3ffc4e52c085ffb9b0,
test_uq_esopt_5102,5102,38,1,none,True,0.09399706870317459,,,,0,False,False,1,0.0,d13a66e42061c333c64e56007ed14c1d0aea036b77b6217bd90fbde8de2fa320,d0f6527617bb99868cb794873b140e75a9eb6e15c5e0ac8c3b782d0e5c387374,
test_uq_esopt_5102,5102,39,1,none,True,0.19533587992191315,,,,0,False,False,1,0.0,51f224b465ef8a405d0daa943b9b74f082e2f1d1afeffafed213c0f41ae74c0b,5d53383dc69934c9eee8e9a59bf285afc190ec44c9300d09bced878615155506,
test_uq_esopt_5102,5102,40,1,none,True,0.1298772245645523,,,,0,False,False,1,0.0,f077f640a77d4a78ceae62aaf77cd1b4e748736f48e9db69ac04f447176b7763,3c1f980bf2f91e7b2da1d99c9593c46a9c92b9b9f2ab3268c4c093986ae8339c,
test_uq_esopt_5102,5102,41,1,none,True,0.09222623705863953,,,,0,False,False,1,0.0,e0b83e37a1b049d374cceef00b15c30763805f0c83718a2b9407234a72fc2211,25e580a413824fda9e0c4b41eb586d63c9ca85801e71e7edee4cccf82cf9a7d8,
test_uq_esopt_5102,5102,42,1,none,True,0.37479227781295776,,,,0,False,False,1,0.0,138af0ef491b4fe1336727106f35bf092f24431ccef4a0af2c98f014efc23360,5a33dba5322b0491a19431cb0b4463cb81464791b928f3678f19065acb40b282,
test_uq_esopt_5102,5102,43,1,none,True,0.15060289204120636,,,,0,False,False,1,0.0,49968f9ca42b61909b68ab07df163f8e5e07659831aff03ca0f9edc31258d60e,8afb7eb4302f0e2857f6ef846967f5ed1d909b0dd31a4632733dc375aaac513c,
test_uq_esopt_5102,5102,44,1,none,True,0.05685828626155853,,,,0,False,False,1,0.0,a1412b7082838c99fe1f1d3c70086a9ba40510e68d2bc41eaf2b5f9d9aca3c2e,99b4b4604463ea0531ea6a56202e9e89bf18739fcc20a087172b66def03aff86,
test_uq_esopt_5102,5102,45,1,none,True,0.08735968172550201,,,,0,False,False,1,0.0,7e38b9e21d6583d62dda204e2430977434dd0130ba95b3e2a19c98d467daa3ff,b00387516df7a10cefd0c77241585084ccc06e9b846adf736bfff885c6934201,
test_uq_esopt_5102,5102,46,1,none,True,0.09762399643659592,,,,0,False,False,1,0.0,42e9af35b9ad61b02ac71dff9177eee20650b0230b9d6d03f4273ed38a0dfebc,5e67e75ae5c90e7a1aafa8c4773852575166c2168af10b3d5fd86b9cba3db42d,
test_uq_esopt_5102,5102,47,1,none,True,0.09896854311227798,,,,0,False,False,1,0.0,de91429894baed4e6d914d9ab6e7faae862a2df95c53ba05353d8e82dc5565b3,abc875fc9cdbf7fde55dbe12334991d0d18c40e01efb9f9af76fbddc41afcd39,
test_uq_esopt_5102,5102,48,1,none,True,0.13983824849128723,,,,0,False,False,1,0.0,e16065844e450606667bdd2738e8908266ca77f66abc1295e1febd328f400cd9,446e5965817ea10a69e8e4a6ef9f3a6722e96b5ee54e32eb2e650672999df787,
test_uq_esopt_5102,5102,49,1,none,True,0.07489314675331116,,,,0,False,False,1,0.0,85c74038745acf9defc8673817a66f85c351bb02089970b6ec3fa5ced41c68ee,ea0197365e180a5fcb93d7cb7cd7b8d13eacce89b1d4b8f17f0a645c514a7d7a,
test_uq_esopt_5102,5102,50,1,none,True,0.2143041342496872,,,,0,False,False,1,0.0,66133b232f9f0cfe9a6c231e8adc40815b7dc34e17b375e427bc411fca29cc05,545c52ea32692fe5287958775e910571a36e69d9747343ff442c3f0f3e01dfba,
test_uq_esopt_5103,5103,6,1,none,True,0.40478357672691345,,,,0,False,False,1,0.0,f42cb9745b0aedf5982c71b106605f6a9566e85e596338a96587170792f1cc5d,2cdffacfa89790f7664957e8154fb05fd520bddee647bcc6d262f79dbcc38464,
test_uq_esopt_5103,5103,7,2,high_risk_first,True,0.8219612836837769,,True,0.717130720615387,1,False,False,1,0.0,7685ff994295467e098a98b83ce1aea0bdd5569c03a6a25231ca1e35dff31add,ac11266653299e6fef14b686c61b564c183297b560dd8d3e672bd3b253259b5d,21430c654015ccd3a96438c2a05e8d745020e5d10557b2fd240954956692bb8b
test_uq_esopt_5103,5103,8,1,none,True,0.4033682644367218,,,,0,False,False,1,0.0,263508b9e4f6a0d3352e90d63377dbc99243945c7d87ff7f50d26d08007dbef9,ca92088a58ea16321026be93005f04a48638a62d79ad9fc45530219de59b7621,
test_uq_esopt_5103,5103,9,2,high_risk_first,True,0.7268848419189453,,False,,0,False,False,1,0.0,cbc15d78dc4dd4fe23625f05a24f0174468f7a3b2122aa2c953bf43eec3f780b,2843ffe644a5968a219cfe1e5ab5f1ed5ae6d4b6946fa244f84a82d875611f0f,7175f787d2ac767f63cb6d7a8f44331e299357576b63a77415d808ecb89eaa48
test_uq_esopt_5103,5103,10,1,none,True,0.32076868414878845,,,,0,False,False,1,0.0,e717b430be2c455731764b16c58220d63702acc9c1017578e328b210a50cc256,919272bbeb13833a3cd3c2efc8f77b6225ef3c89c37d71d30cb3b71e2fae8966,
test_uq_esopt_5103,5103,11,1,none,True,0.1649334579706192,,,,0,False,False,1,0.0,cf17369ede2b5016efaa7783eca63e3ecf38ed772ed6c288ddaf27123270cc05,4d883bfbebad3adfe396ff8c248abee2388e3c04e0b40da04f8397c36fe45c5c,
test_uq_esopt_5103,5103,12,1,none,True,0.23035921156406403,,,,0,False,False,1,0.0,37a5b533ab0f0776044783dc5cc52fc6b23ea216006a7ee7302d83866bd9115f,1baea6a6de6c7c10fe87cd72f3272f6722797f2ce15f62a4559037d22837c72c,
