population,feature,family,records,missing_n,missing_rate,finite_n,mean,min,p05,p25,p50,p75,p95,max
train,graph.edge_abs_top1_share,graph,75,0,0.0,75,0.021240935260637295,0.009326836934978024,0.012917084618474566,0.016150994824215503,0.01980054003794312,0.02423867289383109,0.032851447467946715,0.05333705670523701
train,graph.edge_count,graph,75,0,0.0,75,1995.9066666666668,841.0,1384.0,1609.5,1975.0,2263.0,2848.1,3437.0
train,graph.edge_negative_abs_sum,graph,75,0,0.0,75,45.4711311361116,10.724576044274727,18.76018179303792,34.263029113033554,43.57617456233129,56.5085974085232,80.46244631725422,105.64585712342523
train,graph.edge_negative_fraction,graph,75,0,0.0,75,0.5015891747259534,0.4611579866162351,0.46498019949321673,0.4876523672741428,0.5022727272727273,0.5166900101910162,0.5305265752516151,0.5333653384541527
train,graph.edge_positive_sum,graph,75,0,0.0,75,43.96258721315088,10.341151655302383,18.50814369198779,32.60238956033572,43.159833651880035,53.30887921321846,71.88136021999814,102.31822459434625
train,graph.edge_signed_mean,graph,75,0,0.0,75,-0.000745401013351347,-0.007713904300887694,-0.004198682432478715,-0.0022067991469228126,-0.0005694853999423646,0.0009608090877023138,0.0028661801713439675,0.003907687470578262
train,graph.edge_signed_std,graph,75,0,0.0,75,0.138703332977763,0.08314971039326452,0.09097419577799214,0.12204744876822966,0.13853561613559584,0.15990547674276795,0.1765017851044075,0.1832323065017943
train,graph.edge_signed_sum,graph,75,0,0.0,75,-1.5085439229607194,-20.40327687584795,-8.352871475496794,-4.423975394049194,-1.1336887072829995,1.9849084141897038,5.323397310028666,9.744925454171607
train,graph.empty_after_pruning,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.error_influence_fraction,graph,75,0,0.0,75,0.40541803746157806,0.36571533715211924,0.3834810758258961,0.39979109277507263,0.40596307643505064,0.4130495276278836,0.42227579293732886,0.4294728149030215
train,graph.error_node_count,graph,75,0,0.0,75,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
train,graph.feature_node_count,graph,75,0,0.0,75,3.8666666666666667,1.0,2.0,3.0,4.0,5.0,6.0,7.0
train,graph.graph_missing,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.input_logit_min_hops,graph,75,0,0.0,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train,graph.input_logit_min_positive_distance,graph,75,0,0.0,75,77.05227181470661,33.859847040023865,45.16589051249166,55.0456677959885,70.60465613147294,85.04694261443913,125.8217193324162,248.02093142138207
train,graph.input_logit_path_missing,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.input_logit_reachability_missing,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.input_logit_reachable_logit_fraction,graph,75,0,0.0,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train,graph.layer_0_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_0_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_0_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_10_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_10_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_10_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_11_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_11_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_11_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_12_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_12_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_12_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_13_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_13_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_13_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_14_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_14_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_14_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_15_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_15_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_15_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_16_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_16_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_16_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_17_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_17_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_17_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_18_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_18_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_18_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_19_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_19_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_19_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_1_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_1_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_1_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_20_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_20_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_20_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_21_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_21_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_21_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_22_activation_mean,graph,75,0,0.0,75,0.17572084426879883,0.0,0.0,0.0,0.0,0.0,0.0,6.589533805847168
train,graph.layer_22_feature_count,graph,75,0,0.0,75,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,graph.layer_22_feature_fraction,graph,75,0,0.0,75,0.004126984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
train,graph.layer_23_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_23_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_23_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_24_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_24_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_24_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_25_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_25_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_25_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_26_activation_mean,graph,75,0,0.0,75,0.39387998580932615,0.0,0.0,0.0,0.0,0.0,2.1202785015106,7.644421100616455
train,graph.layer_26_feature_count,graph,75,0,0.0,75,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.29999999999999716,1.0
train,graph.layer_26_feature_fraction,graph,75,0,0.0,75,0.010444444444444444,0.0,0.0,0.0,0.0,0.0,0.049999999999999524,0.25
train,graph.layer_27_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_27_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_27_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_28_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_28_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_28_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_29_activation_mean,graph,75,0,0.0,75,0.36572832107543946,0.0,0.0,0.0,0.0,0.0,2.0513580322265432,6.874417781829834
train,graph.layer_29_feature_count,graph,75,0,0.0,75,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.29999999999999716,1.0
train,graph.layer_29_feature_fraction,graph,75,0,0.0,75,0.009682539682539681,0.0,0.0,0.0,0.0,0.0,0.04285714285714245,0.25
train,graph.layer_2_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_2_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_2_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_30_activation_mean,graph,75,0,0.0,75,0.2964148775736491,0.0,0.0,0.0,0.0,0.0,0.0,8.666794776916504
train,graph.layer_30_feature_count,graph,75,0,0.0,75,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,graph.layer_30_feature_fraction,graph,75,0,0.0,75,0.00857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
train,graph.layer_31_activation_mean,graph,75,0,0.0,75,7.500353242889283,6.692624409993489,6.915940368175507,7.281009614467621,7.505127906799316,7.710054779052735,8.149777104059854,8.400646209716797
train,graph.layer_31_feature_count,graph,75,0,0.0,75,3.6933333333333334,1.0,2.0,3.0,4.0,4.0,5.299999999999997,7.0
train,graph.layer_31_feature_fraction,graph,75,0,0.0,75,0.9671746031746031,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
train,graph.layer_3_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_3_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_3_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_4_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_4_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_4_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_5_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_5_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_5_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_6_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_6_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_6_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_7_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_7_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_7_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_8_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_8_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_8_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_9_activation_mean,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_9_feature_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_9_feature_fraction,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.layer_metadata_missing,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.logit_node_count,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.logit_probabilities_missing,graph,75,0,0.0,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train,graph.node_count,graph,75,0,0.0,75,849.1066666666667,789.0,793.7,801.0,809.0,816.0,1049.6,1098.0
train,graph.node_influence_effective_count,graph,75,0,0.0,75,3.9790886565934374,3.9224764937916277,3.938207197873466,3.9567665826787013,3.9730457950144884,3.9953779550915893,4.047251954549813,4.074854254389468
train,graph.node_influence_hhi,graph,75,0,0.0,75,0.2513311041358594,0.24540755020202046,0.24708126710412442,0.250289232230703,0.25169606684494644,0.2527316393294743,0.25392265819599763,0.25494097965475854
train,graph.node_influence_missing,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.node_influence_top10_share,graph,75,0,0.0,75,0.6475238751520984,0.6179505694460953,0.6236642309557727,0.6349773816190112,0.6446933514414687,0.6589557951328329,0.6780480631789781,0.7003319159375195
train,graph.node_influence_top1_share,graph,75,0,0.0,75,0.49710292255030014,0.49172575654868517,0.49338067455152534,0.49615106455938873,0.4975696946728226,0.49843079999067563,0.49929726379215195,0.49970017285642654
train,graph.path_budget_exhausted,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.sampled_hop_statistics_missing,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.sampled_path_missing,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.sampled_path_source_count,graph,75,0,0.0,75,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
train,graph.sampled_reachable_max_hops,graph,75,0,0.0,75,1.96,1.0,2.0,2.0,2.0,2.0,2.0,2.0
train,graph.sampled_reachable_mean_hops,graph,75,0,0.0,75,1.3291293891293892,1.0,1.1397435897435897,1.25,1.3076923076923077,1.4166666666666667,1.5454545454545454,1.6153846153846154
train,graph.sampled_reachable_pair_fraction,graph,75,0,0.0,75,0.72,0.5,0.5625,0.625,0.75,0.8125,0.875,0.9375
train,graph.score_node_count,graph,75,0,0.0,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train,graph.selected_logit_entropy,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.selected_logit_probability_mass,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.token_node_count,graph,75,0,0.0,75,748.24,691.0,692.0,700.5,708.0,715.0,947.3,999.0
train,graph.top_logit_probability,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.weak_components,graph,75,0,0.0,75,202.12,116.0,133.0,160.5,179.0,216.0,346.79999999999995,406.0
train,graph.weighted_path_budget_exhausted,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,graph.weighted_path_missing,graph,75,0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,hidden.layer_0.input_mean,hidden,75,0,0.0,75,0.0002978477913226622,-0.00015469810750801116,-6.404849045793526e-05,0.00027606192452367395,0.0003436254628468305,0.0003984055801993236,0.0005042011965997517,0.0005447062430903316
train,hidden.layer_0.input_rms,hidden,75,0,0.0,75,0.267161922454834,0.2526659071445465,0.2539270430803299,0.26904064416885376,0.269583523273468,0.2701318562030792,0.2711583852767944,0.2713736891746521
train,hidden.layer_0.output_mean,hidden,75,0,0.0,75,5.9800702341211336e-05,5.0744361942633986e-05,5.363416530599352e-05,5.597196286544204e-05,5.885311111342162e-05,6.121420119598042e-05,7.137365028029307e-05,7.386654760921374e-05
train,hidden.layer_0.output_rms,hidden,75,0,0.0,75,0.011332078116635481,0.010257303714752197,0.010289471689611673,0.011477196123450994,0.011527479626238346,0.011561455205082893,0.011602737009525299,0.01162585150450468
train,hidden.layer_1.input_mean,hidden,75,0,0.0,75,0.0014498109370470046,0.0010187756270170212,0.0011491848854348063,0.0012885220348834991,0.0013608202571049333,0.0014923750422894955,0.0020853366935625673,0.002186504192650318
train,hidden.layer_1.input_rms,hidden,75,0,0.0,75,0.3630569477876027,0.35579726099967957,0.3565549224615097,0.3635186702013016,0.3641526699066162,0.36457309126853943,0.3656023979187012,0.3658079504966736
train,hidden.layer_1.output_mean,hidden,75,0,0.0,75,4.609561461469032e-06,-2.4439494154648855e-05,-1.8968505719385577e-05,4.3116690449096495e-06,8.807319318293594e-06,1.0209065294475295e-05,1.2270767820155016e-05,2.3288241209229454e-05
train,hidden.layer_1.output_rms,hidden,75,0,0.0,75,0.01719377433260282,0.016499988734722137,0.01657977644354105,0.01723355334252119,0.017300650477409363,0.017338812351226807,0.01743286903947592,0.017461257055401802
train,hidden.layer_10.input_mean,hidden,75,0,0.0,75,0.01066096432507038,0.009467734023928642,0.009744778741151094,0.010278740432113409,0.010660490021109581,0.0110874786041677,0.011542563606053591,0.01202522125095129
train,hidden.layer_10.input_rms,hidden,75,0,0.0,75,0.8395499380429586,0.8333509564399719,0.8340724527835846,0.8393421173095703,0.8399445414543152,0.841044157743454,0.8439449548721314,0.8443419337272644
train,hidden.layer_10.output_mean,hidden,75,0,0.0,75,-8.343467350641732e-05,-0.00021662694052793086,-0.0001904715842101723,-9.553430209052749e-05,-6.982676131883636e-05,-5.38204640179174e-05,-2.811571175698191e-05,-1.394703213009052e-05
train,hidden.layer_10.output_rms,hidden,75,0,0.0,75,0.05719986731807391,0.05468376353383064,0.05485503040254116,0.057219794020056725,0.05751146748661995,0.05776733346283436,0.05851278640329838,0.058629997074604034
train,hidden.layer_11.input_mean,hidden,75,0,0.0,75,0.014676020530362923,0.013909938745200634,0.014091353304684162,0.01434213388711214,0.014635832980275154,0.01497260807082057,0.015302365645766258,0.015607030130922794
train,hidden.layer_11.input_rms,hidden,75,0,0.0,75,0.8383716742197672,0.8309611678123474,0.8317979991436004,0.8380435109138489,0.8387242555618286,0.8400869965553284,0.8435131728649139,0.8440743684768677
train,hidden.layer_11.output_mean,hidden,75,0,0.0,75,-0.0005258626809033255,-0.0006217194604687393,-0.0006060521933250129,-0.0005739488988183439,-0.000545042974408716,-0.0004928263078909367,-0.00039535439864266667,-0.00037064767093397677
train,hidden.layer_11.output_rms,hidden,75,0,0.0,75,0.06244444782535235,0.05909851938486099,0.05945961102843285,0.06258859857916832,0.06283003836870193,0.06321501359343529,0.06413952931761742,0.0644388273358345
train,hidden.layer_12.input_mean,hidden,75,0,0.0,75,0.011277459959189096,0.010349947027862072,0.010627766605466604,0.010961925610899925,0.0112818144261837,0.01152446772903204,0.01196572333574295,0.012202305719256401
train,hidden.layer_12.input_rms,hidden,75,0,0.0,75,0.8386124308904012,0.8305337429046631,0.8315856039524079,0.8383629322052002,0.8390642404556274,0.8402676582336426,0.8435589730739593,0.8446863889694214
train,hidden.layer_12.output_mean,hidden,75,0,0.0,75,0.000327376244822517,0.00018390572222415358,0.00021088057255838066,0.00025543608353473246,0.00028771316283382475,0.00034484836214687675,0.0005910933541599661,0.0006234300672076643
train,hidden.layer_12.output_rms,hidden,75,0,0.0,75,0.05982863028844198,0.05615608021616936,0.056385233998298645,0.059977851808071136,0.06024615094065666,0.0605428796261549,0.06152161881327629,0.06199919804930687
train,hidden.layer_13.input_mean,hidden,75,0,0.0,75,0.012796161559720834,0.011333080939948559,0.011730148736387492,0.012172429356724024,0.012753484770655632,0.013218329288065434,0.014348898828029633,0.01444665715098381
train,hidden.layer_13.input_rms,hidden,75,0,0.0,75,0.8418665440877279,0.8341428637504578,0.834932005405426,0.8416203856468201,0.842161238193512,0.843756765127182,0.8468727827072143,0.8480729460716248
train,hidden.layer_13.output_mean,hidden,75,0,0.0,75,1.2813394660042832e-05,-0.00012413861986715347,-0.00010063446025014855,-3.725921851582825e-05,1.6423658962594345e-05,5.890548163733911e-05,0.00011237523285672068,0.00014166887558531016
train,hidden.layer_13.output_rms,hidden,75,0,0.0,75,0.059606197128693264,0.05655954033136368,0.05674234107136726,0.059602513909339905,0.059904973953962326,0.06031922250986099,0.06099281832575798,0.06130259484052658
train,hidden.layer_14.input_mean,hidden,75,0,0.0,75,0.009303528554737569,0.007929450832307339,0.008439602609723807,0.008984627667814493,0.009376599453389645,0.00962737062945962,0.009993866737931966,0.010213238187134266
train,hidden.layer_14.input_rms,hidden,75,0,0.0,75,0.8680764945348104,0.8619008660316467,0.8622562944889068,0.8678495585918427,0.8685198426246643,0.8697302937507629,0.8720673561096192,0.8733075857162476
train,hidden.layer_14.output_mean,hidden,75,0,0.0,75,-1.9229311512087103e-05,-0.00020942767150700092,-0.00015551582910120488,-6.156206291052513e-05,-2.573122628746205e-06,2.526109619793715e-05,8.05453753855545e-05,0.00011488430754980072
train,hidden.layer_14.output_rms,hidden,75,0,0.0,75,0.06143372183044751,0.05837845057249069,0.0585671205073595,0.06138516403734684,0.06177351251244545,0.062272099778056145,0.06311404034495353,0.06364436447620392
train,hidden.layer_15.input_mean,hidden,75,0,0.0,75,0.011234341164429982,0.010223852470517159,0.010371172986924648,0.010692091658711433,0.011074532754719257,0.011679855640977621,0.012402621004730463,0.012667453847825527
train,hidden.layer_15.input_rms,hidden,75,0,0.0,75,0.8884186681111653,0.8801658153533936,0.8806569159030915,0.8876829743385315,0.8886169195175171,0.8907442688941956,0.8952966213226319,0.8973099589347839
train,hidden.layer_15.output_mean,hidden,75,0,0.0,75,0.000320703925875326,0.00014450144954025745,0.00023789662955095992,0.00028927433595526963,0.0003194150049239397,0.0003425588656682521,0.0004275469633284956,0.0004967488930560648
train,hidden.layer_15.output_rms,hidden,75,0,0.0,75,0.06860123773415884,0.06547394394874573,0.06563389152288437,0.0682448297739029,0.06868351995944977,0.06953374668955803,0.07156292274594307,0.07211665064096451
train,hidden.layer_16.input_mean,hidden,75,0,0.0,75,0.007908809836953879,0.006555717904120684,0.006745853135362268,0.00743234483525157,0.007945787161588669,0.008385952562093735,0.00901144491508603,0.009590636938810349
