population,row_index,episode,query_number,proposal_index,selected,risk,feature_vector_available,stored_keys,missing_model_columns,outside_train_range_columns,nonfinite_key_count,nonnumeric_key_count
dev,19,collection_dev_2101,,,,,True,285,0,4,0,0
dev,20,collection_dev_2101,,,,,True,285,0,1,0,0
dev,21,collection_dev_2101,,,,,True,285,0,1,0,0
dev,22,collection_dev_2101,,,,,True,285,0,1,0,0
dev,23,collection_dev_2101,,,,,True,285,0,10,0,0
dev,24,collection_dev_2101,,,,,True,285,0,2,0,0
dev,25,collection_dev_2102,,,,,True,285,0,16,0,0
dev,26,collection_dev_2102,,,,,True,285,0,15,0,0
dev,27,collection_dev_2102,,,,,True,285,0,4,0,0
dev,28,collection_dev_2102,,,,,True,285,0,3,0,0
dev,29,collection_dev_2102,,,,,True,285,0,3,0,0
dev,30,collection_dev_2102,,,,,True,285,0,0,0,0
dev,31,collection_dev_2102,,,,,True,285,0,2,0,0
dev,32,collection_dev_2102,,,,,True,285,0,2,0,0
dev,33,collection_dev_2102,,,,,True,285,0,1,0,0
dev,34,collection_dev_2102,,,,,True,285,0,0,0,0
dev,35,collection_dev_2102,,,,,True,285,0,1,0,0
dev,36,collection_dev_2102,,,,,True,285,0,0,0,0
dev,37,collection_dev_2102,,,,,True,285,0,0,0,0
dev,38,collection_dev_2102,,,,,True,285,0,0,0,0
dev,39,collection_dev_2102,,,,,True,285,0,1,0,0
dev,40,collection_dev_2102,,,,,True,285,0,0,0,0
dev,41,collection_dev_2102,,,,,True,285,0,0,0,0
dev,42,collection_dev_2102,,,,,True,285,0,4,0,0
dev,43,collection_dev_2102,,,,,True,285,0,1,0,0
dev,44,collection_dev_2102,,,,,True,285,0,2,0,0
dev,45,collection_dev_2102,,,,,True,285,0,5,0,0
dev,46,collection_dev_2102,,,,,True,285,0,0,0,0
dev,47,collection_dev_2102,,,,,True,285,0,4,0,0
dev,48,collection_dev_2102,,,,,True,285,0,2,0,0
dev,49,collection_dev_2102,,,,,True,285,0,6,0,0
full_all_candidates,0,test_uq_esopt_5101,6,0,True,0.7209227681159973,True,285,0,45,0,0
full_all_candidates,1,test_uq_esopt_5101,6,1,False,0.778691291809082,True,285,0,45,0,0
full_all_candidates,2,test_uq_esopt_5101,7,0,False,0.573218047618866,True,285,0,46,0,0
full_all_candidates,3,test_uq_esopt_5101,7,1,True,0.38526615500450134,True,285,0,53,0,0
full_all_candidates,4,test_uq_esopt_5101,8,0,False,0.8701947927474976,True,285,0,34,0,0
full_all_candidates,5,test_uq_esopt_5101,8,1,True,0.16378673911094666,True,285,0,36,0,0
full_all_candidates,6,test_uq_esopt_5101,9,0,True,0.16824571788311005,True,285,0,27,0,0
full_all_candidates,7,test_uq_esopt_5101,10,0,False,,False,0,285,0,,
full_all_candidates,8,test_uq_esopt_5101,10,1,True,0.21117138862609863,True,285,0,20,0,0
full_all_candidates,9,test_uq_esopt_5101,11,0,True,0.09153354167938232,True,285,0,23,0,0
full_all_candidates,10,test_uq_esopt_5101,12,0,False,,False,0,285,0,,
full_all_candidates,11,test_uq_esopt_5101,12,1,True,0.06912564486265182,True,285,0,15,0,0
full_all_candidates,12,test_uq_esopt_5101,13,0,True,0.06632387638092041,True,285,0,17,0,0
full_all_candidates,13,test_uq_esopt_5101,14,0,True,0.4461655914783478,True,285,0,33,0,0
full_all_candidates,14,test_uq_esopt_5101,15,0,True,0.31042537093162537,True,285,0,22,0,0
full_all_candidates,15,test_uq_esopt_5101,16,0,True,0.05901101976633072,True,285,0,21,0,0
full_all_candidates,16,test_uq_esopt_5101,17,0,True,0.05871305242180824,True,285,0,31,0,0
full_all_candidates,17,test_uq_esopt_5101,18,0,True,0.10993213206529617,True,285,0,10,0,0
full_all_candidates,18,test_uq_esopt_5101,19,0,True,0.08016826957464218,True,285,0,19,0,0
full_all_candidates,19,test_uq_esopt_5101,20,0,True,0.07558902353048325,True,285,0,14,0,0
full_all_candidates,20,test_uq_esopt_5101,21,0,True,0.1377759575843811,True,285,0,13,0,0
full_all_candidates,21,test_uq_esopt_5101,22,0,True,0.08589210361242294,True,285,0,15,0,0
full_all_candidates,22,test_uq_esopt_5101,23,0,True,0.061049673706293106,True,285,0,17,0,0
full_all_candidates,23,test_uq_esopt_5101,24,0,True,0.1295904964208603,True,285,0,12,0,0
full_all_candidates,24,test_uq_esopt_5101,25,0,True,0.11741166561841965,True,285,0,12,0,0
full_all_candidates,25,test_uq_esopt_5101,26,0,True,0.09920334070920944,True,285,0,14,0,0
full_all_candidates,26,test_uq_esopt_5101,27,0,True,0.06856238096952438,True,285,0,14,0,0
full_all_candidates,27,test_uq_esopt_5101,28,0,True,0.08730503171682358,True,285,0,20,0,0
full_all_candidates,28,test_uq_esopt_5101,29,0,True,0.0735689178109169,True,285,0,11,0,0
full_all_candidates,29,test_uq_esopt_5101,30,0,True,0.06192275136709213,True,285,0,20,0,0
full_all_candidates,30,test_uq_esopt_5101,31,0,True,0.08208400756120682,True,285,0,11,0,0
full_all_candidates,31,test_uq_esopt_5101,32,0,True,0.17686064541339874,True,285,0,4,0,0
full_all_candidates,32,test_uq_esopt_5101,33,0,True,0.3288097381591797,True,285,0,10,0,0
full_all_candidates,33,test_uq_esopt_5101,34,0,True,0.19305698573589325,True,285,0,15,0,0
full_all_candidates,34,test_uq_esopt_5101,35,0,True,0.1445014923810959,True,285,0,15,0,0
full_all_candidates,35,test_uq_esopt_5101,36,0,True,0.23469127714633942,True,285,0,13,0,0
full_all_candidates,36,test_uq_esopt_5101,37,0,True,0.10607817023992538,True,285,0,22,0,0
full_all_candidates,37,test_uq_esopt_5101,38,0,True,0.03387455642223358,True,285,0,46,0,0
full_all_candidates,38,test_uq_esopt_5101,39,0,True,0.03870895132422447,True,285,0,57,0,0
full_all_candidates,39,test_uq_esopt_5101,40,0,True,0.06743308901786804,True,285,0,24,0,0
full_all_candidates,40,test_uq_esopt_5101,41,0,True,0.20592182874679565,True,285,0,26,0,0
full_all_candidates,41,test_uq_esopt_5101,42,0,True,0.09110572934150696,True,285,0,48,0,0
full_all_candidates,42,test_uq_esopt_5101,43,0,True,0.10414382070302963,True,285,0,20,0,0
full_all_candidates,43,test_uq_esopt_5101,44,0,True,0.09481589496135712,True,285,0,17,0,0
full_all_candidates,44,test_uq_esopt_5101,45,0,True,0.1798136681318283,True,285,0,11,0,0
full_all_candidates,45,test_uq_esopt_5101,46,0,True,0.045460354536771774,True,285,0,37,0,0
full_all_candidates,46,test_uq_esopt_5101,47,0,True,0.07514739781618118,True,285,0,24,0,0
full_all_candidates,47,test_uq_esopt_5101,48,0,True,0.09760451316833496,True,285,0,19,0,0
full_all_candidates,48,test_uq_esopt_5101,49,0,True,0.04431701451539993,True,285,0,23,0,0
full_all_candidates,49,test_uq_esopt_5101,50,0,True,0.24378900229930878,True,285,0,22,0,0
full_all_candidates,50,test_uq_esopt_5102,6,0,True,0.31250056624412537,True,285,0,36,0,0
full_all_candidates,51,test_uq_esopt_5102,7,0,False,0.6773755550384521,True,285,0,51,0,0
full_all_candidates,52,test_uq_esopt_5102,7,1,True,0.29514816403388977,True,285,0,46,0,0
full_all_candidates,53,test_uq_esopt_5102,8,0,False,0.7849957942962646,True,285,0,35,0,0
full_all_candidates,54,test_uq_esopt_5102,8,1,True,0.5228337645530701,True,285,0,33,0,0
full_all_candidates,55,test_uq_esopt_5102,9,0,False,0.7612339854240417,True,285,0,13,0,0
full_all_candidates,56,test_uq_esopt_5102,9,1,True,0.6574006080627441,True,285,0,13,0,0
full_all_candidates,57,test_uq_esopt_5102,10,0,True,0.2059357911348343,True,285,0,14,0,0
full_all_candidates,58,test_uq_esopt_5102,11,0,True,0.093343086540699,True,285,0,11,0,0
full_all_candidates,59,test_uq_esopt_5102,12,0,True,0.2713257968425751,True,285,0,7,0,0
full_all_candidates,60,test_uq_esopt_5102,13,0,True,0.16257375478744507,True,285,0,8,0,0
full_all_candidates,61,test_uq_esopt_5102,14,0,True,0.10177666693925858,True,285,0,13,0,0
full_all_candidates,62,test_uq_esopt_5102,15,0,True,0.17154887318611145,True,285,0,13,0,0
full_all_candidates,63,test_uq_esopt_5102,16,0,True,0.05486935004591942,True,285,0,22,0,0
full_all_candidates,64,test_uq_esopt_5102,17,0,True,0.17359766364097595,True,285,0,17,0,0
full_all_candidates,65,test_uq_esopt_5102,18,0,True,0.08923712372779846,True,285,0,22,0,0
full_all_candidates,66,test_uq_esopt_5102,19,0,True,0.05160696804523468,True,285,0,20,0,0
full_all_candidates,67,test_uq_esopt_5102,20,0,True,0.0999656692147255,True,285,0,20,0,0
full_all_candidates,68,test_uq_esopt_5102,21,0,True,0.3165917992591858,True,285,0,20,0,0
full_all_candidates,69,test_uq_esopt_5102,22,0,True,0.21357320249080658,True,285,0,20,0,0
full_all_candidates,70,test_uq_esopt_5102,23,0,True,0.14980439841747284,True,285,0,8,0,0
full_all_candidates,71,test_uq_esopt_5102,24,0,True,0.3311883807182312,True,285,0,10,0,0
full_all_candidates,72,test_uq_esopt_5102,25,0,True,0.26180189847946167,True,285,0,10,0,0
full_all_candidates,73,test_uq_esopt_5102,26,0,True,0.6974816918373108,True,285,0,17,0,0
full_all_candidates,74,test_uq_esopt_5102,26,1,False,,False,0,285,0,,
full_all_candidates,75,test_uq_esopt_5102,27,0,True,0.1798480749130249,True,285,0,19,0,0
full_all_candidates,76,test_uq_esopt_5102,28,0,True,0.12557733058929443,True,285,0,17,0,0
full_all_candidates,77,test_uq_esopt_5102,29,0,False,0.5159914493560791,True,285,0,23,0,0
full_all_candidates,78,test_uq_esopt_5102,29,1,True,0.100445955991745,True,285,0,12,0,0
full_all_candidates,79,test_uq_esopt_5102,30,0,True,0.08046568185091019,True,285,0,20,0,0
full_all_candidates,80,test_uq_esopt_5102,31,0,False,,False,0,285,0,,
full_all_candidates,81,test_uq_esopt_5102,31,1,True,0.1450667679309845,True,285,0,16,0,0
full_all_candidates,82,test_uq_esopt_5102,32,0,True,0.2384946346282959,True,285,0,20,0,0
full_all_candidates,83,test_uq_esopt_5102,33,0,True,0.2352084368467331,True,285,0,17,0,0
full_all_candidates,84,test_uq_esopt_5102,34,0,True,0.22994664311408997,True,285,0,17,0,0
full_all_candidates,85,test_uq_esopt_5102,35,0,True,0.0963093563914299,True,285,0,14,0,0
full_all_candidates,86,test_uq_esopt_5102,36,0,True,0.11436154693365097,True,285,0,25,0,0
full_all_candidates,87,test_uq_esopt_5102,37,0,True,0.09445467591285706,True,285,0,25,0,0
full_all_candidates,88,test_uq_esopt_5102,38,0,True,0.09399706870317459,True,285,0,18,0,0
full_all_candidates,89,test_uq_esopt_5102,39,0,True,0.19533587992191315,True,285,0,16,0,0
full_all_candidates,90,test_uq_esopt_5102,40,0,True,0.1298772245645523,True,285,0,14,0,0
full_all_candidates,91,test_uq_esopt_5102,41,0,True,0.09222623705863953,True,285,0,19,0,0
full_all_candidates,92,test_uq_esopt_5102,42,0,True,0.37479227781295776,True,285,0,22,0,0
full_all_candidates,93,test_uq_esopt_5102,43,0,True,0.15060289204120636,True,285,0,18,0,0
full_all_candidates,94,test_uq_esopt_5102,44,0,True,0.05685828626155853,True,285,0,29,0,0
full_all_candidates,95,test_uq_esopt_5102,45,0,True,0.08735968172550201,True,285,0,20,0,0
full_all_candidates,96,test_uq_esopt_5102,46,0,True,0.09762399643659592,True,285,0,25,0,0
full_all_candidates,97,test_uq_esopt_5102,47,0,True,0.09896854311227798,True,285,0,23,0,0
full_all_candidates,98,test_uq_esopt_5102,48,0,True,0.13983824849128723,True,285,0,27,0,0
full_all_candidates,99,test_uq_esopt_5102,49,0,True,0.07489314675331116,True,285,0,24,0,0
full_all_candidates,100,test_uq_esopt_5102,50,0,True,0.2143041342496872,True,285,0,16,0,0
full_all_candidates,101,test_uq_esopt_5103,6,0,True,0.40478357672691345,True,285,0,52,0,0
full_all_candidates,102,test_uq_esopt_5103,7,0,False,0.8219612836837769,True,285,0,52,0,0
full_all_candidates,103,test_uq_esopt_5103,7,1,True,0.717130720615387,True,285,0,54,0,0
full_all_candidates,104,test_uq_esopt_5103,8,0,True,0.4033682644367218,True,285,0,28,0,0
full_all_candidates,105,test_uq_esopt_5103,9,0,True,0.7268848419189453,True,285,0,16,0,0
full_all_candidates,106,test_uq_esopt_5103,9,1,False,,False,0,285,0,,
full_all_candidates,107,test_uq_esopt_5103,10,0,True,0.32076868414878845,True,285,0,11,0,0
full_all_candidates,108,test_uq_esopt_5103,11,0,True,0.1649334579706192,True,285,0,14,0,0
full_all_candidates,109,test_uq_esopt_5103,12,0,True,0.23035921156406403,True,285,0,9,0,0
full_all_candidates,110,test_uq_esopt_5103,13,0,False,0.8160256147384644,True,285,0,15,0,0
full_all_candidates,111,test_uq_esopt_5103,13,1,True,0.45361167192459106,True,285,0,7,0,0
full_all_candidates,112,test_uq_esopt_5103,14,0,True,0.5385228991508484,True,285,0,7,0,0
full_all_candidates,113,test_uq_esopt_5103,14,1,False,0.7877883911132812,True,285,0,14,0,0
full_all_candidates,114,test_uq_esopt_5103,15,0,True,0.17440055310726166,True,285,0,11,0,0
full_all_candidates,115,test_uq_esopt_5103,16,0,True,0.19112294912338257,True,285,0,7,0,0
full_all_candidates,116,test_uq_esopt_5103,17,0,True,0.2451164424419403,True,285,0,11,0,0
full_all_candidates,117,test_uq_esopt_5103,18,0,True,0.13211098313331604,True,285,0,19,0,0
full_all_candidates,118,test_uq_esopt_5103,19,0,True,0.05407328903675079,True,285,0,11,0,0
full_all_candidates,119,test_uq_esopt_5103,20,0,True,0.14065851271152496,True,285,0,14,0,0
full_all_candidates,120,test_uq_esopt_5103,21,0,True,0.11560969799757004,True,285,0,17,0,0
full_all_candidates,121,test_uq_esopt_5103,22,0,True,0.07381746917963028,True,285,0,22,0,0
full_all_candidates,122,test_uq_esopt_5103,23,0,True,0.07658397406339645,True,285,0,17,0,0
full_all_candidates,123,test_uq_esopt_5103,24,0,True,0.09888932853937149,True,285,0,9,0,0
full_all_candidates,124,test_uq_esopt_5103,25,0,True,0.058299411088228226,True,285,0,20,0,0
full_all_candidates,125,test_uq_esopt_5103,26,0,True,0.08471416682004929,True,285,0,11,0,0
full_all_candidates,126,test_uq_esopt_5103,27,0,True,0.06846065074205399,True,285,0,22,0,0
full_all_candidates,127,test_uq_esopt_5103,28,0,True,0.04815547913312912,True,285,0,19,0,0
full_all_candidates,128,test_uq_esopt_5103,29,0,False,,False,0,285,0,,
full_all_candidates,129,test_uq_esopt_5103,29,1,True,0.06584465503692627,True,285,0,20,0,0
full_all_candidates,130,test_uq_esopt_5103,30,0,True,0.06479989737272263,True,285,0,27,0,0
full_all_candidates,131,test_uq_esopt_5103,31,0,True,0.07533106952905655,True,285,0,46,0,0
full_all_candidates,132,test_uq_esopt_5103,32,0,True,0.056519050151109695,True,285,0,57,0,0
full_all_candidates,133,test_uq_esopt_5103,33,0,True,0.06495428830385208,True,285,0,26,0,0
full_all_candidates,134,test_uq_esopt_5103,34,0,True,0.12131784856319427,True,285,0,21,0,0
full_all_candidates,135,test_uq_esopt_5103,35,0,True,0.05541514977812767,True,285,0,25,0,0
full_all_candidates,136,test_uq_esopt_5103,36,0,True,0.15106406807899475,True,285,0,16,0,0
full_all_candidates,137,test_uq_esopt_5103,37,0,True,0.11338084936141968,True,285,0,15,0,0
full_all_candidates,138,test_uq_esopt_5103,38,0,True,0.15267881751060486,True,285,0,16,0,0
full_all_candidates,139,test_uq_esopt_5103,39,0,True,0.05277659744024277,True,285,0,28,0,0
full_all_candidates,140,test_uq_esopt_5103,40,0,True,0.1652313768863678,True,285,0,16,0,0
full_all_candidates,141,test_uq_esopt_5103,41,0,True,0.08938001841306686,True,285,0,25,0,0
full_all_candidates,142,test_uq_esopt_5103,42,0,True,0.17802372574806213,True,285,0,65,0,0
full_all_candidates,143,test_uq_esopt_5103,43,0,True,0.06809744983911514,True,285,0,63,0,0
full_all_candidates,144,test_uq_esopt_5103,44,0,True,0.17273767292499542,True,285,0,78,0,0
full_all_candidates,145,test_uq_esopt_5103,45,0,True,0.11395493149757385,True,285,0,60,0,0
full_all_candidates,146,test_uq_esopt_5103,46,0,True,0.1584489345550537,True,285,0,74,0,0
full_all_candidates,147,test_uq_esopt_5103,47,0,True,0.07440908998250961,True,285,0,30,0,0
full_all_candidates,148,test_uq_esopt_5103,48,0,True,0.08621379733085632,True,285,0,16,0,0
full_all_candidates,149,test_uq_esopt_5103,49,0,True,0.19769072532653809,True,285,0,7,0,0
full_all_candidates,150,test_uq_esopt_5103,50,0,True,0.31871527433395386,True,285,0,5,0,0
full_all_candidates,151,test_uq_esopt_5104,6,0,False,0.9877719879150391,True,285,0,46,0,0
full_all_candidates,152,test_uq_esopt_5104,6,1,True,0.5961011052131653,True,285,0,34,0,0
full_all_candidates,153,test_uq_esopt_5104,7,0,True,0.20568911731243134,True,285,0,49,0,0
full_all_candidates,154,test_uq_esopt_5104,8,0,True,0.18986403942108154,True,285,0,25,0,0
full_all_candidates,155,test_uq_esopt_5104,9,0,True,0.23285378515720367,True,285,0,22,0,0
full_all_candidates,156,test_uq_esopt_5104,10,0,True,0.10067553073167801,True,285,0,17,0,0
full_all_candidates,157,test_uq_esopt_5104,11,0,True,0.14394614100456238,True,285,0,14,0,0
full_all_candidates,158,test_uq_esopt_5104,12,0,True,0.16721998155117035,True,285,0,9,0,0
full_all_candidates,159,test_uq_esopt_5104,13,0,True,0.08388615399599075,True,285,0,19,0,0
full_all_candidates,160,test_uq_esopt_5104,14,0,True,0.10490129142999649,True,285,0,21,0,0
full_all_candidates,161,test_uq_esopt_5104,15,0,True,0.15369912981987,True,285,0,18,0,0
full_all_candidates,162,test_uq_esopt_5104,16,0,True,0.0511147566139698,True,285,0,22,0,0
full_all_candidates,163,test_uq_esopt_5104,17,0,True,0.0557343028485775,True,285,0,23,0,0
full_all_candidates,164,test_uq_esopt_5104,18,0,True,0.18483226001262665,True,285,0,15,0,0
full_all_candidates,165,test_uq_esopt_5104,19,0,True,0.23271802067756653,True,285,0,20,0,0
full_all_candidates,166,test_uq_esopt_5104,20,0,True,0.17464779317378998,True,285,0,13,0,0
full_all_candidates,167,test_uq_esopt_5104,21,0,True,0.07945626229047775,True,285,0,25,0,0
full_all_candidates,168,test_uq_esopt_5104,22,0,True,0.07556435465812683,True,285,0,27,0,0
full_all_candidates,169,test_uq_esopt_5104,23,0,True,0.19247806072235107,True,285,0,23,0,0
full_all_candidates,170,test_uq_esopt_5104,24,0,True,0.07299350202083588,True,285,0,48,0,0
full_all_candidates,171,test_uq_esopt_5104,25,0,True,0.0431952066719532,True,285,0,55,0,0
full_all_candidates,172,test_uq_esopt_5104,26,0,True,0.413361519575119,True,285,0,31,0,0
full_all_candidates,173,test_uq_esopt_5104,27,0,True,0.060476742684841156,True,285,0,22,0,0
full_all_candidates,174,test_uq_esopt_5104,28,0,True,0.05254408344626427,True,285,0,24,0,0
full_all_candidates,175,test_uq_esopt_5104,29,0,True,0.16658475995063782,True,285,0,14,0,0
full_all_candidates,176,test_uq_esopt_5104,30,0,True,0.4353945851325989,True,285,0,22,0,0
full_all_candidates,177,test_uq_esopt_5104,31,0,True,0.37447524070739746,True,285,0,25,0,0
full_all_candidates,178,test_uq_esopt_5104,32,0,True,0.038042761385440826,True,285,0,61,0,0
full_all_candidates,179,test_uq_esopt_5104,33,0,True,0.16751961410045624,True,285,0,23,0,0
full_all_candidates,180,test_uq_esopt_5104,34,0,True,0.047932811081409454,True,285,0,59,0,0
full_all_candidates,181,test_uq_esopt_5104,35,0,True,0.05427088588476181,True,285,0,62,0,0
full_all_candidates,182,test_uq_esopt_5104,36,0,True,0.04081358760595322,True,285,0,26,0,0
full_all_candidates,183,test_uq_esopt_5104,37,0,True,0.17761796712875366,True,285,0,15,0,0
full_all_candidates,184,test_uq_esopt_5104,38,0,True,0.20176449418067932,True,285,0,22,0,0
full_all_candidates,185,test_uq_esopt_5104,39,0,True,0.08646272867918015,True,285,0,16,0,0
full_all_candidates,186,test_uq_esopt_5104,40,0,True,0.2118816077709198,True,285,0,10,0,0
full_all_candidates,187,test_uq_esopt_5104,41,0,True,0.5783320665359497,True,285,0,15,0,0
full_all_candidates,188,test_uq_esopt_5104,41,1,False,0.5783320665359497,True,285,0,15,0,0
full_all_candidates,189,test_uq_esopt_5104,42,0,True,0.1156022772192955,True,285,0,19,0,0
full_all_candidates,190,test_uq_esopt_5104,43,0,True,0.06414730846881866,True,285,0,39,0,0
full_all_candidates,191,test_uq_esopt_5104,44,0,True,0.09215378761291504,True,285,0,13,0,0
full_all_candidates,192,test_uq_esopt_5104,45,0,True,0.1822245866060257,True,285,0,12,0,0
full_all_candidates,193,test_uq_esopt_5104,46,0,True,0.10404549539089203,True,285,0,22,0,0
full_all_candidates,194,test_uq_esopt_5104,47,0,True,0.054962705820798874,True,285,0,62,0,0
full_all_candidates,195,test_uq_esopt_5104,48,0,True,0.06908294558525085,True,285,0,28,0,0
full_all_candidates,196,test_uq_esopt_5104,49,0,True,0.18595153093338013,True,285,0,8,0,0
full_all_candidates,197,test_uq_esopt_5104,50,0,True,0.18234014511108398,True,285,0,14,0,0
full_all_candidates,198,test_uq_esopt_5105,6,0,False,,False,0,285,0,,
full_all_candidates,199,test_uq_esopt_5105,6,1,True,0.4834432005882263,True,285,0,40,0,0
full_all_candidates,200,test_uq_esopt_5105,7,0,True,0.6017998456954956,True,285,0,44,0,0
full_all_candidates,201,test_uq_esopt_5105,7,1,False,0.622496485710144,True,285,0,44,0,0
full_all_candidates,202,test_uq_esopt_5105,8,0,True,0.38836225867271423,True,285,0,21,0,0
full_all_candidates,203,test_uq_esopt_5105,9,0,False,0.5604515671730042,True,285,0,19,0,0
full_all_candidates,204,test_uq_esopt_5105,9,1,True,0.43686211109161377,True,285,0,16,0,0
full_all_candidates,205,test_uq_esopt_5105,10,0,True,0.22404071688652039,True,285,0,16,0,0
full_all_candidates,206,test_uq_esopt_5105,11,0,True,0.2269272655248642,True,285,0,8,0,0
full_all_candidates,207,test_uq_esopt_5105,12,0,True,0.49481040239334106,True,285,0,6,0,0
full_all_candidates,208,test_uq_esopt_5105,13,0,True,0.4110301733016968,True,285,0,11,0,0
full_all_candidates,209,test_uq_esopt_5105,14,0,True,0.11662491410970688,True,285,0,14,0,0
