episode,arm,seed,query_number,kind,conc_dfnb,equiv_pldn,tau,temperature,canonical_numeric_tuple,repeat_of_earlier_executed_query,first_query_number,objective_max_abs_difference_from_first_same_tuple,sty,e_factor,no_HVI,HV_increment,risk,proposal_count,invalid_proposals,elapsed_seconds,source_relative_path,source_sha256
test_gp_ei_scalarized_5103,gp_ei_scalarized,5103,33,gp_ei_scalarized,0.4979277398437262,1.6387196965515614,0.5027632340788841,67.61911634355783,0.5027632340788841|1.6387196965515614|0.4979277398437262|67.61911634355783,False,33,,11247.944307160878,8.720923494061422,0,0.0002111126695175658,,0,0,10.057672023773193,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5103/query032.json,d7a8ab5d51672deed4275f8319d72049effd246d70d3f33fae4d9bcc8dc22534
test_gp_ei_scalarized_5104,gp_ei_scalarized,5104,6,gp_ei_scalarized,0.49412971101701264,2.3659989796578884,0.5318747516721487,34.98724118806422,0.5318747516721487|2.3659989796578884|0.49412971101701264|34.98724118806422,False,6,,9954.935938746306,9.671608969538163,0,1.3147974039395827e-05,,0,0,20.84687614440918,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5104/query005.json,effab7e4cfa11fae915c4afdf7895a5738ee2ff5f1fba40512eca8deeeb22ee5
test_gp_ei_scalarized_5104,gp_ei_scalarized,5104,7,gp_ei_scalarized,0.49358070977032187,1.3089583851397038,0.5731911961920559,116.8723483197391,0.5731911961920559|1.3089583851397038|0.49358070977032187|116.8723483197391,False,7,,9377.700234812171,9.075593147806973,0,7.562318086196118e-05,,0,0,10.851674795150757,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5104/query006.json,7449e7b0214f0b7cb4b129c277c6ba43aff4657a25f7eebb2b41d72a7cee5aea
test_gp_ei_scalarized_5104,gp_ei_scalarized,5104,9,gp_ei_scalarized,0.4920403447002173,1.0322652645409107,0.5057394606992602,115.35154754295945,0.5057394606992602|1.0322652645409107|0.4920403447002173|115.35154754295945,False,9,,10748.060215248792,8.864766429408418,0,0.00016163658161305605,,0,0,5.519499778747559,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5104/query008.json,0327b9711ebcabb18792f7175bc0e1bf8b4d2c3c2a64ed423234af4d3b6c1e6d
test_gp_ei_scalarized_5104,gp_ei_scalarized,5104,10,gp_ei_scalarized,0.49906820580363276,3.057805087417364,0.5275526344776154,39.34648856520653,0.5275526344776154|3.057805087417364|0.49906820580363276|39.34648856520653,False,10,,10835.097960000734,9.149462440907842,0,4.062641645430354e-06,,0,0,7.025392293930054,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5104/query009.json,274a66fdc6ab4df37ee1797ac27ee61004a1e66a230143a2756eabd3ef51f8d7
test_gp_ei_scalarized_5104,gp_ei_scalarized,5104,16,gp_ei_scalarized,0.48709731288254265,1.222310859709978,0.5166626856662333,97.27074975147843,0.5166626856662333|1.222310859709978|0.48709731288254265|97.27074975147843,False,16,,10645.450545465397,8.805514806322348,0,4.8520017177033914e-05,,0,0,7.532994747161865,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5104/query015.json,db680d67f21c05272cefafea8e0e189dbf8a833b63d4f9e6f293dfa0524a2bb2
test_gp_ei_scalarized_5104,gp_ei_scalarized,5104,19,gp_ei_scalarized,0.4999272204935551,2.0201057493686676,0.5006102891638875,66.68758305720985,0.5006102891638875|2.0201057493686676|0.4999272204935551|66.68758305720985,False,19,,11387.017992811143,8.787999015956448,0,5.847726719898638e-05,,0,0,8.86638879776001,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5104/query018.json,02f8cd2af6d666178139025b31e15fe1d515cf6128e9ea4bf8f7875aea4a3d99
test_gp_ei_scalarized_5105,gp_ei_scalarized,5105,6,gp_ei_scalarized,0.49725882261991505,1.28107400983572,0.5043891598470509,103.29263739287853,0.5043891598470509|1.28107400983572|0.49725882261991505|103.29263739287853,False,6,,11095.828992155399,8.680308635707512,0,0.0004316958876627863,,0,0,17.38838481903076,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5105/query005.json,6a3d638835e3ead712922a34ff5adabe9606632f59330c1ae5098d2e0d1c5b79
test_gp_ei_scalarized_5105,gp_ei_scalarized,5105,40,gp_ei_scalarized,0.4965402085334063,2.736521430313587,0.500816083047539,56.39183457009494,0.500816083047539|2.736521430313587|0.4965402085334063|56.39183457009494,False,40,,11312.196818734694,9.105862399077555,0,1.0825018494919902e-05,,0,0,12.983169078826904,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5105/query039.json,304b9516b742d4036a021454ce38c9a1dae25035da93873cbcab3a8673cddd72
test_qwen_base_5102,qwen_base,5102,33,llm_proposal,0.5,4.0,0.6,35,0.6|4|0.5|35,False,33,,9619.803488631118,9.400124565715595,0,5.067131242530998e-05,,1,0,3.6660776138305664,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_qwen_base_5102/query032.json,788b7f125b660fd0940e3370c7b7c03be4d0381421be6db5102a56c3a03a2f7b
test_qwen_base_5103,qwen_base,5103,35,llm_proposal,0.5,4.0,0.55,35,0.55|4|0.5|35,False,35,,10494.991077248651,9.40024167564032,0,7.409102753641594e-05,,1,0,4.35262393951416,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_qwen_base_5103/query034.json,3a241a05e0a4d916c5e8513c453e664f027504ed02ec07dabc6fa2f41fa2dfb0
test_qwen_base_5104,qwen_base,5104,37,llm_proposal,0.48,1.2,0.55,102,0.55|1.2|0.48|102,False,37,,9849.293852680357,8.928698840823733,0,0.00014074029356769824,,1,0,4.541118144989014,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_qwen_base_5104/query036.json,6d8a829e52ab18c91f1b3680daa8572998bdd0d5e92ce09d1bfb1d208f682bfe
test_uq_esopt_5101,uq_esopt,5101,46,llm_proposal,0.5,4.8,0.6,32,0.6|4.8|0.5|32,False,46,,9615.08939247551,9.700387163005304,0,6.96435639324644e-06,0.045460354536771774,1,0,29.91174840927124,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5101/query045.json,ffb5e5f44f7f823b14b567d10fd95533c017990a8cc06a1cef6e3bfd15c5c87f
test_uq_esopt_5102,uq_esopt,5102,11,llm_proposal,0.5,4.5,0.55,40,0.55|4.5|0.5|40,False,11,,10385.177147430722,9.693921163975808,0,1.112827299232233e-05,0.093343086540699,1,0,32.96373152732849,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query010.json,d868e2493ae1b855793e7350ce206cd203a656a6346efdc5944a71ef46e72eae
test_uq_esopt_5102,uq_esopt,5102,16,llm_proposal,0.47,1.3,0.6,105,0.6|1.3|0.47|105,False,16,,8747.153775498718,9.256896439171731,0,3.4252944525747786e-05,0.05486935004591942,1,0,30.314661741256714,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query015.json,cab80c09e5c5ff9e3d86faac6608d071f2764fb81f24cbc0b705fccdbae530f8
test_uq_esopt_5102,uq_esopt,5102,18,llm_proposal,0.47,1.2,0.55,100,0.55|1.2|0.47|100,False,18,,9644.223245625366,9.115142185833085,0,5.104919909548755e-05,0.08923712372779846,1,0,29.73593020439148,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query017.json,cd434d667dd4167da8c898a61335a4b004e58fc8e92d4c003e9d832f45838e7a
test_uq_esopt_5103,uq_esopt,5103,19,llm_proposal,0.5,4.9,0.55,32,0.55|4.9|0.5|32,False,19,,10501.983278613236,9.72477974584034,0,5.0333777603661645e-06,0.05407328903675079,1,0,31.769616842269897,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query018.json,ba4633e92b3b3b957e993d53f452b258a78c83384e304eb4ea9d0f2af1b84186
test_uq_esopt_5104,uq_esopt,5104,10,llm_proposal,0.5,4.9,0.55,32,0.55|4.9|0.5|32,False,10,,10501.983278613236,9.72477974584034,0,5.0333777603661645e-06,0.10067553073167801,1,0,33.82061409950256,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query009.json,a4ea27793b005c921c5173c4ca59a603a75ca6b3d73c112d1437c6b34aafaec1
