job_id,budget,task_id,method,seed,claimed_utc,committed_utc,init_request_utc,close_response_utc,claim_to_commit_seconds,post_close_acceptance_seconds,rollout_wall_seconds,initialization_wall_seconds,graph_seconds_included_in_rollout,candidate_oracle_attempts,initialization_oracle_attempts,surrogate_oracle_attempts,dft_episode_attempts,llm_calls,prompt_tokens,completion_tokens,rpc_attempts,tool_attempts,score_sentinels
all30-final-made-3b6d75c2fa78012d74822eb9,10,Ba-Nd-Ni-W,esopt_graph_risk,1,2026-09-17T15:01:40.101500+00:00,2026-09-17T15:45:04.188709+00:00,2026-09-17T15:01:40.430452+00:00,2026-09-17T15:44:13.568387+00:00,2604.0872089862823,50.620322465896606,2495.9482717905194,57.19578888267279,1135.174120415002,10,12,114,,54,112614,5022,68,34,8
all30-final-made-9577fc5b372192d5a57a0b66,10,Ca-Fe-Gd-Pb-Tb,baseline,1,2026-09-17T14:04:39.735808+00:00,2026-09-17T14:16:24.229451+00:00,2026-09-17T14:04:39.985488+00:00,2026-09-17T14:15:46.334365+00:00,704.4936430454254,37.89508533477783,583.1745210103691,83.1860554292798,0,10,23,145,,22,37839,3585,40,20,1
all30-final-made-ca4d392d588e45b39931f2c9,10,Ca-Fe-Gd-Pb-Tb,esopt_graph_risk,1,2026-09-17T15:45:07.460449+00:00,2026-09-17T16:10:08.030558+00:00,2026-09-17T15:45:07.744735+00:00,2026-09-17T16:09:07.897905+00:00,1500.5701084136963,60.132652759552,1368.3740310100839,71.79262823425233,552.4908062908798,10,23,,,58,96658,6424,52,26,
all30-final-made-f97b9ead831963615e7b4a32,10,Ca-Pd-Sn-W,baseline,1,2026-09-17T13:54:25.324415+00:00,2026-09-17T14:08:29.707337+00:00,2026-09-17T13:54:25.678192+00:00,2026-09-17T14:07:51.786510+00:00,844.3829221725464,37.92082715034485,734.4367989804596,71.66951197106391,0,10,26,190,,29,53845,4072,58,29,
all30-final-made-47b3183a8bb689fcbb041a8f,10,Ca-Pd-Sn-W,esopt_graph_risk,1,2026-09-17T15:08:43.733338+00:00,2026-09-17T15:34:26.130385+00:00,2026-09-17T15:08:44.016574+00:00,2026-09-17T15:33:26.100405+00:00,1542.397046804428,60.02997946739197,1405.741298077628,76.35539223533124,800.4706652266905,10,26,,,40,51795,4905,44,22,
all30-final-made-4f2170f84bd98c346e4d478e,10,Cd-Gd-Mn-Na-Ta,baseline,1,2026-09-17T14:08:33.798832+00:00,2026-09-17T14:19:23.367565+00:00,2026-09-17T14:08:34.091689+00:00,2026-09-17T14:18:42.260670+00:00,649.5687327384949,41.106894969940186,543.0504988636822,65.14472853112966,0,10,17,59,,24,32364,3544,46,23,
all30-final-made-77e8aed9df72d16d470b6252,10,Cd-Gd-Mn-Na-Ta,esopt_graph_risk,1,2026-09-17T15:34:30.295511+00:00,2026-09-17T16:07:19.487197+00:00,2026-09-17T15:34:30.599846+00:00,2026-09-17T16:06:25.792641+00:00,1969.1916861534119,53.69455599784851,1839.4061766555533,75.81387446075678,970.3852998306975,10,17,,,56,114245,5938,66,33,
all30-final-made-b9fe5a319d6c88bb44e6d609,10,Cd-Li-Nd-Ti-W,baseline,1,2026-09-17T13:34:47.404453+00:00,2026-09-17T13:44:45.177514+00:00,2026-09-17T13:34:47.654137+00:00,2026-09-17T13:44:05.966635+00:00,597.7730610370636,39.21087837219238,522.927369447425,35.40577673725784,0,10,21,173,,22,44198,2342,42,21,
all30-final-made-844717030b1249db9cea8c19,10,Cd-Li-Nd-Ti-W,esopt_graph_risk,1,2026-09-17T15:22:48.218379+00:00,2026-09-17T15:43:21.311037+00:00,2026-09-17T15:22:48.505938+00:00,2026-09-17T15:42:28.754328+00:00,1233.0926578044891,52.556708097457886,1145.4767110450193,34.8039691420272,395.5405328189954,10,21,,,60,100044,6304,50,25,
all30-final-made-b0b5169d793729c1ce52868e,10,Ce-Er-Pb-Rh,baseline,1,2026-09-17T13:44:48.830113+00:00,2026-09-17T13:51:59.487624+00:00,2026-09-17T13:44:49.102398+00:00,2026-09-17T13:51:23.967801+00:00,430.65751123428345,35.51982283592224,323.7442344520241,71.1477411845699,0,10,33,28,,21,41271,2806,42,21,
all30-final-made-ad9a8021ac5bcfa3cbf9354b,10,Ce-Er-Pb-Rh,esopt_graph_risk,1,2026-09-17T15:43:24.664673+00:00,2026-09-17T16:05:51.873857+00:00,2026-09-17T15:43:24.914775+00:00,2026-09-17T16:04:57.148487+00:00,1347.209184885025,54.72537040710449,1226.0612425208092,66.16852796636522,845.5115866707638,10,33,,,25,39308,2820,38,19,
all30-final-made-b02d850a98d7df9b443caae7,10,Ce-Ir-Pt-Sn,baseline,1,2026-09-17T14:19:25.427488+00:00,2026-09-17T14:36:36.559497+00:00,2026-09-17T14:19:25.698811+00:00,2026-09-17T14:35:55.517316+00:00,1031.1320090293884,41.042181730270386,770.2169849467464,219.61129353614524,0,10,45,192,,25,53076,3376,50,25,144
all30-final-made-9d0aa6b7ec047537b2499ee9,10,Ce-Ir-Pt-Sn,esopt_graph_risk,1,2026-09-17T16:16:17.551313+00:00,2026-09-17T16:50:04.056490+00:00,2026-09-17T16:16:17.800341+00:00,2026-09-17T16:49:01.111564+00:00,2026.5051770210266,62.944926023483276,1737.563141155988,225.7459183097817,1005.0454207230359,10,45,,,46,104175,4614,58,29,
all30-final-made-8f2f1a7d5d9c8003b8c178a8,10,Co-Dy-Ta-Y,baseline,1,2026-09-17T14:12:42.443743+00:00,2026-09-17T14:26:55.357967+00:00,2026-09-17T14:12:42.728104+00:00,2026-09-17T14:26:15.598715+00:00,852.9142246246338,39.75925254821777,688.8264078656211,124.06519907712936,0,10,32,206,,26,39051,3412,50,25,70
all30-final-made-9bfd0c2924e1c0658de0c66d,10,Co-Dy-Ta-Y,esopt_graph_risk,1,2026-09-17T15:53:30.158154+00:00,2026-09-17T16:19:51.157159+00:00,2026-09-17T15:53:30.432596+00:00,2026-09-17T16:18:58.219499+00:00,1580.9990050792694,52.93765997886658,1414.8379402947612,112.9482871638611,676.5838930779137,10,32,59,,41,58310,5141,40,20,12
extension-final-made-f909f98ebec6c4dab4535b82,10,Co-Dy-W,baseline,1,2026-09-17T10:41:50.093352+00:00,2026-09-17T11:13:09.362238+00:00,2026-09-17T10:41:50.429834+00:00,2026-09-17T11:00:39.131837+00:00,1879.268886089325,750.230400800705,1080.4845227072947,48.22303618071601,0,10,11,66,,27,58139,3275,54,27,17
extension-final-made-ee71cc7e8c4f6d365c622b99,10,Co-Dy-W,esopt_graph_risk,1,2026-09-17T10:28:47.091262+00:00,2026-09-17T11:06:02.903739+00:00,2026-09-17T10:28:47.398064+00:00,2026-09-17T10:53:35.823389+00:00,2235.8124775886536,747.0803499221802,1449.447651279159,38.99980193004012,1012.6800636798143,10,11,,,29,65733,3276,40,20,
all30-final-made-cb6bf8e9beffc5bb74ce0332,10,Co-Hf-In-Ru-Tm,baseline,1,2026-09-17T14:36:38.972167+00:00,2026-09-17T14:46:47.358618+00:00,2026-09-17T14:36:39.274853+00:00,2026-09-17T14:46:09.444492+00:00,608.3864510059357,37.9141263961792,444.0093708210625,126.18353044427931,0,10,42,40,,20,34350,2721,40,20,1
all30-final-made-d9145d771ec6fc6924d7a738,10,Co-Hg-Mg-Sr-W,baseline,1,2026-09-17T14:26:59.193447+00:00,2026-09-17T14:36:51.196474+00:00,2026-09-17T14:26:59.518949+00:00,2026-09-17T14:36:12.544533+00:00,592.0030269622803,38.65194082260132,409.2586764502339,143.7925685979426,0,10,78,20,,22,37370,3083,42,21,
all30-final-made-32f7c3901d238e4cf22c39b3,10,Co-Hg-Mg-Sr-W,esopt_graph_risk,1,2026-09-17T16:19:54.903279+00:00,2026-09-17T16:55:09.085456+00:00,2026-09-17T16:19:55.156008+00:00,2026-09-17T16:54:10.334210+00:00,2114.182177066803,58.751245975494385,1917.8551445621997,137.33115431386977,996.67248051567,10,78,89,,56,80835,6711,64,32,2
extension-final-made-6984f2ad558abdeabef13188,10,Co-Mg-Na,baseline,1,2026-09-17T11:13:12.220622+00:00,2026-09-17T11:39:45.933858+00:00,2026-09-17T11:13:12.566876+00:00,2026-09-17T11:26:58.420810+00:00,1593.7132353782654,767.5130476951599,785.4784273309633,40.39091668231413,0,10,13,79,,23,53140,3076,42,21,31
extension-final-made-1c68af5110c5af1dffea6c7d,10,Co-Mg-Na,esopt_graph_risk,1,2026-09-17T11:06:06.424078+00:00,2026-09-17T11:42:06.823644+00:00,2026-09-17T11:06:06.751565+00:00,2026-09-17T11:30:10.726225+00:00,2160.399566888809,716.097419500351,1408.2547592697665,35.73544534947723,801.8299032542855,10,13,,,45,82139,4638,56,28,
all30-final-made-7d6cba0dbc20d964713362bb,10,Co-Pd-Tl,baseline,1,2026-09-17T13:52:02.858022+00:00,2026-09-17T13:59:26.351777+00:00,2026-09-17T13:52:03.159093+00:00,2026-09-17T13:58:49.978352+00:00,443.4937551021576,36.373425245285034,371.05712505429983,35.7858039624989,0,10,12,10,,21,40057,2733,42,21,
all30-final-made-45444501a86d93fedab34138,10,Co-Pd-Tl,esopt_graph_risk,1,2026-09-17T16:05:55.630823+00:00,2026-09-17T16:36:19.755734+00:00,2026-09-17T16:05:55.888460+00:00,2026-09-17T16:35:23.647681+00:00,1824.1249105930328,56.108052492141724,1708.7622740194201,59.01646802574396,1099.1051101582125,10,12,,,41,51804,5077,50,25,
all30-final-made-fc32992f7efefd416e04c208,10,Cr-Fe-Lu-Pt-Sc,baseline,1,2026-09-17T14:16:28.086541+00:00,2026-09-17T14:24:29.285613+00:00,2026-09-17T14:16:28.380236+00:00,2026-09-17T14:23:48.165544+00:00,481.19907212257385,41.12006902694702,361.8720210129395,77.93231861572713,0,10,32,,,25,47647,2792,50,25,
all30-final-made-2f9df183906d1a04875a9fe2,10,Cr-Fe-Lu-Pt-Sc,esopt_graph_risk,1,2026-09-17T16:10:12.592949+00:00,2026-09-17T16:39:25.313395+00:00,2026-09-17T16:10:12.880734+00:00,2026-09-17T16:38:31.927452+00:00,1752.7204463481903,53.38594341278076,1616.4913326017559,82.566496825777,662.8720454266295,10,32,122,,51,80222,5329,52,26,
all30-final-made-1500a7c5b01112deaf43bfe9,10,Dy-K-Pd-Sm,baseline,1,2026-09-17T14:24:33.681096+00:00,2026-09-17T14:36:37.699605+00:00,2026-09-17T14:24:34.042780+00:00,2026-09-17T14:35:55.666031+00:00,724.0185098648071,42.03357410430908,624.1289087980986,57.5396679257974,0,10,17,196,,26,45452,4309,50,25,
all30-final-made-097dbe77e9aa0571f74bbc31,10,Eu-Nb-Sn-Tl,baseline,1,2026-09-17T14:19:27.825980+00:00,2026-09-17T14:29:55.484753+00:00,2026-09-17T14:19:28.145013+00:00,2026-09-17T14:29:16.800147+00:00,627.6587722301483,38.68460559844971,527.2336430698633,61.458123575896025,0,10,21,120,,19,34598,2454,38,19,26
all30-final-made-f5c545c2fcf285a7aedc552f,10,Eu-Nb-Sn-Tl,esopt_graph_risk,1,2026-09-17T16:07:23.375747+00:00,2026-09-17T16:35:48.117193+00:00,2026-09-17T16:07:23.697712+00:00,2026-09-17T16:34:51.428710+00:00,1704.7414453029633,56.6884822845459,1593.2102657333016,54.549054650589824,1084.4832210605964,10,21,,,32,63375,4002,46,23,
all30-final-made-8edd5f6703feaba4b1671ead,10,Ga-Ho-Lu,baseline,1,2026-09-17T14:46:50.046375+00:00,2026-09-17T14:56:07.381410+00:00,2026-09-17T14:46:50.327851+00:00,2026-09-17T14:55:26.694800+00:00,557.3350355625153,40.68661069869995,439.25834590476006,77.13339372212067,0,10,20,176,,23,48526,2885,46,23,208
all30-final-made-22cfaf1606682d9c38bc278d,10,Ga-Pt-Tm,baseline,1,2026-09-17T14:36:55.294673+00:00,2026-09-17T14:45:32.226836+00:00,2026-09-17T14:36:55.610049+00:00,2026-09-17T14:44:52.616925+00:00,516.9321637153625,39.60991191864014,377.4789710850455,99.53524354286492,0,10,29,39,,21,39290,3214,40,20,24
all30-final-made-29a6382ae615c1a04e459653,10,Hf-Ni-Zr,baseline,1,2026-09-17T14:36:42.239062+00:00,2026-09-17T14:48:47.603366+00:00,2026-09-17T14:36:42.588653+00:00,2026-09-17T14:48:09.078202+00:00,725.3643038272858,38.52516460418701,600.2725979667157,86.2426874153316,0,10,22,170,,27,42315,3743,52,26,179
all30-final-made-c62306db0d2beb6139233c35,10,Ho-In-Mg-Pd-Zr,baseline,1,2026-09-17T14:29:59.166636+00:00,2026-09-17T14:40:52.704572+00:00,2026-09-17T14:29:59.431016+00:00,2026-09-17T14:40:14.505336+00:00,653.5379364490509,38.199235677719116,385.216130213812,229.85841359570622,0,10,126,151,,20,37249,2442,40,20,36
all30-final-made-a0c7b559824ee92973b466f7,10,Mg-Sn-Sr,baseline,1,2026-09-17T14:40:56.223063+00:00,2026-09-17T14:54:12.639149+00:00,2026-09-17T14:40:56.499884+00:00,2026-09-17T14:53:35.863375+00:00,796.4160861968994,36.775774002075195,556.4628726262599,202.91153236106038,0,10,96,106,,28,60885,4214,52,26,181
budget-final-made-4f87ce88320a28f3fae38bb5,30,Al-Li-V,baseline,1,2026-09-17T15:29:24.218828+00:00,,2026-09-17T15:31:37.595498+00:00,2026-09-17T16:12:07.851036+00:00,,,2388.581607230939,41.694691323675215,0,30,16,316,,62,83614,8462,122,61,112
