arm,task_id,budget,seed,SUN_baseline,SUN_arm,SUN_delta,AUDC_baseline,AUDC_arm,AUDC_delta
uq_only_support_aware,Cr-Fe-Lu-Pt-Sc,10,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cr-Fe-Lu-Pt-Sc,10,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ho-In-Mg-Pd-Zr,10,2,1,5,4,0.17,0.45,0.28
uq_only_support_aware,Ho-In-Mg-Pd-Zr,10,3,1,1,0,0.07,0.09,0.01999999999999999
uq_only_support_aware,Ho-In-Mg-Pd-Zr,10,4,0,1,1,0.0,0.11,0.11
uq_only_support_aware,Al-Li-V,30,2,3,1,-2,0.11666666666666667,0.027777777777777776,-0.08888888888888889
uq_only_support_aware,Al-Li-V,30,3,7,5,-2,0.13666666666666666,0.07888888888888888,-0.057777777777777775
uq_only_support_aware,Al-Li-V,30,4,4,4,0,0.12666666666666668,0.15777777777777777,0.03111111111111109
uq_only_support_aware,Al-V-Zn,30,2,6,9,3,0.19555555555555557,0.38555555555555554,0.18999999999999997
uq_only_support_aware,Al-V-Zn,30,3,12,8,-4,0.43777777777777777,0.3466666666666667,-0.09111111111111109
uq_only_support_aware,Al-V-Zn,30,4,10,11,1,0.3333333333333333,0.45222222222222225,0.11888888888888893
uq_only_support_aware,Au-K-Tb,30,2,6,11,5,0.13555555555555557,0.32555555555555554,0.18999999999999997
uq_only_support_aware,Au-K-Tb,30,3,20,14,-6,0.6088888888888889,0.4,-0.2088888888888889
uq_only_support_aware,Au-K-Tb,30,4,4,8,4,0.10222222222222223,0.1622222222222222,0.059999999999999984
uq_only_support_aware,Co-Dy-W,30,2,1,1,0,0.0077777777777777776,0.06555555555555556,0.05777777777777778
uq_only_support_aware,Co-Dy-W,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Dy-W,30,4,0,1,1,0.0,0.06333333333333334,0.06333333333333334
uq_only_support_aware,Co-Mg-Na,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Mg-Na,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Mg-Na,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Pd-Tl,30,2,1,0,-1,0.027777777777777776,0.0,-0.027777777777777776
uq_only_support_aware,Co-Pd-Tl,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Pd-Tl,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ga-Ho-Lu,30,2,10,13,3,0.3622222222222222,0.43444444444444447,0.07222222222222224
uq_only_support_aware,Ga-Ho-Lu,30,3,9,16,7,0.24333333333333335,0.45111111111111113,0.20777777777777778
uq_only_support_aware,Ga-Ho-Lu,30,4,14,11,-3,0.45555555555555555,0.3811111111111111,-0.07444444444444442
uq_only_support_aware,Ga-Pt-Tm,30,2,16,17,1,0.5888888888888889,0.4766666666666667,-0.11222222222222222
uq_only_support_aware,Ga-Pt-Tm,30,3,12,9,-3,0.49333333333333335,0.31666666666666665,-0.1766666666666667
uq_only_support_aware,Ga-Pt-Tm,30,4,13,11,-2,0.32555555555555554,0.4255555555555556,0.10000000000000003
uq_only_support_aware,Hf-Ni-Zr,30,2,6,7,1,0.28,0.29444444444444445,0.014444444444444426
uq_only_support_aware,Hf-Ni-Zr,30,3,9,9,0,0.4077777777777778,0.3011111111111111,-0.10666666666666669
uq_only_support_aware,Hf-Ni-Zr,30,4,10,7,-3,0.38222222222222224,0.25222222222222224,-0.13
uq_only_support_aware,Mg-Sn-Sr,30,2,25,11,-14,0.8411111111111111,0.5544444444444444,-0.28666666666666674
uq_only_support_aware,Mg-Sn-Sr,30,3,23,9,-14,0.7144444444444444,0.3277777777777778,-0.38666666666666666
uq_only_support_aware,Mg-Sn-Sr,30,4,15,13,-2,0.6166666666666667,0.44555555555555554,-0.17111111111111116
uq_only_support_aware,Au-Cr-Cs-Dy,30,2,0,1,1,0.0,0.05444444444444444,0.05444444444444444
uq_only_support_aware,Au-Cr-Cs-Dy,30,3,0,1,1,0.0,0.052222222222222225,0.052222222222222225
uq_only_support_aware,Au-Cr-Cs-Dy,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Au-Tb-V-Y,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Au-Tb-V-Y,30,3,4,0,-4,0.09111111111111111,0.0,-0.09111111111111111
uq_only_support_aware,Au-Tb-V-Y,30,4,0,1,1,0.0,0.06111111111111111,0.06111111111111111
uq_only_support_aware,Ba-Be-Hf-Li,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ba-Be-Hf-Li,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ba-Be-Hf-Li,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ba-Nd-Ni-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ba-Nd-Ni-W,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ba-Nd-Ni-W,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ca-Pd-Sn-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ca-Pd-Sn-W,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ca-Pd-Sn-W,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ce-Er-Pb-Rh,30,2,10,5,-5,0.44222222222222224,0.23666666666666666,-0.20555555555555557
uq_only_support_aware,Ce-Er-Pb-Rh,30,3,5,8,3,0.2388888888888889,0.24888888888888888,0.009999999999999981
uq_only_support_aware,Ce-Er-Pb-Rh,30,4,3,11,8,0.09888888888888889,0.21,0.1111111111111111
uq_only_support_aware,Ce-Ir-Pt-Sn,30,2,4,4,0,0.11777777777777777,0.15555555555555556,0.037777777777777785
uq_only_support_aware,Ce-Ir-Pt-Sn,30,3,2,1,-1,0.08444444444444445,0.06333333333333334,-0.02111111111111111
uq_only_support_aware,Ce-Ir-Pt-Sn,30,4,6,5,-1,0.2222222222222222,0.2677777777777778,0.04555555555555557
uq_only_support_aware,Co-Dy-Ta-Y,30,2,0,1,1,0.0,0.043333333333333335,0.043333333333333335
uq_only_support_aware,Co-Dy-Ta-Y,30,3,0,1,1,0.0,0.027777777777777776,0.027777777777777776
uq_only_support_aware,Co-Dy-Ta-Y,30,4,1,1,0,0.0033333333333333335,0.01,0.006666666666666666
uq_only_support_aware,Dy-K-Pd-Sm,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Dy-K-Pd-Sm,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Dy-K-Pd-Sm,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Eu-Nb-Sn-Tl,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Eu-Nb-Sn-Tl,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Eu-Nb-Sn-Tl,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ag-Nd-Pd-Pt-Tb,30,2,5,12,7,0.15222222222222223,0.29555555555555557,0.14333333333333334
uq_only_support_aware,Ag-Nd-Pd-Pt-Tb,30,3,12,13,1,0.3977777777777778,0.4411111111111111,0.043333333333333335
uq_only_support_aware,Ag-Nd-Pd-Pt-Tb,30,4,17,14,-3,0.4855555555555556,0.4177777777777778,-0.06777777777777777
uq_only_support_aware,Al-Hg-K-Mg-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Al-Hg-K-Mg-W,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Al-Hg-K-Mg-W,30,4,1,1,0,0.04777777777777778,0.014444444444444444,-0.03333333333333334
uq_only_support_aware,Al-Lu-Pt-Rb-Sm,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Al-Lu-Pt-Rb-Sm,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Al-Lu-Pt-Rb-Sm,30,4,1,0,-1,0.05444444444444444,0.0,-0.05444444444444444
uq_only_support_aware,Ca-Fe-Gd-Pb-Tb,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ca-Fe-Gd-Pb-Tb,30,3,1,4,3,0.03,0.02,-0.009999999999999998
uq_only_support_aware,Ca-Fe-Gd-Pb-Tb,30,4,0,1,1,0.0,0.014444444444444444,0.014444444444444444
uq_only_support_aware,Cd-Gd-Mn-Na-Ta,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cd-Gd-Mn-Na-Ta,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cd-Gd-Mn-Na-Ta,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cd-Li-Nd-Ti-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cd-Li-Nd-Ti-W,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cd-Li-Nd-Ti-W,30,4,19,2,-17,0.6255555555555555,0.1288888888888889,-0.49666666666666665
uq_only_support_aware,Co-Hf-In-Ru-Tm,30,2,4,3,-1,0.2088888888888889,0.18555555555555556,-0.023333333333333345
uq_only_support_aware,Co-Hf-In-Ru-Tm,30,3,1,0,-1,0.06555555555555556,0.0,-0.06555555555555556
uq_only_support_aware,Co-Hf-In-Ru-Tm,30,4,3,7,4,0.15888888888888889,0.2788888888888889,0.12000000000000002
uq_only_support_aware,Co-Hg-Mg-Sr-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Hg-Mg-Sr-W,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Hg-Mg-Sr-W,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cr-Fe-Lu-Pt-Sc,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cr-Fe-Lu-Pt-Sc,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cr-Fe-Lu-Pt-Sc,30,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ho-In-Mg-Pd-Zr,30,2,3,2,-1,0.09222222222222222,0.07333333333333333,-0.018888888888888886
uq_only_support_aware,Ho-In-Mg-Pd-Zr,30,3,0,4,4,0.0,0.23555555555555555,0.23555555555555555
uq_only_support_aware,Ho-In-Mg-Pd-Zr,30,4,1,0,-1,0.016666666666666666,0.0,-0.016666666666666666
uq_only_support_aware,Al-Li-V,50,2,4,1,-3,0.116,0.0028,-0.11320000000000001
uq_only_support_aware,Al-Li-V,50,3,8,7,-1,0.1936,0.218,0.024400000000000005
uq_only_support_aware,Al-Li-V,50,4,15,7,-8,0.378,0.1332,-0.2448
uq_only_support_aware,Al-V-Zn,50,2,14,18,4,0.2664,0.3264,0.06
uq_only_support_aware,Al-V-Zn,50,3,11,18,7,0.2372,0.3464,0.10919999999999999
uq_only_support_aware,Al-V-Zn,50,4,6,12,6,0.1736,0.2248,0.051199999999999996
uq_only_support_aware,Au-K-Tb,50,2,9,3,-6,0.154,0.05,-0.104
uq_only_support_aware,Au-K-Tb,50,3,13,14,1,0.2892,0.308,0.018799999999999983
uq_only_support_aware,Au-K-Tb,50,4,16,3,-13,0.2304,0.05,-0.1804
uq_only_support_aware,Co-Dy-W,50,2,1,0,-1,0.0212,0.0,-0.0212
uq_only_support_aware,Co-Dy-W,50,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Dy-W,50,4,2,1,-1,0.06,0.0388,-0.021199999999999997
uq_only_support_aware,Co-Mg-Na,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Mg-Na,50,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Mg-Na,50,4,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Pd-Tl,50,2,1,0,-1,0.018,0.0,-0.018
uq_only_support_aware,Co-Pd-Tl,50,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ga-Ho-Lu,50,2,25,26,1,0.4932,0.4336,-0.05960000000000004
uq_only_support_aware,Ga-Pt-Tm,50,2,27,18,-9,0.5324,0.3544,-0.178
uq_only_support_aware,Hf-Ni-Zr,50,2,11,16,5,0.2668,0.396,0.12920000000000004
uq_only_support_aware,Mg-Sn-Sr,50,2,48,34,-14,0.968,0.5952,-0.3728
uq_only_support_aware,Au-Cr-Cs-Dy,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Au-Tb-V-Y,50,2,1,1,0,0.0356,0.038,0.0023999999999999994
uq_only_support_aware,Ba-Be-Hf-Li,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ba-Nd-Ni-W,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ca-Pd-Sn-W,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ce-Er-Pb-Rh,50,2,6,7,1,0.1072,0.106,-0.0012000000000000066
uq_only_support_aware,Ce-Ir-Pt-Sn,50,2,7,7,0,0.1444,0.1508,0.006399999999999989
uq_only_support_aware,Co-Dy-Ta-Y,50,2,2,9,7,0.0616,0.186,0.1244
uq_only_support_aware,Dy-K-Pd-Sm,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Eu-Nb-Sn-Tl,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ag-Nd-Pd-Pt-Tb,50,2,17,16,-1,0.2876,0.3424,0.05479999999999996
uq_only_support_aware,Al-Lu-Pt-Rb-Sm,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ca-Fe-Gd-Pb-Tb,50,2,0,7,7,0.0,0.0372,0.0372
uq_only_support_aware,Cd-Gd-Mn-Na-Ta,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cd-Li-Nd-Ti-W,50,2,0,1,1,0.0,0.0396,0.0396
uq_only_support_aware,Co-Hf-In-Ru-Tm,50,2,2,4,2,0.0784,0.148,0.0696
uq_only_support_aware,Co-Hg-Mg-Sr-W,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cr-Fe-Lu-Pt-Sc,50,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ho-In-Mg-Pd-Zr,50,2,1,3,2,0.0388,0.0908,0.052000000000000005
es_only_independent,Al-Li-V,10,2,0,1,1,0.0,0.15,0.15
es_only_independent,Al-Li-V,10,3,2,0,-2,0.08,0.0,-0.08
es_only_independent,Al-Li-V,10,4,1,0,-1,0.15,0.0,-0.15
es_only_independent,Al-V-Zn,10,2,4,4,0,0.5,0.46,-0.03999999999999998
es_only_independent,Al-V-Zn,10,3,5,5,0,0.69,0.63,-0.05999999999999994
es_only_independent,Al-V-Zn,10,4,6,3,-3,0.66,0.35,-0.31000000000000005
es_only_independent,Au-K-Tb,10,2,4,1,-3,0.26,0.19,-0.07
es_only_independent,Au-K-Tb,10,3,0,1,1,0.0,0.17,0.17
es_only_independent,Au-K-Tb,10,4,0,1,1,0.0,0.01,0.01
es_only_independent,Co-Dy-W,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Dy-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Dy-W,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Mg-Na,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Mg-Na,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Mg-Na,10,4,0,1,1,0.0,0.01,0.01
es_only_independent,Co-Pd-Tl,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Pd-Tl,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Pd-Tl,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ga-Ho-Lu,10,2,4,3,-1,0.32,0.51,0.19
es_only_independent,Ga-Ho-Lu,10,3,5,2,-3,0.33,0.36,0.02999999999999997
es_only_independent,Ga-Ho-Lu,10,4,5,4,-1,0.65,0.52,-0.13
es_only_independent,Ga-Pt-Tm,10,2,5,2,-3,0.57,0.32,-0.24999999999999994
es_only_independent,Ga-Pt-Tm,10,3,2,3,1,0.36,0.39,0.030000000000000027
es_only_independent,Ga-Pt-Tm,10,4,5,7,2,0.53,0.67,0.14
es_only_independent,Hf-Ni-Zr,10,2,6,3,-3,0.78,0.37,-0.41000000000000003
es_only_independent,Hf-Ni-Zr,10,3,8,3,-5,0.82,0.39,-0.42999999999999994
es_only_independent,Hf-Ni-Zr,10,4,4,4,0,0.64,0.52,-0.12
es_only_independent,Mg-Sn-Sr,10,2,6,4,-2,0.54,0.64,0.09999999999999998
es_only_independent,Mg-Sn-Sr,10,3,6,7,1,0.62,0.65,0.030000000000000027
es_only_independent,Mg-Sn-Sr,10,4,2,7,5,0.2,0.73,0.53
es_only_independent,Au-Cr-Cs-Dy,10,2,0,4,4,0.0,0.58,0.58
es_only_independent,Au-Cr-Cs-Dy,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Au-Cr-Cs-Dy,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Au-Tb-V-Y,10,2,1,1,0,0.11,0.15,0.039999999999999994
es_only_independent,Au-Tb-V-Y,10,3,2,0,-2,0.18,0.0,-0.18
es_only_independent,Au-Tb-V-Y,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Be-Hf-Li,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Be-Hf-Li,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Be-Hf-Li,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Nd-Ni-W,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Nd-Ni-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Nd-Ni-W,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Pd-Sn-W,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Pd-Sn-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Pd-Sn-W,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ce-Er-Pb-Rh,10,2,3,1,-2,0.29,0.19,-0.09999999999999998
es_only_independent,Ce-Er-Pb-Rh,10,3,1,1,0,0.19,0.19,0.0
es_only_independent,Ce-Er-Pb-Rh,10,4,4,1,-3,0.22,0.19,-0.03
es_only_independent,Ce-Ir-Pt-Sn,10,2,1,0,-1,0.07,0.0,-0.07
es_only_independent,Ce-Ir-Pt-Sn,10,3,1,0,-1,0.11,0.0,-0.11
es_only_independent,Ce-Ir-Pt-Sn,10,4,5,0,-5,0.55,0.0,-0.55
es_only_independent,Co-Dy-Ta-Y,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Dy-Ta-Y,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Dy-Ta-Y,10,4,2,1,-1,0.12,0.09,-0.03
es_only_independent,Dy-K-Pd-Sm,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Dy-K-Pd-Sm,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Dy-K-Pd-Sm,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Eu-Nb-Sn-Tl,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Eu-Nb-Sn-Tl,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Eu-Nb-Sn-Tl,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ag-Nd-Pd-Pt-Tb,10,2,1,2,1,0.19,0.22,0.03
es_only_independent,Ag-Nd-Pd-Pt-Tb,10,3,5,7,2,0.43,0.65,0.22000000000000003
es_only_independent,Ag-Nd-Pd-Pt-Tb,10,4,3,4,1,0.51,0.56,0.050000000000000044
