actual_horizon,data_origin,eligible,input_hash,known_return,mask_reason,positive_task_gain,replica,root_action,source_episode,target,token_prefix_hash,window_id,world_seed
8,original_independent_observed_continuation,True,c58bd3f6dd48a05651fb37353771ae87e70210f5464d14f6966d1069e10daa90,True,,True,B,"{""action"": ""PICKUP"", ""arg1"": 33276}",102,0.125,1e3a2f3cde6f6eff45e5f4270e7a0ed46db0d15952b7c7c9ed01361b17ef1fb2,dw-observed-return-v1-w0-p102-a011-B,0
8,original_independent_observed_continuation,True,b0eec766ade39f134a1ea8c637f21fc7f40f91d890c6bcace6204320405268d1,True,,False,A,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 4""}",102,0.0,f56b99dc2edf2027f24c17c16c467e9fb3cf2ac9b78a20e1c1e27b0a351672dc,dw-observed-return-v1-w0-p102-a018-A,0
8,original_independent_observed_continuation,True,43fc133e49a178517bc0ecb6acadfbd3b17b2a54030d94517b1e1cb060f57dbc,True,,True,B,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 10""}",102,0.125,337bde735f0c592375627534705ac83bc5e1577b83fe0ddc336312c707d00ecd,dw-observed-return-v1-w0-p102-a018-B,0
8,original_independent_observed_continuation,True,815848bb91a9352e5b0ab192eeecbf3ad4b73dab7350be9b2522984e00686f9f,True,,False,A,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",102,0.0,da4806298612e1fff7a4106228c50e73ac213ce61b1315e6997605c3de630899,dw-observed-return-v1-w0-p102-a035-A,0
8,original_independent_observed_continuation,True,209f2e76d06c772c8aabdcf50265d609d8ec1738c19438b0a142e0e8c9bcd84c,True,,False,B,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",102,0.0,f03c42c16dca2f2da8e8add0035ced45cce8c2e185ff7615b9aa9d45f55717fd,dw-observed-return-v1-w0-p102-a035-B,0
8,original_independent_observed_continuation,True,517a822fb890790775d0f68c45f90c2dad542fd2ded2ccb5fc1354644defb763,True,,True,A,"{""action"": ""USE"", ""arg1"": ""proteomics meter"", ""arg2"": ""animaplant""}",102,0.125,216bf91b6ab18b18de626bc54a80b24d3f37458db18b2e71855a4edafcf113c4,dw-observed-return-v1-w0-p102-a070-A,0
8,original_independent_observed_continuation,True,4e7800b0d9cc990408308539af3702b507af0e4eebd58aa3df57cb6b06d35f34,True,,False,B,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",102,0.0,88e9e0e1b354e99b4d681d72895591e87885ebf4d5cad7147a63afa7421ae668,dw-observed-return-v1-w0-p102-a070-B,0
8,original_independent_observed_continuation,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,,False,A,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}",103,0.0,1124edf0e78fe957e9fc510e34e597bfe8d0bb4f943a9bb0cfef85177ea4f9f6,dw-observed-return-v1-w0-p103-a000-A,0
8,original_independent_observed_continuation,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,,False,B,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",103,0.0,083622cab17dc94e59727eb58d72abbda197c075d3e7757a154c86e34adf42d4,dw-observed-return-v1-w0-p103-a000-B,0
8,original_independent_observed_continuation,True,6d4fd77d95a93546471fc9be3d826b90f4963d91fa177fc1f801fa186ec23035,True,,False,A,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,48c84bac21cef4b6b1e5d5024dc3a61bfa6b01e4fd0bf894b0af1007d106158c,dw-observed-return-v1-w0-p103-a005-A,0
8,original_independent_observed_continuation,True,6d4fd77d95a93546471fc9be3d826b90f4963d91fa177fc1f801fa186ec23035,True,,False,B,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,48c84bac21cef4b6b1e5d5024dc3a61bfa6b01e4fd0bf894b0af1007d106158c,dw-observed-return-v1-w0-p103-a005-B,0
8,original_independent_observed_continuation,True,c6ad798f5d079676e1b638307e6c10d68285ef1c5b099a90bbc8220e0fa63dcf,True,,False,A,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,82f66bfb3c1b0998b17a65f85700905d3d7fdb4b9b4ac1228c8246292d56b2d2,dw-observed-return-v1-w0-p103-a011-A,0
8,original_independent_observed_continuation,True,c6ad798f5d079676e1b638307e6c10d68285ef1c5b099a90bbc8220e0fa63dcf,True,,False,B,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,82f66bfb3c1b0998b17a65f85700905d3d7fdb4b9b4ac1228c8246292d56b2d2,dw-observed-return-v1-w0-p103-a011-B,0
8,original_independent_observed_continuation,True,c207c16b24b1537e444b94af9164c7510a8c864abef9568b236e30410f8034f0,True,,False,A,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,bd33da6587d5b9c4736c8ac3478172f901c8f78b8e8c771aa6d52bcbde937b2e,dw-observed-return-v1-w0-p103-a018-A,0
8,original_independent_observed_continuation,True,c207c16b24b1537e444b94af9164c7510a8c864abef9568b236e30410f8034f0,True,,False,B,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,bd33da6587d5b9c4736c8ac3478172f901c8f78b8e8c771aa6d52bcbde937b2e,dw-observed-return-v1-w0-p103-a018-B,0
8,original_independent_observed_continuation,True,142747a5ebf8eced46bda860eb4a8f92d9472430d1d2076a5749db3e3da8469d,True,,False,A,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,59c8413785091d8676558dd0a2938d247eff753b5ed6cb6a3d800d219b02eeaa,dw-observed-return-v1-w0-p103-a035-A,0
8,original_independent_observed_continuation,True,142747a5ebf8eced46bda860eb4a8f92d9472430d1d2076a5749db3e3da8469d,True,,False,B,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,59c8413785091d8676558dd0a2938d247eff753b5ed6cb6a3d800d219b02eeaa,dw-observed-return-v1-w0-p103-a035-B,0
8,original_independent_observed_continuation,True,0697424e4f7d01d7377c70d1921d3bde50500207850fd4ffa90e5077084deedd,True,,False,A,"{""action"": ""PICKUP"", ""arg1"": 33276}",103,0.0,6dd2ee48686de85a406de9e4d97d7fb49ffc31f1d180a7757e044a62ea9c063a,dw-observed-return-v1-w0-p103-a070-A,0
8,original_independent_observed_continuation,True,0697424e4f7d01d7377c70d1921d3bde50500207850fd4ffa90e5077084deedd,True,,False,B,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""west""}",103,0.0,902bc718a18450979108f75e63eb6bf2bb46c88c97e949eda33e4f652f6c37a5,dw-observed-return-v1-w0-p103-a070-B,0
8,new_native_B100_same_trajectory_subwindow,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": ""33276""}",104,0.0,bd76e9c647cc6a0fa85db91a96b42641dbbab44ac4adc2fbd519e5baf8d8728b,dw-native-nograph-return-v1-w0-p104-a001,0
8,new_native_B100_same_trajectory_subwindow,True,13ed06e46cacecc7136b3e9535003f70020f65376ffe313477a9762d78b89c8c,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",104,0.0,794affa35a89d6244efc7ebd2c68ca4863bc0d8fc4d8897a0f6f86b525992399,dw-native-nograph-return-v1-w0-p104-a006,0
8,new_native_B100_same_trajectory_subwindow,True,eb20aaa2e71f29d6ce4b33bffe3fff7127d2240495f2c4635519fce59b093c1d,True,[],False,,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",104,0.0,2bbd5e6f1237830e3d02963db568a5154d8c98ecb024449052d4c65693565c38,dw-native-nograph-return-v1-w0-p104-a012,0
8,new_native_B100_same_trajectory_subwindow,True,9a2a669fdb3773a96fd776c5414a9725c635a0e366ec321f3955382c16ca2e79,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",104,0.0,9ac6fe5441e63ab4ad2cbb7a1b771f618be3ef11f39300f8e5674ede9920c084,dw-native-nograph-return-v1-w0-p104-a019,0
8,new_native_B100_same_trajectory_subwindow,True,729df4d4ea897fedda8e11ee5c28580622fef6e9a0bec8607b6eb054ec9de4ab,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",104,0.0,faa0bea731ebcd6fd488a52847f96a1953fb88854aacd5907fbf63b64bc02cdb,dw-native-nograph-return-v1-w0-p104-a036,0
8,new_native_B100_same_trajectory_subwindow,True,ef52f5d94110f21213b28d550d1d64e3e721389ebd56da769dcfa7128cbd26da,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",104,0.0,5ce7719ef3ddf51b55bf3bd67d51c5d7e37497a4bf78f1d01efc74cccd7fc726,dw-native-nograph-return-v1-w0-p104-a071,0
8,new_native_B100_same_trajectory_subwindow,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,[],False,,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}",105,0.0,1124edf0e78fe957e9fc510e34e597bfe8d0bb4f943a9bb0cfef85177ea4f9f6,dw-native-nograph-return-v1-w0-p105-a001,0
8,new_native_B100_same_trajectory_subwindow,True,f1531379fe18b02a30171f659f64d017706df42b3ad0c9c1563309d0d876e7bd,True,[],False,,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 42983}",105,0.0,bb8d99c94267bd69d34533eaca64543182058016a7dc3d7fcf6d09f74b864eb6,dw-native-nograph-return-v1-w0-p105-a006,0
8,new_native_B100_same_trajectory_subwindow,True,187b4ef128b2df8a59c7bc196de20c6498db3b6c7d170ed57dc9fb965b7eef47,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",105,0.0,14286f32d971478ee38ec9bb26f82c45ebf121adfb162478d865985013b378db,dw-native-nograph-return-v1-w0-p105-a012,0
8,new_native_B100_same_trajectory_subwindow,True,7a9cb6dd9b34d010b71e927da308c16361c9d47dc6e7171d2ed4275bad3150cc,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",105,0.0,3deede2cd0d417645c19e1b17b281b25ec883614e0958fc97e111fbad3f94f6b,dw-native-nograph-return-v1-w0-p105-a019,0
8,new_native_B100_same_trajectory_subwindow,True,3db6828888bd3ff46713ca95df82a57ad1c9e8a7ec1adbf705087f39970fab6c,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",105,0.0,9535f862e4e3d5aee2508b8496881cd041f818fb755107a11ef623c56856e1c6,dw-native-nograph-return-v1-w0-p105-a036,0
8,new_native_B100_same_trajectory_subwindow,True,0697424e4f7d01d7377c70d1921d3bde50500207850fd4ffa90e5077084deedd,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",105,0.0,6dd2ee48686de85a406de9e4d97d7fb49ffc31f1d180a7757e044a62ea9c063a,dw-native-nograph-return-v1-w0-p105-a071,0
8,new_native_B100_same_trajectory_subwindow,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,[],False,,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",106,0.0,8e3001e32cb4f8251ba32cecca99ab8a4392c4bdd816cf7c6be38bb19ecee743,dw-native-nograph-return-v1-w0-p106-a001,0
8,new_native_B100_same_trajectory_subwindow,True,1f9d2c96ce72212585e6ccafab576d33622d92b9755d0f8d561f4b6c2cba15c2,True,[],True,,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""52922""}",106,0.125,25835d0dddc948860f0aefc59ff3c6be39284f35549102a55ce459943a974dfe,dw-native-nograph-return-v1-w0-p106-a006,0
8,new_native_B100_same_trajectory_subwindow,True,387c05821fd99b6cf816aa21f9d62d6f5a0f4120cb167a5b15209d4f812e0551,True,[],False,,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""52922""}",106,0.0,4c89358bfa90ede359ad44e73725f42dec37f01983211f655b9daff2ede34639,dw-native-nograph-return-v1-w0-p106-a012,0
8,new_native_B100_same_trajectory_subwindow,True,b47e1f51ef83cb27bd59c24e2f1f6be555f802909ac72c0e8ce6eb442a087e04,True,[],False,,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",106,0.0,e3bfd349d18b50db034461fe32401068772582593ba6d36d1ee011541ec0ae66,dw-native-nograph-return-v1-w0-p106-a019,0
8,new_native_B100_same_trajectory_subwindow,True,1e6631c930eeef24a0d4188ea3f7bf782ec89405c27d4a13fc330f13b6197839,True,[],False,,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 11""}",106,0.0,98ba6e7963100fd3d7f1c3f1df202e4529b627f5a16c6027a8751bccabf9b830,dw-native-nograph-return-v1-w0-p106-a036,0
8,new_native_B100_same_trajectory_subwindow,True,0a18f060be68a9410a60620909200f33e5f01013957558320616c8d79e5fa35f,True,[],True,,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""20342""}",106,0.125,06d2d840384f17eeb00a672b038bdb5eae4c1050d5e682685c7d9781cb20d7d4,dw-native-nograph-return-v1-w0-p106-a071,0
8,new_native_B100_same_trajectory_subwindow,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,[],True,,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",107,0.125,8e3001e32cb4f8251ba32cecca99ab8a4392c4bdd816cf7c6be38bb19ecee743,dw-native-nograph-return-v1-w0-p107-a001,0
8,new_native_B100_same_trajectory_subwindow,True,f311f67c524faf90d8e48361c36d75c0b170ec9fe3b1529a5d72ceb67e58f843,True,[],False,,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 52922}",107,0.0,cbbbcec035882d414c407c8c9190b67f0d9324f5b8fdcb387f87b04057221e2f,dw-native-nograph-return-v1-w0-p107-a006,0
8,new_native_B100_same_trajectory_subwindow,True,118df82e1161f84f7c5c082c22973477ec105e6a3d8f91fef51a88e7a993c008,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 52922}",107,0.0,04676dd7e113c859a1b53af72fc6980389d31362635d9b005e873139728a634d,dw-native-nograph-return-v1-w0-p107-a012,0
8,new_native_B100_same_trajectory_subwindow,True,9c34320316d33ddfa635e196055cdf0bca2d50871010df462dc26ec5cc57c4f4,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 52922}",107,0.0,1c2a83c06e62965357903a57306be979fb42e3e6e78981733a45cb9a6bda3b12,dw-native-nograph-return-v1-w0-p107-a019,0
8,new_native_B100_same_trajectory_subwindow,True,254392779e0b26833d023e1356eeeb11aa11faf92d95a892a292d0f0668d7f7e,True,[],True,,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 5059}",107,0.125,3393e3df48d2cfb116bcc5f547ee5cdfa158d9ec74c8a0ce6c27f4b329c92667,dw-native-nograph-return-v1-w0-p107-a036,0
8,new_native_B100_same_trajectory_subwindow,True,187b9d8acc8ed31046a25aa3a5abfae3e8e4588eac3dda9f6d3f9d9354df240e,True,[],False,,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",107,0.0,0345820948de4d36a37a506b8ade23d8d0750824a0032747378b426e36427bac,dw-native-nograph-return-v1-w0-p107-a071,0
8,new_native_B100_same_trajectory_subwindow,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,[],False,,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""64555""}",108,0.0,78a137a56bc1326354653761b8e173b5adba5c39bfd0147eebdccbbbb56272d4,dw-native-nograph-return-v1-w0-p108-a001,0
8,new_native_B100_same_trajectory_subwindow,True,3f35033fa8598fcb6afc3619512c3d90a4de0bc25d1da5772c614c36ff617a73,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": ""64555""}",108,0.0,9c2ed3d8612d2cf62d56b989ced20b21f58461fa123a12948d6abb37615c8b4f,dw-native-nograph-return-v1-w0-p108-a006,0
8,new_native_B100_same_trajectory_subwindow,True,13536f0d13b3ee437101eb568cdd572047871c666b1cc0edf4fbd784d6007555,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 50811}",108,0.0,f1ef9fa8993d4022730fedf2a7ffe93390abad5416c9a2fa25a5768c9ab3ff17,dw-native-nograph-return-v1-w0-p108-a012,0
8,new_native_B100_same_trajectory_subwindow,True,15cfdef18c79db95356c5861727bef2befb11549325190727288ba8967201c72,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 50811}",108,0.0,e32cd501ddba9f0d29bdb2bc552f2cbc7b9d7b52977034da09f8f4e7b4c37b91,dw-native-nograph-return-v1-w0-p108-a019,0
8,new_native_B100_same_trajectory_subwindow,True,d316df4dd43ccfc34c35a9fa4508c806d7ab2614cc08050adb0b75aeb1ef844f,True,[],True,,"{""action"": ""PICKUP"", ""arg1"": 33276}",108,0.125,3dc944723da061be00f0bc191fe617cedf03b667120a03186af42f2c44534750,dw-native-nograph-return-v1-w0-p108-a036,0
8,new_native_B100_same_trajectory_subwindow,True,3a5317251375ed0a223c243dc64382353d6ff6917a0899503e8ceb68a3bad050,True,[],False,,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",108,0.0,251b90d4bd4f5cc880d3103a72fd3bfa90f22e9bca859ac504af964b868d50f8,dw-native-nograph-return-v1-w0-p108-a071,0
8,new_native_B100_same_trajectory_subwindow,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,[],True,,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",109,0.125,8e3001e32cb4f8251ba32cecca99ab8a4392c4bdd816cf7c6be38bb19ecee743,dw-native-nograph-return-v1-w0-p109-a001,0
8,new_native_B100_same_trajectory_subwindow,True,465dbb99b4350ea565f0289a8eab6153f2a0d9052b4de4a9d2af5b77f4a3a292,True,[],False,,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 52922}",109,0.0,3b389c56bda40c17376e28e8ec19a705a570f282268a4fa92badd6385fe9d2c4,dw-native-nograph-return-v1-w0-p109-a006,0
8,new_native_B100_same_trajectory_subwindow,True,7b00742ff4f8148321c951a4c42cd2b945260df4f0f8c4590c8de6647a260074,True,[],False,,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 52922}",109,0.0,4bae275091fc1e19ceeb985e50c7c5dd62fcc74a81cee26a9b94efdadf6e70a5,dw-native-nograph-return-v1-w0-p109-a012,0
8,new_native_B100_same_trajectory_subwindow,True,f89f3330be8d1463daf631763f1fa54a65b5874ad978f8f078326f3cb2b9a55e,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 52922}",109,0.0,0c02728e0af1a464326af806adfa61412e3e008f3bbdf5b97a6375b1c2c1ae3a,dw-native-nograph-return-v1-w0-p109-a019,0
8,new_native_B100_same_trajectory_subwindow,True,8d5b3f23cfb29cbfb38004ed07706c848440b5608a4d6761dcaef4c4b5ac2844,True,[],True,,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",109,0.125,efc99f11fc430a9a86c8fc627ee30d8413ace177ae143db3b2f92472dbe6edcb,dw-native-nograph-return-v1-w0-p109-a036,0
8,new_native_B100_same_trajectory_subwindow,True,c44a24741be132321ab0dec7012741fc882e28d5994a99967ef41edab249bce8,True,[],True,,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",109,0.125,05aae5b737fd7630c48a5ba11011795ebac2c01ffb4f976c514972ea7432f62d,dw-native-nograph-return-v1-w0-p109-a071,0
8,new_native_B100_same_trajectory_subwindow,True,898a3fb1852940dbb9e4b32c3d5011adee451c60dc8aa989cc36572862e82f30,True,[],False,,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",110,0.0,083622cab17dc94e59727eb58d72abbda197c075d3e7757a154c86e34adf42d4,dw-native-nograph-return-v1-w0-p110-a001,0
8,new_native_B100_same_trajectory_subwindow,True,a69b12c09f9d89814db2afc86e44ee42e4182dcf2111f5cc18ba2bfdcfd792b9,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",110,0.0,e56e865a4e6862d6c41e2694685980ed5992c64d5ab7145f730521d780fd1ba3,dw-native-nograph-return-v1-w0-p110-a006,0
8,new_native_B100_same_trajectory_subwindow,True,87cc757d35a4f30527299dbe2d0eb4769e0f65c39bf6996ef8c1f2133fe083e1,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",110,0.0,e2efba4af1e60d34776fc066adcdee7431aeb58746c3c14ade7f29bcf2768b7b,dw-native-nograph-return-v1-w0-p110-a012,0
8,new_native_B100_same_trajectory_subwindow,True,7a9cb6dd9b34d010b71e927da308c16361c9d47dc6e7171d2ed4275bad3150cc,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",110,0.0,3deede2cd0d417645c19e1b17b281b25ec883614e0958fc97e111fbad3f94f6b,dw-native-nograph-return-v1-w0-p110-a019,0
8,new_native_B100_same_trajectory_subwindow,True,b72d0472714ac9a4bee7399f4f67ec4322314298c7cc97b9c4f3318451cfbfd2,True,[],False,,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""west""}",110,0.0,fb4923f0d5ff2a24bd2c396e1009c6b1e5c044d858515c23920173a9309fbb49,dw-native-nograph-return-v1-w0-p110-a036,0
8,new_native_B100_same_trajectory_subwindow,True,1cbc458b8bf377eeefc7a2275e98956f7fed3fc1a3eea47bc1d51d3ab50920b4,True,[],False,,"{""action"": ""PICKUP"", ""arg1"": 33276}",110,0.0,c8bf460ec438cd9eb909b3e758ce0312db70c31fee6e1cf25f8e454fd24410fe,dw-native-nograph-return-v1-w0-p110-a071,0
