arm,decision_id,source_line,generation_success,tool,disposition,graph_status,scalar_risk,typed_generation_invalid,observed_generation_invalid,trigger,trigger_source,request_retry,schema_issues,original_schema_replay,repaired_schema_replay,selected_index
original_controller,d0000075-c0,87,True,select_for_evaluation,executed,succeeded,0.5009996294975281,5.1013544701883366e-135,0,,,False,,,,0
original_controller,d0000076-c0,88,True,select_for_evaluation,executed,succeeded,0.5009599328041077,5.197670271003348e-132,0,,,False,,,,0
schema_repaired_controller,d0000000-c0,1,True,generate_structures,executed,succeeded,0.4991152584552765,6.247363996784457e-234,0,,,False,,explicit_compositions_required,,0
schema_repaired_controller,d0000001-c0,2,True,select_for_evaluation,executed,succeeded,0.5009326338768005,1.6026416067290843e-151,0,,,False,,,,0
schema_repaired_controller,d0000002-c0,3,True,score_buffer,executed,succeeded,0.5008495450019836,2.793881677504737e-156,0,,,False,,,,0
schema_repaired_controller,d0000003-c0,4,True,select_for_evaluation,executed,succeeded,0.5010268092155457,2.706415922944251e-163,0,,,False,,,,0
schema_repaired_controller,d0000004-c0,5,True,select_for_evaluation,executed,succeeded,0.5009002685546875,1.6080330124725435e-151,0,,,False,,,,0
schema_repaired_controller,d0000005-c0,6,True,select_for_evaluation,executed,succeeded,0.500834584236145,5.091681281619213e-141,0,,,False,,,,0
schema_repaired_controller,d0000006-c0,7,True,generate_structures,executed,succeeded,0.5006986856460571,8.094749827351525e-144,0,,,False,,,,0
schema_repaired_controller,d0000007-c0,8,True,select_for_evaluation,executed,succeeded,0.5008652806282043,5.154709775680988e-155,0,,,False,,,,0
schema_repaired_controller,d0000008-c0,9,True,generate_structures,executed,succeeded,0.5008114576339722,1.5120782958436792e-133,0,,,False,,,,0
schema_repaired_controller,d0000009-c0,10,True,select_for_evaluation,rejected_not_executed,succeeded,0.49990323185920715,2.4971668213624587e-68,0,generation_invalid,local_schema_validation,True,composition_required,composition_required,composition_required,1
schema_repaired_controller,d0000009-c1,11,True,query_structures,executed,succeeded,0.49973300099372864,6.009759050561198e-65,0,,,False,,,,1
schema_repaired_controller,d0000010-c0,12,True,select_for_evaluation,executed,succeeded,0.499811589717865,2.465173213881698e-91,0,,,False,,,,0
schema_repaired_controller,d0000011-c0,13,True,generate_structures,executed,succeeded,0.49976468086242676,1.3064758736450138e-145,0,,,False,,,,0
schema_repaired_controller,d0000012-c0,14,False,,rejected_not_executed,unavailable,1.0,1.0,1,generation_invalid,local_schema_validation,True,expected_allowed_tool_and_arguments_object,expected_allowed_tool_and_arguments_object,expected_allowed_tool_and_arguments_object,1
schema_repaired_controller,d0000012-c1,15,True,query_structures,executed,succeeded,0.4997040033340454,1.4997602228340274e-69,0,,,False,,,,1
schema_repaired_controller,d0000013-c0,16,True,select_for_evaluation,executed,succeeded,0.4998021423816681,2.6080494805370075e-86,0,,,False,,,,0
schema_repaired_controller,d0000014-c0,17,True,select_for_evaluation,executed,succeeded,0.49974584579467773,1.8902614903123722e-130,0,,,False,,,,0
schema_repaired_controller,d0000015-c0,18,False,,rejected_not_executed,unavailable,1.0,1.0,1,generation_invalid,local_schema_validation,True,expected_allowed_tool_and_arguments_object,expected_allowed_tool_and_arguments_object,expected_allowed_tool_and_arguments_object,1
schema_repaired_controller,d0000015-c1,19,True,query_structures,executed,succeeded,0.4997132420539856,1.853306577300869e-117,0,,,False,,,,1
schema_repaired_controller,d0000016-c0,20,True,select_for_evaluation,executed,succeeded,0.49989208579063416,3.594721369271775e-95,0,,,False,,,,0
schema_repaired_controller,d0000017-c0,21,True,select_for_evaluation,executed,succeeded,0.4998781383037567,4.749914911081309e-120,0,,,False,,,,0
schema_repaired_controller,d0000018-c0,22,True,select_for_evaluation,executed,succeeded,0.49974191188812256,6.383856025406596e-109,0,,,False,,,,0
schema_repaired_controller,d0000019-c0,23,True,generate_structures,executed,succeeded,0.49956831336021423,1.2832824497370675e-123,0,,,False,,,,0
schema_repaired_controller,d0000020-c0,24,True,select_for_evaluation,executed,succeeded,0.5006897449493408,4.9472203888437176e-138,0,,,False,,,,0
schema_repaired_controller,d0000021-c0,25,True,select_for_evaluation,rejected_not_executed,unavailable,0.500788152217865,1.0,0,generation_invalid,predicted_failure_type,True,,,,1
schema_repaired_controller,d0000021-c1,26,True,query_structures,executed,succeeded,0.49972715973854065,1.8824435688618507e-118,0,,,False,,,,1
schema_repaired_controller,d0000022-c0,27,True,select_for_evaluation,executed,succeeded,0.4999145269393921,5.952197444415485e-75,0,,,False,,,,0
schema_repaired_controller,d0000023-c0,28,True,select_for_evaluation,executed,succeeded,0.4998834431171417,2.021368177544453e-118,0,,,False,,,,0
schema_repaired_controller,d0000024-c0,29,True,select_for_evaluation,executed,succeeded,0.4998493194580078,2.6581328583595762e-73,0,,,False,,,,0
schema_repaired_controller,d0000025-c0,30,True,select_for_evaluation,executed,succeeded,0.49991875886917114,5.6111990208781715e-80,0,,,False,,,,0
schema_repaired_controller,d0000026-c0,31,True,select_for_evaluation,executed,succeeded,0.5007852911949158,6.750004091465941e-132,0,,,False,,,,0
schema_repaired_controller,d0000027-c0,32,True,select_for_evaluation,executed,succeeded,0.5007998943328857,9.376511292267005e-139,0,,,False,,,,0
schema_repaired_controller,d0000028-c0,33,True,select_for_evaluation,executed,succeeded,0.5006876587867737,3.374776974916854e-127,0,,,False,,,,0
schema_repaired_controller,d0000029-c0,34,True,select_for_evaluation,executed,succeeded,0.5006445050239563,5.670977036748105e-124,0,,,False,,,,0
schema_repaired_controller,d0000030-c0,35,True,select_for_evaluation,executed,succeeded,0.5007333159446716,1.0102989933103138e-129,0,,,False,,,,0
schema_repaired_controller,d0000031-c0,36,True,select_for_evaluation,executed,succeeded,0.5009551048278809,5.129102748600648e-137,0,,,False,,,,0
schema_repaired_controller,d0000032-c0,37,True,generate_structures,executed,succeeded,0.5007122755050659,4.563764090188333e-133,0,,,False,,,,0
schema_repaired_controller,d0000033-c0,38,True,select_for_evaluation,executed,succeeded,0.5008434057235718,1.0095870619813303e-145,0,,,False,,,,0
schema_repaired_controller,d0000034-c0,39,True,select_for_evaluation,executed,succeeded,0.5009424686431885,9.65293806455541e-150,0,,,False,,,,0
schema_repaired_controller,d0000035-c0,40,True,select_for_evaluation,executed,succeeded,0.5007545948028564,1.0110668619663486e-130,0,,,False,,,,0
schema_repaired_controller,d0000036-c0,41,True,select_for_evaluation,executed,succeeded,0.49984705448150635,8.074002091711563e-108,0,,,False,,,,0
schema_repaired_controller,d0000037-c0,42,True,select_for_evaluation,executed,succeeded,0.5007661581039429,1.0454510541095541e-133,0,,,False,,,,0
schema_repaired_controller,d0000038-c0,43,True,select_for_evaluation,executed,succeeded,0.5007739067077637,4.752469713348043e-140,0,,,False,,,,0
schema_repaired_controller,d0000039-c0,44,True,select_for_evaluation,executed,succeeded,0.5006982088088989,2.5313829878278914e-124,0,,,False,,,,0
schema_repaired_controller,d0000040-c0,45,True,select_for_evaluation,executed,succeeded,0.5006546974182129,2.8862072425049176e-122,0,,,False,,,,0
schema_repaired_controller,d0000041-c0,46,True,select_for_evaluation,executed,succeeded,0.5007319450378418,1.4461636409975973e-133,0,,,False,,,,0
schema_repaired_controller,d0000042-c0,47,True,select_for_evaluation,executed,succeeded,0.5007525086402893,3.717386042378053e-127,0,,,False,,,,0
schema_repaired_controller,d0000043-c0,48,True,select_for_evaluation,executed,succeeded,0.5004971623420715,6.749730317943207e-118,0,,,False,,,,0
schema_repaired_controller,d0000044-c0,49,True,select_for_evaluation,executed,succeeded,0.5006676912307739,4.926534692320862e-100,0,,,False,,,,0
schema_repaired_controller,d0000045-c0,50,True,select_for_evaluation,executed,succeeded,0.5005391836166382,1.0274577170406104e-101,0,,,False,,,,0
schema_repaired_controller,d0000046-c0,51,True,select_for_evaluation,executed,succeeded,0.5004294514656067,3.563062988981018e-88,0,,,False,,,,0
schema_repaired_controller,d0000047-c0,52,True,generate_structures,executed,succeeded,0.5003188848495483,1.8498691679621234e-77,0,,,False,,,,0
schema_repaired_controller,d0000048-c0,53,True,generate_structures,executed,succeeded,0.500493049621582,4.60408672911992e-105,0,,,False,,,,0
schema_repaired_controller,d0000049-c0,54,True,select_for_evaluation,executed,succeeded,0.500822901725769,8.506975070379393e-127,0,,,False,,,,0
schema_repaired_controller,d0000050-c0,55,True,generate_structures,executed,succeeded,0.4995136857032776,2.3127862148841763e-135,0,,,False,,,,0
schema_repaired_controller,d0000051-c0,56,True,select_for_evaluation,executed,succeeded,0.49982160329818726,5.055905700172712e-68,0,,,False,,,,0
schema_repaired_controller,d0000052-c0,57,True,generate_structures,executed,succeeded,0.5007244348526001,6.76547099433712e-137,0,,,False,,,,0
schema_repaired_controller,d0000053-c0,58,True,generate_structures,executed,succeeded,0.5006643533706665,1.803830492427313e-126,0,,,False,,,,0
schema_repaired_controller,d0000054-c0,59,True,select_for_evaluation,executed,succeeded,0.4998297095298767,7.434510233566462e-75,0,,,False,,,,0
schema_repaired_controller,d0000055-c0,60,True,select_for_evaluation,executed,succeeded,0.5007299780845642,2.3148829873985308e-123,0,,,False,,,,0
schema_repaired_controller,d0000056-c0,61,True,generate_structures,executed,succeeded,0.5007423758506775,1.2395442060139893e-134,0,,,False,,,,0
schema_repaired_controller,d0000057-c0,62,True,generate_structures,executed,succeeded,0.5006912350654602,5.437767307294772e-146,0,,,False,,,,0
schema_repaired_controller,d0000058-c0,63,True,select_for_evaluation,executed,succeeded,0.5009079575538635,2.4556954858062628e-135,0,,,False,,,,0
schema_repaired_controller,d0000059-c0,64,True,select_for_evaluation,executed,succeeded,0.49989375472068787,5.0004766118237166e-93,0,,,False,,,,0
schema_repaired_controller,d0000060-c0,65,True,select_for_evaluation,executed,succeeded,0.49980005621910095,7.457222240324573e-106,0,,,False,,,,0
schema_repaired_controller,d0000061-c0,66,True,select_for_evaluation,executed,succeeded,0.5008308291435242,1.791547365419223e-129,0,,,False,,,,0
schema_repaired_controller,d0000062-c0,67,True,generate_structures,executed,succeeded,0.5004302859306335,8.168279851812533e-113,0,,,False,,,,0
schema_repaired_controller,d0000063-c0,68,True,select_for_evaluation,executed,succeeded,0.5008683204650879,6.584562489785581e-142,0,,,False,,,,0
schema_repaired_controller,d0000064-c0,69,True,select_for_evaluation,executed,succeeded,0.5007476806640625,5.928740470731879e-137,0,,,False,,,,0
schema_repaired_controller,d0000065-c0,70,True,select_for_evaluation,executed,succeeded,0.5005074143409729,7.615952189431643e-117,0,,,False,,,,0
schema_repaired_controller,d0000066-c0,71,True,select_for_evaluation,executed,succeeded,0.500511646270752,4.1127535514029246e-112,0,,,False,,,,0
schema_repaired_controller,d0000067-c0,72,True,select_for_evaluation,executed,succeeded,0.5003649592399597,1.3966521853114266e-86,0,,,False,,,,0
schema_repaired_controller,d0000068-c0,73,True,select_for_evaluation,executed,succeeded,0.5003535747528076,8.800599983691092e-80,0,,,False,,,,0
schema_repaired_controller,d0000069-c0,74,True,select_for_evaluation,executed,succeeded,0.5004163980484009,3.6592975540793405e-78,0,,,False,,,,0
schema_repaired_controller,d0000070-c0,75,True,select_for_evaluation,executed,succeeded,0.5004194378852844,1.4208662838346681e-90,0,,,False,,,,0
schema_repaired_controller,d0000071-c0,76,True,select_for_evaluation,executed,succeeded,0.500264048576355,1.0935636121489811e-85,0,,,False,,,,0
schema_repaired_controller,d0000072-c0,77,True,select_for_evaluation,executed,succeeded,0.5003450512886047,1.566226833228035e-89,0,,,False,,,,0
schema_repaired_controller,d0000073-c0,78,True,select_for_evaluation,executed,succeeded,0.5003147721290588,4.72389038722995e-87,0,,,False,,,,0
schema_repaired_controller,d0000074-c0,79,True,select_for_evaluation,executed,succeeded,0.5002954006195068,6.853343431151672e-86,0,,,False,,,,0
schema_repaired_controller,d0000075-c0,80,True,select_for_evaluation,executed,unavailable,0.5004172921180725,1.0,0,generation_invalid,predicted_failure_type,True,,,,0
schema_repaired_controller,d0000075-c1,81,True,query_structures,rejected_not_executed,unavailable,0.5002801418304443,1.0,0,generation_invalid,predicted_failure_type,True,,,,0
schema_repaired_controller,d0000076-c0,82,True,select_for_evaluation,executed,succeeded,0.5003911256790161,8.642896792250808e-77,0,,,False,,,,0
schema_repaired_controller,d0000077-c0,83,True,select_for_evaluation,executed,succeeded,0.5004437565803528,3.586514936024007e-77,0,,,False,,,,0
schema_repaired_controller,d0000078-c0,84,True,select_for_evaluation,executed,succeeded,0.5003136992454529,2.2268900560825846e-79,0,,,False,,,,0
