job_id,method,task_id,seed,attempt,ten_step_band,rpc_id,candidate_hash,reduced_formula,composition_arity,task_arity,uses_all_task_elements,stable,novel,stable_new,SUN_before,SUN_after,SUN_delta,reclassified_loss,candidate_hash_repeated_in_episode,official_energy_eV_per_atom,official_e_above_hull,LP_e_above_hull,LP_abs_error,signed_energy_minus_initial_hull_eV_per_atom,local_hull_lowering_eV_per_atom
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,6,1,32,9e697b7f97d8eaa90a6403242d3d5773088299b63549eba78d262ae3575b5948,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,True,0,2,2,0,0,False,-5.3691286359514505,0.21756274359566952,0.21756274359566863,8.881784197001252e-16,0.21756274359566863,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,7,1,36,3afbf5c64061c914a186f4167c1ab2e0d43a66f9b8cfab17ae462af0c6ff9c2a,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,True,0,2,2,0,0,False,-5.368473597935268,0.2182177816118518,0.2182177816118509,8.881784197001252e-16,0.2182177816118509,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,8,1,38,2e344ff656c76c82d499e509d61bd3ec6a8240da28a13aad266d84a613b4b45b,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,False,0,2,2,0,0,False,-5.368490491594587,0.21820088795253323,0.21820088795253234,8.881784197001252e-16,0.21820088795253234,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,9,1,40,32f27bcd7bf1c705169b7cacbd5cd7f80127c23f6f9d003fc10a8feb32309c61,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,True,0,2,2,0,0,False,-5.333929334368024,0.25276204517909573,0.25276204517909484,8.881784197001252e-16,0.25276204517909484,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,10,1,42,51b8ebd5791af510aed96ccf282cce680516bc187b577c6c30bd8037eb786693,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,True,0,2,2,0,0,False,-5.36970465523856,0.21698672430856014,0.21698672430855925,8.881784197001252e-16,0.21698672430855925,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,11,2,44,57ea4bb03b6e353e5660e0e70b52015a162b554a12b03d0d83bf2cb579b1a88c,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,False,0,2,2,0,0,False,-5.368472508021763,0.21821887152535702,0.21821887152535613,8.881784197001252e-16,0.21821887152535613,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,12,2,46,76fb26666ba96dec001d54551808548b62001ef93fe50d88147427e56f2702e3,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,False,0,2,2,0,0,False,-5.368323189871652,0.21836818967546812,0.21836818967546723,8.881784197001252e-16,0.21836818967546723,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,13,2,48,5888ae9e4f4ce11aeceeca99003efc80cbb411c1bd8fd47a2535338cc5b7b2c8,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,False,0,2,2,0,0,False,-5.368491581508091,0.2181997980390289,0.218199798039028,8.881784197001252e-16,0.218199798039028,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,14,2,52,f6dc80d57d82a85c38d3c4d99b271a70dcbe0180f6367008a4e910b3235c8cb0,Ag1 Nd1 Pd3 Pt1 Tb2,5,5,True,True,True,1,2,3,1,0,False,-5.556362628936768,0.08409990072250473,0.08409990072250384,8.881784197001252e-16,0.08409990072250384,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,15,2,54,3444df902a423ad5f61d60836dfc512ad94d251f34b816d5f2a1228d4a7cc113,Ag1 Nd1 Pd3 Pt1 Tb2,5,5,True,True,True,1,3,4,1,0,False,-5.560934543609619,0.07952798604965317,0.07952798604965228,8.881784197001252e-16,0.07952798604965228,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,16,2,56,b4fb1c000ca5d2364f44b5e0f5118765edc6fc7e928e2d7b74ba177629cc0c92,Ag1 Nd1 Pd3 Pt1 Tb2,5,5,True,True,False,0,4,4,0,0,False,-5.556333065032959,0.08412946462631332,0.08412946462631243,8.881784197001252e-16,0.08412946462631243,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,17,2,78,70de592be0f877adeeffe8a808aa760ae6fc68cfe7d07fd2793a929b6e9ad833,Ag1 Nd2 Pd2 Pt1 Tb2,5,5,True,True,True,1,4,5,1,0,False,-5.474390029907227,0.05712389945983887,0.05712389945983887,0.0,0.05712389945983887,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,18,2,94,2fb1ee744c55aa21e0f5a4597073b611223cb0046bc7a0fd5d4abe34195a6522,Ag1 Nd1 Pd3 Pt1 Tb2,5,5,True,True,False,0,5,5,0,0,False,-5.556297302246094,0.08416522741317856,0.08416522741317767,8.881784197001252e-16,0.08416522741317767,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,19,2,98,3c3a0e723072396791fcad03aa499706e3c1d8f417d8a40d52472763261c67b9,Ag1 Nd1 Pd3 Pt1 Tb2,5,5,True,True,False,0,5,5,0,0,False,-5.556313991546631,0.08414853811264145,0.08414853811264056,8.881784197001252e-16,0.08414853811264056,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,20,2,108,c45e74f8d5b9deba2891d83450f6433ac75912b59f3be5a30c2fc61f489a28d2,Ag1 Nd1 Pd3 Pt1 Tb2,5,5,True,True,False,0,5,5,0,0,False,-5.556281566619873,0.08418096303939926,0.08418096303939837,8.881784197001252e-16,0.08418096303939837,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,21,3,112,57ba278babc770eeb9eba83812ece7bb1ca74914024533f19f3c0f453124379b,Ag1 Nd1 Pd2 Pt1 Tb2,5,5,True,False,True,0,5,5,0,0,False,-5.485083988734654,0.10160739081246284,0.1016073908124655,2.6645352591003757e-15,0.1016073908124655,0
