condition,parameter_stratum,job_id,policy_state_id,attempt,proposal,executed,official_failure,adapter_rejection,parsed_success,common_supported,support_reason,graph_error,risk_Internal,risk_NoGraph,risk_GraphOnly,None_Internal,None_NoGraph,None_GraphOnly
G0_UQ,G0,dw-seeded-full-weight-followup-v1-test-G0_UQ-w4-p336-b30,c476b78cf00f37070e9ec9ba5fdceb04ec290adf6d7f40567a4bb129d9af3170,28,0,True,0,False,True,True,supported,,0.01625194028019905,0.05983879417181015,0.004638251848518848,0,0,0
G0_UQ,G0,dw-seeded-full-weight-followup-v1-test-G0_UQ-w4-p336-b30,c476b78cf00f37070e9ec9ba5fdceb04ec290adf6d7f40567a4bb129d9af3170,29,0,True,0,False,True,True,supported,,0.024132084101438522,0.08628333359956741,0.008032644167542458,0,0,0
G0_UQ,G0,dw-seeded-full-weight-followup-v1-test-G0_UQ-w4-p336-b30,c476b78cf00f37070e9ec9ba5fdceb04ec290adf6d7f40567a4bb129d9af3170,30,0,True,0,False,True,True,supported,,0.014213337562978268,0.05579233542084694,0.005096180830150843,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,1,0,True,0,False,True,True,supported,,0.036287564784288406,0.0788118988275528,0.08290174603462219,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,2,0,True,1,False,True,True,supported,,0.014451098628342152,0.007275657262653112,0.49908995628356934,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,3,0,True,1,False,True,True,supported,,0.05317004397511482,0.18414269387722015,0.10461655259132385,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,4,0,True,0,False,True,True,supported,,0.05969037860631943,0.5188267230987549,0.04177536070346832,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,5,0,True,0,False,True,True,supported,,0.0066201044246554375,0.08568944036960602,0.022238362580537796,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,6,0,True,0,False,True,True,supported,,0.004935352597385645,0.17430345714092255,0.0012983523774892092,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,7,0,True,1,False,True,True,supported,,0.035301994532346725,0.02720438688993454,0.4011096656322479,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,8,0,True,0,False,True,True,supported,,0.012396136298775673,0.24130387604236603,0.009957371279597282,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,9,0,True,0,False,True,True,supported,,0.007572363130748272,0.07987423986196518,0.010749554261565208,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,10,0,True,0,False,True,True,supported,,0.00809874664992094,0.062166351824998856,0.012032192200422287,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,11,0,True,0,False,True,True,supported,,0.004233259242027998,0.028385797515511513,0.00879304576665163,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,12,0,True,0,False,True,True,supported,,0.003301025601103902,0.03791151940822601,0.00130251154769212,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,13,0,True,0,False,True,True,supported,,0.013822085224092007,0.020988574251532555,0.037206463515758514,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,14,0,True,0,False,True,True,supported,,0.006844347808510065,0.011810744181275368,0.02758009545505047,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,15,0,True,0,False,True,True,supported,,0.05827515572309494,0.023820947855710983,0.4983413517475128,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,16,0,True,1,False,True,True,supported,,0.3421745002269745,0.07332960516214371,0.8832603693008423,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,17,0,False,,False,True,True,supported,,0.9561479091644287,0.8466082215309143,0.9778593182563782,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,17,1,True,1,False,True,True,supported,,0.9052096605300903,0.8403478860855103,0.960640549659729,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,18,0,False,,False,True,True,supported,,0.8940648436546326,0.7172501683235168,0.9821513891220093,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,18,1,True,1,False,True,True,supported,,0.5119924545288086,0.5438167452812195,0.8200114965438843,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,19,0,False,,False,True,True,supported,,0.906284749507904,0.7888091206550598,0.9774282574653625,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,19,1,True,1,False,True,True,supported,,0.8627446889877319,0.640400230884552,0.9820258021354675,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,20,0,False,,False,True,True,supported,,0.9331443905830383,0.8653932213783264,0.9835535287857056,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,20,1,True,1,False,True,True,supported,,0.9204657077789307,0.8177247643470764,0.9799594879150391,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,21,0,False,,False,True,True,supported,,0.9779030680656433,0.8758558034896851,0.9983252882957458,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,21,1,True,1,False,True,True,supported,,0.8742263317108154,0.8431270122528076,0.9357582926750183,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,22,0,False,,False,True,True,supported,,0.9496335387229919,0.8786579370498657,0.9930881857872009,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,22,1,True,1,False,True,True,supported,,0.9388121962547302,0.8834667801856995,0.9813677668571472,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,23,0,False,,False,True,True,supported,,0.9504608511924744,0.8662930130958557,0.9882540702819824,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,23,1,True,1,False,True,True,supported,,0.8852329254150391,0.891884982585907,0.9224255681037903,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,24,0,False,,False,True,True,supported,,0.9683570861816406,0.8795706629753113,0.9835582375526428,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,24,1,True,1,False,True,True,supported,,0.8230232000350952,0.841995358467102,0.8062198758125305,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,25,0,False,,False,True,True,supported,,0.8897206783294678,0.7735597491264343,0.9714396595954895,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,25,1,True,1,False,True,True,supported,,0.38111230731010437,0.41149166226387024,0.6558623909950256,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,26,0,False,,False,True,True,supported,,0.9386258125305176,0.8601572513580322,0.9697191715240479,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,26,1,True,1,False,True,True,supported,,0.8962147831916809,0.7500782608985901,0.9442086219787598,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,27,0,True,1,False,True,True,supported,,0.8008913993835449,0.7422303557395935,0.8243091106414795,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,27,1,False,,False,True,True,supported,,0.9056618809700012,0.5426927208900452,0.9776630401611328,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,28,0,False,,False,True,True,supported,,0.8997994661331177,0.8140278458595276,0.9363720417022705,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,28,1,True,0,False,True,True,supported,,0.5164542198181152,0.6504339575767517,0.6568587422370911,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,29,0,False,,False,True,True,supported,,0.9402053356170654,0.5428690910339355,0.9929162263870239,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,29,1,True,0,False,True,True,supported,,0.030306322500109673,0.1608107089996338,0.08497603982686996,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,30,0,False,,False,True,True,supported,,0.9375564455986023,0.7558456063270569,0.9983630776405334,0,0,0
Full,selected_G1,dw-seeded-full-weight-followup-v1-test-Full-w4-p336-b30,28601447b010c5d5bf5f5946e5ccc256fd462dc8de9b82616ed4fa8ffc82be38,30,1,True,1,False,True,True,supported,,0.7354714870452881,0.46112260222435,0.9642592668533325,0,0,0
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,1,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,2,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,3,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,4,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,5,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,6,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,7,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,8,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,9,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,10,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,11,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,12,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,13,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,14,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,15,0,True,0,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,16,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,17,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,18,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,19,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,20,0,True,1,False,True,False,graph_not_recorded,,,,,,,
