arm,task_id,budget,seed,SUN_baseline,SUN_arm,SUN_delta,AUDC_baseline,AUDC_arm,AUDC_delta
uq_only_support_aware,Al-V-Zn,30,3,12,8,-4,0.43777777777777777,0.3466666666666667,-0.09111111111111109
uq_only_support_aware,Au-K-Tb,30,2,6,11,5,0.13555555555555557,0.32555555555555554,0.18999999999999997
uq_only_support_aware,Au-K-Tb,30,3,20,14,-6,0.6088888888888889,0.4,-0.2088888888888889
uq_only_support_aware,Co-Dy-W,30,2,1,1,0,0.0077777777777777776,0.06555555555555556,0.05777777777777778
uq_only_support_aware,Co-Dy-W,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Mg-Na,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Mg-Na,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Pd-Tl,30,3,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ga-Ho-Lu,30,3,9,16,7,0.24333333333333335,0.45111111111111113,0.20777777777777778
uq_only_support_aware,Ga-Pt-Tm,30,3,12,9,-3,0.49333333333333335,0.31666666666666665,-0.1766666666666667
uq_only_support_aware,Hf-Ni-Zr,30,3,9,9,0,0.4077777777777778,0.3011111111111111,-0.10666666666666669
uq_only_support_aware,Mg-Sn-Sr,30,2,25,11,-14,0.8411111111111111,0.5544444444444444,-0.28666666666666674
uq_only_support_aware,Mg-Sn-Sr,30,3,23,9,-14,0.7144444444444444,0.3277777777777778,-0.38666666666666666
uq_only_support_aware,Au-Cr-Cs-Dy,30,2,0,1,1,0.0,0.05444444444444444,0.05444444444444444
uq_only_support_aware,Au-Cr-Cs-Dy,30,3,0,1,1,0.0,0.052222222222222225,0.052222222222222225
uq_only_support_aware,Au-Tb-V-Y,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Au-Tb-V-Y,30,3,4,0,-4,0.09111111111111111,0.0,-0.09111111111111111
uq_only_support_aware,Ba-Be-Hf-Li,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ba-Nd-Ni-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ca-Pd-Sn-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ce-Er-Pb-Rh,30,2,10,5,-5,0.44222222222222224,0.23666666666666666,-0.20555555555555557
uq_only_support_aware,Ce-Ir-Pt-Sn,30,2,4,4,0,0.11777777777777777,0.15555555555555556,0.037777777777777785
uq_only_support_aware,Co-Dy-Ta-Y,30,2,0,1,1,0.0,0.043333333333333335,0.043333333333333335
uq_only_support_aware,Dy-K-Pd-Sm,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Eu-Nb-Sn-Tl,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ag-Nd-Pd-Pt-Tb,30,2,5,12,7,0.15222222222222223,0.29555555555555557,0.14333333333333334
uq_only_support_aware,Al-Hg-K-Mg-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Al-Lu-Pt-Rb-Sm,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ca-Fe-Gd-Pb-Tb,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cd-Gd-Mn-Na-Ta,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cd-Li-Nd-Ti-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Co-Hf-In-Ru-Tm,30,2,4,3,-1,0.2088888888888889,0.18555555555555556,-0.023333333333333345
uq_only_support_aware,Co-Hg-Mg-Sr-W,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Cr-Fe-Lu-Pt-Sc,30,2,0,0,0,0.0,0.0,0.0
uq_only_support_aware,Ho-In-Mg-Pd-Zr,30,2,3,2,-1,0.09222222222222222,0.07333333333333333,-0.018888888888888886
uq_only_support_aware,Al-Li-V,50,2,4,1,-3,0.116,0.0028,-0.11320000000000001
uq_only_support_aware,Al-Li-V,50,3,8,7,-1,0.1936,0.218,0.024400000000000005
uq_only_support_aware,Al-V-Zn,50,2,14,18,4,0.2664,0.3264,0.06
uq_only_support_aware,Al-V-Zn,50,3,11,18,7,0.2372,0.3464,0.10919999999999999
uq_only_support_aware,Au-K-Tb,50,3,13,14,1,0.2892,0.308,0.018799999999999983
uq_only_support_aware,Co-Dy-W,50,3,0,0,0,0.0,0.0,0.0
es_only_independent,Al-Li-V,10,2,0,1,1,0.0,0.15,0.15
es_only_independent,Al-Li-V,10,3,2,0,-2,0.08,0.0,-0.08
es_only_independent,Al-Li-V,10,4,1,0,-1,0.15,0.0,-0.15
es_only_independent,Al-V-Zn,10,2,4,4,0,0.5,0.46,-0.03999999999999998
es_only_independent,Al-V-Zn,10,3,5,5,0,0.69,0.63,-0.05999999999999994
es_only_independent,Al-V-Zn,10,4,6,3,-3,0.66,0.35,-0.31000000000000005
es_only_independent,Au-K-Tb,10,2,4,1,-3,0.26,0.19,-0.07
es_only_independent,Au-K-Tb,10,3,0,1,1,0.0,0.17,0.17
es_only_independent,Au-K-Tb,10,4,0,1,1,0.0,0.01,0.01
es_only_independent,Co-Dy-W,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Dy-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Dy-W,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Mg-Na,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Mg-Na,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Mg-Na,10,4,0,1,1,0.0,0.01,0.01
es_only_independent,Co-Pd-Tl,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Pd-Tl,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Pd-Tl,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ga-Ho-Lu,10,2,4,3,-1,0.32,0.51,0.19
es_only_independent,Ga-Ho-Lu,10,3,5,2,-3,0.33,0.36,0.02999999999999997
es_only_independent,Ga-Ho-Lu,10,4,5,4,-1,0.65,0.52,-0.13
es_only_independent,Ga-Pt-Tm,10,2,5,2,-3,0.57,0.32,-0.24999999999999994
es_only_independent,Ga-Pt-Tm,10,3,2,3,1,0.36,0.39,0.030000000000000027
es_only_independent,Ga-Pt-Tm,10,4,5,7,2,0.53,0.67,0.14
es_only_independent,Hf-Ni-Zr,10,2,6,3,-3,0.78,0.37,-0.41000000000000003
es_only_independent,Hf-Ni-Zr,10,3,8,3,-5,0.82,0.39,-0.42999999999999994
es_only_independent,Hf-Ni-Zr,10,4,4,4,0,0.64,0.52,-0.12
es_only_independent,Mg-Sn-Sr,10,2,6,4,-2,0.54,0.64,0.09999999999999998
es_only_independent,Mg-Sn-Sr,10,3,6,7,1,0.62,0.65,0.030000000000000027
es_only_independent,Mg-Sn-Sr,10,4,2,7,5,0.2,0.73,0.53
es_only_independent,Au-Cr-Cs-Dy,10,2,0,4,4,0.0,0.58,0.58
es_only_independent,Au-Cr-Cs-Dy,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Au-Cr-Cs-Dy,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Au-Tb-V-Y,10,2,1,1,0,0.11,0.15,0.039999999999999994
es_only_independent,Au-Tb-V-Y,10,3,2,0,-2,0.18,0.0,-0.18
es_only_independent,Au-Tb-V-Y,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Be-Hf-Li,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Be-Hf-Li,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Be-Hf-Li,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Nd-Ni-W,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Nd-Ni-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Ba-Nd-Ni-W,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Pd-Sn-W,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Pd-Sn-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Pd-Sn-W,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ce-Er-Pb-Rh,10,2,3,1,-2,0.29,0.19,-0.09999999999999998
es_only_independent,Ce-Er-Pb-Rh,10,3,1,1,0,0.19,0.19,0.0
es_only_independent,Ce-Er-Pb-Rh,10,4,4,1,-3,0.22,0.19,-0.03
es_only_independent,Ce-Ir-Pt-Sn,10,2,1,0,-1,0.07,0.0,-0.07
es_only_independent,Ce-Ir-Pt-Sn,10,3,1,0,-1,0.11,0.0,-0.11
es_only_independent,Ce-Ir-Pt-Sn,10,4,5,0,-5,0.55,0.0,-0.55
es_only_independent,Co-Dy-Ta-Y,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Dy-Ta-Y,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Dy-Ta-Y,10,4,2,1,-1,0.12,0.09,-0.03
es_only_independent,Dy-K-Pd-Sm,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Dy-K-Pd-Sm,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Dy-K-Pd-Sm,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Eu-Nb-Sn-Tl,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Eu-Nb-Sn-Tl,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Eu-Nb-Sn-Tl,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ag-Nd-Pd-Pt-Tb,10,2,1,2,1,0.19,0.22,0.03
es_only_independent,Ag-Nd-Pd-Pt-Tb,10,3,5,7,2,0.43,0.65,0.22000000000000003
es_only_independent,Ag-Nd-Pd-Pt-Tb,10,4,3,4,1,0.51,0.56,0.050000000000000044
es_only_independent,Al-Hg-K-Mg-W,10,2,7,0,-7,0.77,0.0,-0.77
es_only_independent,Al-Hg-K-Mg-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Al-Hg-K-Mg-W,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Al-Lu-Pt-Rb-Sm,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Al-Lu-Pt-Rb-Sm,10,3,3,0,-3,0.23,0.0,-0.23
es_only_independent,Al-Lu-Pt-Rb-Sm,10,4,1,0,-1,0.07,0.0,-0.07
es_only_independent,Ca-Fe-Gd-Pb-Tb,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Fe-Gd-Pb-Tb,10,3,0,1,1,0.0,0.05,0.05
es_only_independent,Ca-Fe-Gd-Pb-Tb,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Cd-Gd-Mn-Na-Ta,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Cd-Gd-Mn-Na-Ta,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Cd-Gd-Mn-Na-Ta,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Cd-Li-Nd-Ti-W,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Cd-Li-Nd-Ti-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Cd-Li-Nd-Ti-W,10,4,7,0,-7,0.73,0.0,-0.73
es_only_independent,Co-Hf-In-Ru-Tm,10,2,2,2,0,0.34,0.08,-0.26
es_only_independent,Co-Hf-In-Ru-Tm,10,3,1,0,-1,0.17,0.0,-0.17
es_only_independent,Co-Hf-In-Ru-Tm,10,4,3,1,-2,0.35,0.05,-0.3
es_only_independent,Co-Hg-Mg-Sr-W,10,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Hg-Mg-Sr-W,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Hg-Mg-Sr-W,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Cr-Fe-Lu-Pt-Sc,10,2,4,0,-4,0.34,0.0,-0.34
es_only_independent,Cr-Fe-Lu-Pt-Sc,10,3,0,0,0,0.0,0.0,0.0
es_only_independent,Cr-Fe-Lu-Pt-Sc,10,4,0,0,0,0.0,0.0,0.0
es_only_independent,Ho-In-Mg-Pd-Zr,10,2,1,0,-1,0.17,0.0,-0.17
es_only_independent,Ho-In-Mg-Pd-Zr,10,3,1,0,-1,0.07,0.0,-0.07
es_only_independent,Ho-In-Mg-Pd-Zr,10,4,0,1,1,0.0,0.01,0.01
es_only_independent,Al-Li-V,30,2,3,5,2,0.11666666666666667,0.14777777777777779,0.031111111111111117
es_only_independent,Al-Li-V,30,3,7,4,-3,0.13666666666666666,0.1111111111111111,-0.025555555555555554
es_only_independent,Al-V-Zn,30,2,6,4,-2,0.19555555555555557,0.15333333333333332,-0.042222222222222244
es_only_independent,Al-V-Zn,30,3,12,6,-6,0.43777777777777777,0.29333333333333333,-0.14444444444444443
es_only_independent,Au-K-Tb,30,2,6,2,-4,0.13555555555555557,0.06888888888888889,-0.06666666666666668
es_only_independent,Au-K-Tb,30,3,20,14,-6,0.6088888888888889,0.44666666666666666,-0.16222222222222227
es_only_independent,Co-Dy-W,30,2,1,0,-1,0.0077777777777777776,0.0,-0.0077777777777777776
es_only_independent,Co-Dy-W,30,3,0,1,1,0.0,0.058888888888888886,0.058888888888888886
es_only_independent,Co-Mg-Na,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Mg-Na,30,3,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Pd-Tl,30,3,0,0,0,0.0,0.0,0.0
es_only_independent,Ga-Ho-Lu,30,3,9,7,-2,0.24333333333333335,0.2477777777777778,0.004444444444444445
es_only_independent,Ga-Pt-Tm,30,3,12,16,4,0.49333333333333335,0.5333333333333333,0.03999999999999998
es_only_independent,Hf-Ni-Zr,30,3,9,6,-3,0.4077777777777778,0.26222222222222225,-0.14555555555555555
es_only_independent,Mg-Sn-Sr,30,3,23,21,-2,0.7144444444444444,0.7655555555555555,0.05111111111111111
es_only_independent,Au-Cr-Cs-Dy,30,3,0,0,0,0.0,0.0,0.0
es_only_independent,Au-Tb-V-Y,30,3,4,0,-4,0.09111111111111111,0.0,-0.09111111111111111
es_only_independent,Ba-Nd-Ni-W,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Pd-Sn-W,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ce-Er-Pb-Rh,30,2,10,4,-6,0.44222222222222224,0.14888888888888888,-0.29333333333333333
es_only_independent,Ce-Ir-Pt-Sn,30,2,4,0,-4,0.11777777777777777,0.0,-0.11777777777777777
es_only_independent,Co-Dy-Ta-Y,30,2,0,3,3,0.0,0.06777777777777778,0.06777777777777778
es_only_independent,Dy-K-Pd-Sm,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Eu-Nb-Sn-Tl,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ag-Nd-Pd-Pt-Tb,30,2,5,1,-4,0.15222222222222223,0.06555555555555556,-0.08666666666666667
es_only_independent,Al-Hg-K-Mg-W,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Al-Lu-Pt-Rb-Sm,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ca-Fe-Gd-Pb-Tb,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Cd-Gd-Mn-Na-Ta,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Cd-Li-Nd-Ti-W,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Co-Hf-In-Ru-Tm,30,2,4,1,-3,0.2088888888888889,0.05444444444444444,-0.15444444444444447
es_only_independent,Co-Hg-Mg-Sr-W,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Cr-Fe-Lu-Pt-Sc,30,2,0,0,0,0.0,0.0,0.0
es_only_independent,Ho-In-Mg-Pd-Zr,30,2,3,1,-2,0.09222222222222222,0.058888888888888886,-0.03333333333333333
es_only_independent,Al-Li-V,50,2,4,3,-1,0.116,0.0756,-0.040400000000000005
es_only_independent,Al-Li-V,50,3,8,9,1,0.1936,0.1868,-0.0068000000000000005
es_only_independent,Al-Li-V,50,4,15,12,-3,0.378,0.2312,-0.1468
es_only_independent,Al-V-Zn,50,2,14,15,1,0.2664,0.3092,0.04279999999999995
es_only_independent,Al-V-Zn,50,3,11,15,4,0.2372,0.3404,0.10319999999999999
es_only_independent,Al-V-Zn,50,4,6,8,2,0.1736,0.1888,0.015199999999999991
full_support_aware,Al-Li-V,10,2,0,0,0,0.0,0.0,0.0
full_support_aware,Al-Li-V,10,3,2,0,-2,0.08,0.0,-0.08
full_support_aware,Al-Li-V,10,4,1,2,1,0.15,0.28,0.13000000000000003
full_support_aware,Al-V-Zn,10,2,4,4,0,0.5,0.42,-0.08000000000000002
full_support_aware,Al-V-Zn,10,3,5,3,-2,0.69,0.47,-0.21999999999999997
full_support_aware,Al-V-Zn,10,4,6,4,-2,0.66,0.34,-0.32
full_support_aware,Au-K-Tb,10,2,4,0,-4,0.26,0.0,-0.26
full_support_aware,Au-K-Tb,10,3,0,3,3,0.0,0.37,0.37
full_support_aware,Au-K-Tb,10,4,0,1,1,0.0,0.07,0.07
full_support_aware,Co-Dy-W,10,2,0,0,0,0.0,0.0,0.0
full_support_aware,Co-Dy-W,10,3,0,1,1,0.0,0.13,0.13
full_support_aware,Co-Dy-W,10,4,0,0,0,0.0,0.0,0.0
full_support_aware,Co-Mg-Na,10,2,0,2,2,0.0,0.08,0.08
full_support_aware,Co-Mg-Na,10,3,0,0,0,0.0,0.0,0.0
full_support_aware,Co-Mg-Na,10,4,0,0,0,0.0,0.0,0.0
full_support_aware,Co-Pd-Tl,10,2,0,0,0,0.0,0.0,0.0
full_support_aware,Co-Pd-Tl,10,3,0,0,0,0.0,0.0,0.0
full_support_aware,Co-Pd-Tl,10,4,0,0,0,0.0,0.0,0.0
full_support_aware,Ga-Ho-Lu,10,2,4,3,-1,0.32,0.45,0.13
full_support_aware,Ga-Ho-Lu,10,3,5,2,-3,0.33,0.34,0.010000000000000009
full_support_aware,Ga-Ho-Lu,10,4,5,3,-2,0.65,0.49,-0.16000000000000003
full_support_aware,Ga-Pt-Tm,10,2,5,5,0,0.57,0.51,-0.05999999999999994
full_support_aware,Ga-Pt-Tm,10,3,2,5,3,0.36,0.59,0.22999999999999998
full_support_aware,Ga-Pt-Tm,10,4,5,3,-2,0.53,0.33,-0.2
full_support_aware,Hf-Ni-Zr,10,2,6,6,0,0.78,0.66,-0.12
full_support_aware,Hf-Ni-Zr,10,3,8,4,-4,0.82,0.6,-0.21999999999999997
full_support_aware,Hf-Ni-Zr,10,4,4,5,1,0.64,0.53,-0.10999999999999999
full_support_aware,Mg-Sn-Sr,10,2,6,4,-2,0.54,0.64,0.09999999999999998
full_support_aware,Mg-Sn-Sr,10,3,6,8,2,0.62,0.88,0.26
full_support_aware,Mg-Sn-Sr,10,4,2,3,1,0.2,0.09,-0.11000000000000001
full_support_aware,Au-Cr-Cs-Dy,10,2,0,0,0,0.0,0.0,0.0
full_support_aware,Au-Cr-Cs-Dy,10,3,0,0,0,0.0,0.0,0.0
full_support_aware,Au-Cr-Cs-Dy,10,4,0,0,0,0.0,0.0,0.0
full_support_aware,Au-Tb-V-Y,10,2,1,0,-1,0.11,0.0,-0.11
full_support_aware,Au-Tb-V-Y,10,3,2,0,-2,0.18,0.0,-0.18
full_support_aware,Au-Tb-V-Y,10,4,0,0,0,0.0,0.0,0.0
full_support_aware,Ba-Be-Hf-Li,10,2,0,0,0,0.0,0.0,0.0
full_support_aware,Ba-Be-Hf-Li,10,3,0,0,0,0.0,0.0,0.0
