condition,attempt,candidate0,candidate1,common_hash_index,selected_index,selected_action,actual_failure,score_before,score_after,score_delta,NN_supported,NN_index_change,NN_packet_change,fallback_to_common,candidate0_graph_available,candidate1_graph_available
Common2,15,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",0,0,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,0.0,0.0,0.0,False,False,False,False,True,False
Common2,16,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,17,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 20030}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,False,False,False,False,True,True
Common2,18,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,0.0,0.0,0.0,False,False,False,False,True,False
Common2,19,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",0,0,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,0.0,0.0,0.0,False,False,False,False,True,False
Common2,20,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",0,0,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,21,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,22,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",0,0,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,23,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",0,0,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,24,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 10""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,25,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",0,0,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,26,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 4""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 5""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 5""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,27,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 4""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,28,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,29,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",0,0,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Common2,30,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",False,0.0,0.0,0.0,False,False,False,False,True,True
Internal_base84,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,1,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,True,False,True,True
Internal_base84,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",0,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,0.0,0.0,0.0,True,True,False,False,True,True
Internal_base84,3,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,1,"{""action"": ""PICKUP"", ""arg1"": 33276}",False,0.0,0.125,0.125,True,True,False,False,True,True
Internal_base84,4,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",1,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,5,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 42983}","{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 42983}",0,1,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 42983}",False,0.125,0.125,0.0,True,True,False,False,True,True
Internal_base84,6,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""64555""}",1,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""64555""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,7,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""64555""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42960""}",0,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42960""}",False,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,8,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}",1,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,9,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 45538}","{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 45538}",1,1,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 45538}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,10,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 8549}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",0,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,11,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}",1,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,12,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""south""}",0,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""south""}",True,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,13,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""south""}","{""action"": ""ROTATE_DIRECTION"", ""arg1"": ""west""}",1,1,"{""action"": ""ROTATE_DIRECTION"", ""arg1"": ""west""}",False,0.125,0.125,0.0,False,False,False,True,True,False
Internal_base84,14,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""west""}",0,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""west""}",False,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,15,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""west""}",0,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""west""}",False,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,16,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",1,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,17,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 41261}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",0,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",False,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,18,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}",1,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,19,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""41261""}","{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""41261""}",0,1,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""41261""}",False,0.125,0.125,0.0,True,True,False,False,True,True
Internal_base84,20,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""45538""}","{""action"": ""ROTATE_DIRECTION"", ""arg1"": ""south""}",0,1,"{""action"": ""ROTATE_DIRECTION"", ""arg1"": ""south""}",False,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,21,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""41261""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",1,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,22,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""south""}","{""action"": ""ROTATE_DIRECTION"", ""arg1"": ""east""}",0,1,"{""action"": ""ROTATE_DIRECTION"", ""arg1"": ""east""}",False,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,23,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""south""}",0,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""south""}",False,0.125,0.125,0.0,True,True,True,False,True,True
Internal_base84,24,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}",1,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,25,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}","{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""45538""}",0,0,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""41261""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,26,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,27,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}","{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""23195""}",1,1,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""23195""}",True,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,28,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}","{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}",1,1,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}",True,0.125,0.125,0.0,True,False,False,False,True,True
Internal_base84,29,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}","{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}",0,0,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}",True,0.125,0.125,0.0,False,False,False,True,True,False
Internal_base84,30,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",1,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",False,0.125,0.125,0.0,False,False,False,True,True,False
Internal_combined,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}",False,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,2,"{""action"": ""READ"", ""arg1"": 45538}","{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",0,1,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,0.0,0.0,0.0,True,True,True,False,True,True
Internal_combined,3,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",0,0,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,4,"{""action"": ""PICKUP"", ""arg1"": ""33276""}","{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""63296""}",1,0,"{""action"": ""PICKUP"", ""arg1"": ""33276""}",True,0.0,0.0,0.0,True,True,True,False,True,True
Internal_combined,5,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,1,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,6,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,7,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,8,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,9,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,10,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,11,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,1,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,12,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,13,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,14,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,15,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,16,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,17,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,18,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,19,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,20,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",0,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,0.0,0.0,0.0,True,True,True,False,True,True
Internal_combined,21,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,22,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,23,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
Internal_combined,24,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""33276""}","{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""33276""}",1,0,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""33276""}",False,0.0,0.0,0.0,True,True,False,False,True,True
Internal_combined,25,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 42983}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",False,0.0,0.125,0.125,False,False,False,True,True,False
Internal_combined,26,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}","{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",1,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,0.125,0.125,0.0,False,False,False,True,True,False
Internal_combined,27,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 18718}","{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 18718}",1,0,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 18718}",False,0.125,0.125,0.0,True,True,False,False,True,True
Internal_combined,28,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 37970}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",1,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",False,0.125,0.125,0.0,True,False,False,False,True,True
Internal_combined,29,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 53269}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",0,0,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 53269}",True,0.125,0.125,0.0,True,False,False,False,True,True
Internal_combined,30,"{""action"": ""READ"", ""arg1"": 37970}","{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 53269}",1,1,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 53269}",True,0.125,0.125,0.0,False,False,False,True,True,False
OutputAction_combined,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""45538""}",False,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,2,"{""action"": ""READ"", ""arg1"": 45538}","{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",0,1,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,0.0,0.0,0.0,True,True,True,False,True,True
OutputAction_combined,3,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",0,0,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,4,"{""action"": ""PICKUP"", ""arg1"": ""33276""}","{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""63296""}",1,0,"{""action"": ""PICKUP"", ""arg1"": ""33276""}",True,0.0,0.0,0.0,True,True,True,False,True,True
OutputAction_combined,5,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,6,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
