split,task,seed,job_id,step,rpc_id,response_line,propagated_proposal_labels,last_select_decision_id,future_failure,future_probability,unstable,unstable_probability,not_new,not_new_probability,graph_available
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,11,52,106,3,collection-made-b5744f83a99f950e49cfafd4:d0000025-c0,1,0.4997127652168274,1,0.45893196430969097,0,0.2697877361441609,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,12,54,110,1,collection-made-b5744f83a99f950e49cfafd4:d0000026-c0,1,0.4997347891330719,1,0.4681044773607789,1,0.27819721453479807,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,13,58,118,2,collection-made-b5744f83a99f950e49cfafd4:d0000028-c0,1,0.4998447895050049,0,0.48163617715393,1,0.30330411307461447,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,14,62,126,2,collection-made-b5744f83a99f950e49cfafd4:d0000030-c0,0,0.4997708201408386,0,0.46625863180961796,0,0.28133156545634963,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,15,66,134,2,collection-made-b5744f83a99f950e49cfafd4:d0000032-c0,0,0.499691903591156,0,0.4896452942026812,0,0.27639761221381887,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,16,70,142,2,collection-made-b5744f83a99f950e49cfafd4:d0000034-c0,0,0.4999024569988251,0,0.5050179081118499,0,0.3660530589267101,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,17,72,146,1,collection-made-b5744f83a99f950e49cfafd4:d0000035-c0,1,0.49987152218818665,1,0.5040854993697931,0,0.2551520841259182,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,18,74,150,1,collection-made-b5744f83a99f950e49cfafd4:d0000036-c0,1,0.49975913763046265,1,0.4914955840014924,0,0.2741292069533611,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,19,90,182,8,collection-made-b5744f83a99f950e49cfafd4:d0000044-c0,1,0.4998685419559479,1,0.502698401316485,0,0.2745177348520402,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,20,96,194,3,collection-made-b5744f83a99f950e49cfafd4:d0000047-c0,0,0.4997312128543854,0,0.47566654267436603,0,0.23354017585136944,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,21,100,202,2,collection-made-b5744f83a99f950e49cfafd4:d0000049-c0,1,0.49982112646102905,1,0.49142562063243217,0,0.319805248494241,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,22,102,206,1,collection-made-b5744f83a99f950e49cfafd4:d0000050-c0,0,0.49986985325813293,0,0.47178791972786366,0,0.25876094838757874,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,23,106,214,2,collection-made-b5744f83a99f950e49cfafd4:d0000052-c0,1,0.4998452067375183,0,0.47989636659135126,1,0.2835350526727487,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,24,108,218,1,collection-made-b5744f83a99f950e49cfafd4:d0000053-c0,1,0.5006938576698303,1,0.5249778485172303,0,0.26782622484864743,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,25,112,226,2,collection-made-b5744f83a99f950e49cfafd4:d0000055-c0,1,0.4999200105667114,0,0.4949234145611162,1,0.30210896097016915,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,26,114,230,1,collection-made-b5744f83a99f950e49cfafd4:d0000056-c0,1,0.49990883469581604,1,0.48277150209709163,0,0.2728551586902472,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,27,116,234,1,collection-made-b5744f83a99f950e49cfafd4:d0000057-c0,1,0.4998917877674103,0,0.48192498435979236,1,0.257710765650969,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,28,120,242,2,collection-made-b5744f83a99f950e49cfafd4:d0000059-c0,1,0.500225305557251,1,0.5856264680233253,0,0.1678837451908585,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,29,122,246,1,collection-made-b5744f83a99f950e49cfafd4:d0000060-c0,1,0.5002577900886536,1,0.5823382936942424,0,0.18479420887867287,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,30,124,250,1,collection-made-b5744f83a99f950e49cfafd4:d0000061-c0,1,0.5001174807548523,1,0.582514027243989,0,0.18846833286701617,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,31,126,254,1,collection-made-b5744f83a99f950e49cfafd4:d0000062-c0,1,0.500202476978302,1,0.5881547341640864,0,0.19836112640815054,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,32,130,262,2,collection-made-b5744f83a99f950e49cfafd4:d0000064-c0,1,0.5006595253944397,1,0.5738019871234326,0,0.18973765197048686,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,33,146,294,8,collection-made-b5744f83a99f950e49cfafd4:d0000072-c0,1,0.5007569193840027,1,0.5855021582276779,0,0.12496010289129615,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,34,150,302,2,collection-made-b5744f83a99f950e49cfafd4:d0000074-c0,1,0.5007503032684326,1,0.585157170401058,0,0.12900190565354436,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,35,152,306,1,collection-made-b5744f83a99f950e49cfafd4:d0000075-c0,1,0.5008074641227722,1,0.5773290774521487,0,0.12960252078282294,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,36,156,314,2,collection-made-b5744f83a99f950e49cfafd4:d0000077-c0,1,0.49982911348342896,1,0.5091406686770703,0,0.26949918213501156,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,37,158,318,1,collection-made-b5744f83a99f950e49cfafd4:d0000078-c0,1,0.49983495473861694,1,0.48951327485007035,0,0.26586032095457623,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,38,162,326,2,collection-made-b5744f83a99f950e49cfafd4:d0000080-c0,1,0.49993228912353516,1,0.49421269771575255,0,0.27986666204809235,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,39,168,338,3,collection-made-b5744f83a99f950e49cfafd4:d0000083-c0,1,0.49979785084724426,1,0.49955900208263043,0,0.26405397685324905,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,40,172,346,2,collection-made-b5744f83a99f950e49cfafd4:d0000085-c0,1,0.499867707490921,1,0.504196630261532,0,0.3084150678351509,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,41,176,354,2,collection-made-b5744f83a99f950e49cfafd4:d0000087-c0,0,0.4999322295188904,0,0.49406810051317424,0,0.2982164387162084,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,42,180,362,2,collection-made-b5744f83a99f950e49cfafd4:d0000089-c0,1,0.4999728202819824,1,0.5031904048249257,0,0.34368226200603996,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,43,186,374,3,collection-made-b5744f83a99f950e49cfafd4:d0000092-c0,1,0.4998575747013092,1,0.49005456483814724,0,0.29138906580694574,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,44,188,378,1,collection-made-b5744f83a99f950e49cfafd4:d0000093-c0,1,0.499828040599823,1,0.4987242936200892,0,0.27377969865920887,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,45,192,386,2,collection-made-b5744f83a99f950e49cfafd4:d0000095-c0,0,0.4999025762081146,0,0.48418005879435566,0,0.2828148693453207,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,46,196,394,2,collection-made-b5744f83a99f950e49cfafd4:d0000097-c0,1,0.4999045431613922,1,0.4908240370170541,0,0.2659261009840605,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,47,200,402,2,collection-made-b5744f83a99f950e49cfafd4:d0000099-c0,1,0.4999159574508667,1,0.49467170764872215,0,0.2638703095763651,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,48,204,410,2,collection-made-b5744f83a99f950e49cfafd4:d0000101-c0,1,0.49999475479125977,1,0.5093659844891765,0,0.28119805750498317,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,49,208,418,2,collection-made-b5744f83a99f950e49cfafd4:d0000103-c0,1,0.4998703896999359,1,0.5102274587225919,0,0.24819874305551315,True
train,Al-Au-Hf,1,collection-made-b5744f83a99f950e49cfafd4,50,214,430,3,collection-made-b5744f83a99f950e49cfafd4:d0000106-c0,1,0.49983370304107666,1,0.49344756414742125,0,0.2684443586031456,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,1,6,14,3,collection-made-0e27e5c04511ea16fc8c64a3:d0000004-c0,0,0.5006514191627502,0,0.35368203948926746,0,0.5491499166739988,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,2,12,26,3,collection-made-0e27e5c04511ea16fc8c64a3:d0000007-c0,1,0.5010845065116882,0,0.35536499498869556,1,0.4844815696600015,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,3,16,34,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000009-c0,1,0.49967339634895325,1,0.4787977821376994,0,0.2839196373028565,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,4,18,38,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000010-c0,0,0.5006693005561829,0,0.44471822864080357,0,0.3159625969198909,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,5,22,46,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000012-c0,1,0.49993014335632324,1,0.5043671114594409,0,0.3490786951074765,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,6,26,54,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000014-c0,0,0.49981266260147095,0,0.48743113257047516,0,0.33099457441541774,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,7,28,58,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000015-c0,1,0.49977990984916687,0,0.4711458090446913,1,0.29593628558348223,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,8,32,66,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000017-c0,1,0.4998167157173157,0,0.4886693740251384,1,0.3301348054355674,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,9,34,70,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000018-c0,1,0.49979981780052185,0,0.4724941307766567,1,0.29172331407842994,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,10,36,74,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000019-c0,0,0.49984222650527954,0,0.4694892894105879,0,0.29274839220252835,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,11,38,78,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000020-c0,1,0.49971988797187805,0,0.4732503598614915,1,0.30408668935730593,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,12,40,82,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000021-c0,1,0.49988314509391785,1,0.47614880009637844,0,0.2981130344279695,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,13,46,94,3,collection-made-0e27e5c04511ea16fc8c64a3:d0000024-c0,0,0.49980613589286804,0,0.49803052988853186,0,0.30231047673101075,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,14,50,102,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000026-c0,1,0.4998638927936554,1,0.4903197048618937,0,0.3247262225345605,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,15,54,110,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000028-c0,1,0.4998524487018585,1,0.4980070431964224,1,0.3121844543965553,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,16,58,118,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000030-c0,1,0.499839186668396,1,0.4979726975527453,1,0.32173541862969657,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,17,66,134,4,collection-made-0e27e5c04511ea16fc8c64a3:d0000034-c0,1,0.4997447729110718,1,0.4695876315493082,0,0.2836199598847371,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,18,72,146,3,collection-made-0e27e5c04511ea16fc8c64a3:d0000037-c0,1,0.49987509846687317,1,0.48356457368633426,0,0.2979369054437559,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,19,74,150,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000038-c0,0,0.49989810585975647,0,0.4839428158295687,0,0.29645491730062107,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,20,76,154,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000039-c0,0,0.4999031126499176,0,0.4847730187393444,0,0.30087469458469684,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,21,82,166,3,collection-made-0e27e5c04511ea16fc8c64a3:d0000042-c0,0,0.49984627962112427,0,0.47751003398250974,0,0.2865245124832445,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,22,84,170,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000043-c0,1,0.49982160329818726,1,0.4809638833070864,0,0.26073741104944764,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,23,86,174,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000044-c0,0,0.4996996521949768,0,0.47050573444355637,0,0.2828207218490729,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,24,90,182,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000046-c0,0,0.4998146891593933,0,0.4916056817436707,0,0.3029269869951276,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,25,92,186,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000047-c0,1,0.49980518221855164,0,0.47114426865170517,1,0.2741159038402103,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,26,96,194,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000049-c0,1,0.49977776408195496,1,0.48376160325123463,0,0.3144620298570951,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,27,100,202,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000051-c0,0,0.4998186230659485,0,0.49154791210864496,0,0.3294753361037666,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,28,104,210,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000053-c0,1,0.4998590052127838,1,0.49650540737854143,0,0.2976558626457528,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,29,108,218,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000055-c0,0,0.4998868405818939,0,0.4901556456446156,0,0.2771321777249004,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,30,112,226,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000057-c0,1,0.4998164772987366,1,0.49357920141477946,0,0.2935613034168915,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,31,116,234,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000059-c0,1,0.49991288781166077,1,0.49787505371718865,0,0.30138500341560165,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,32,118,238,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000060-c0,1,0.49978598952293396,1,0.4858974713912108,0,0.25529673121653323,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,33,120,242,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000061-c0,1,0.4997696876525879,1,0.4804712171519488,0,0.26975553293968746,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,34,124,250,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000063-c0,1,0.49990442395210266,1,0.4947219148873077,0,0.29114639134550957,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,35,128,258,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000065-c0,1,0.4998190999031067,1,0.4979834474684266,0,0.2694608258981561,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,36,132,266,2,collection-made-0e27e5c04511ea16fc8c64a3:d0000067-c0,0,0.4998459219932556,0,0.49453539914665917,0,0.27160198061866037,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,37,144,290,6,collection-made-0e27e5c04511ea16fc8c64a3:d0000073-c0,0,0.500450849533081,0,0.5440679061193814,0,0.15303679744070173,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,38,146,294,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000074-c0,1,0.5003468990325928,1,0.5610000080154666,0,0.16207117468548812,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,39,148,298,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000075-c0,1,0.5004562735557556,1,0.5630017823007575,0,0.17227741297895072,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,40,150,302,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000076-c0,1,0.5004605650901794,1,0.5774762737144372,0,0.13635756280179623,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,41,152,306,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000077-c0,1,0.5006242394447327,0,0.5383897775958644,1,0.1826166658668621,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,42,154,310,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000078-c0,0,0.5006228685379028,0,0.5416394530449536,0,0.1641172160284448,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,43,156,314,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000079-c0,1,0.5006886720657349,1,0.5423206683554487,0,0.16147354759505014,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,44,158,318,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000080-c0,0,0.5006812810897827,0,0.5537023464211045,0,0.168916146918509,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,45,160,322,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000081-c0,1,0.5007843971252441,1,0.5418535290559301,0,0.16508530440468863,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,46,162,326,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000082-c0,1,0.5008455514907837,1,0.5455761954405581,1,0.20566791603683648,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,47,164,330,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000083-c0,0,0.5007839798927307,0,0.5411661619676975,0,0.1535782703638515,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,48,166,334,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000084-c0,1,0.5007674098014832,0,0.5227712967672505,1,0.1888539022509773,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,49,168,338,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000085-c0,1,0.5007134079933167,1,0.5306758885659109,0,0.18229423975490444,True
train,Al-Au-Hf,2,collection-made-0e27e5c04511ea16fc8c64a3,50,170,342,1,collection-made-0e27e5c04511ea16fc8c64a3:d0000086-c0,1,0.5007261633872986,1,0.5306664414999464,0,0.21048741051400982,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,1,4,10,2,collection-made-842d23cafa43e4f28a139ee9:d0000002-c0,0,0.5006342530250549,0,0.36186195774487095,0,0.6241576617857033,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,2,10,22,3,collection-made-842d23cafa43e4f28a139ee9:d0000005-c0,1,0.5008836388587952,0,0.3593757211611028,1,0.5240038523123447,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,3,14,30,2,collection-made-842d23cafa43e4f28a139ee9:d0000007-c0,0,0.5008863806724548,0,0.3611444200165916,0,0.4822268307935297,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,4,18,38,2,collection-made-842d23cafa43e4f28a139ee9:d0000009-c0,1,0.5007392168045044,0,0.40659590414351615,1,0.5208203857216129,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,5,20,42,1,collection-made-842d23cafa43e4f28a139ee9:d0000010-c0,1,0.5007659196853638,0,0.4185568755887501,1,0.5204521928718283,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,6,24,50,2,collection-made-842d23cafa43e4f28a139ee9:d0000012-c0,1,0.5004947781562805,0,0.46689613923853673,1,0.34744519926523704,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,7,26,54,1,collection-made-842d23cafa43e4f28a139ee9:d0000013-c0,1,0.5005794167518616,0,0.47499157485764176,1,0.35056084956892397,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,8,28,58,1,collection-made-842d23cafa43e4f28a139ee9:d0000014-c0,1,0.5005097389221191,0,0.4815972358833395,1,0.36743860598460415,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,9,34,70,3,collection-made-842d23cafa43e4f28a139ee9:d0000017-c0,1,0.4998507797718048,1,0.4867060400874722,0,0.3249786728666537,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,10,38,78,2,collection-made-842d23cafa43e4f28a139ee9:d0000019-c0,0,0.4998270273208618,0,0.49374144675436626,0,0.291611506028911,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,11,42,86,2,collection-made-842d23cafa43e4f28a139ee9:d0000021-c0,1,0.4999351501464844,1,0.48816225927558704,0,0.30284662874433743,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,12,48,98,3,collection-made-842d23cafa43e4f28a139ee9:d0000024-c0,0,0.499755322933197,0,0.49030129752315105,0,0.3247523690956837,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,13,52,106,2,collection-made-842d23cafa43e4f28a139ee9:d0000026-c0,1,0.49977853894233704,0,0.464848044342723,1,0.29442663638896804,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,14,56,114,2,collection-made-842d23cafa43e4f28a139ee9:d0000028-c0,1,0.49981218576431274,0,0.4919446549085374,1,0.33074540419425064,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,15,60,122,2,collection-made-842d23cafa43e4f28a139ee9:d0000030-c0,0,0.4997929036617279,0,0.49253752898605324,0,0.321597732482516,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,16,66,134,3,collection-made-842d23cafa43e4f28a139ee9:d0000033-c0,1,0.4999181628227234,1,0.49955360986846886,0,0.3211314227495876,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,17,70,142,2,collection-made-842d23cafa43e4f28a139ee9:d0000035-c0,1,0.4999132454395294,1,0.49254658297881,0,0.3211749087272261,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,18,74,150,2,collection-made-842d23cafa43e4f28a139ee9:d0000037-c0,1,0.49995505809783936,1,0.4937077635755214,0,0.3108527539245233,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,19,86,174,6,collection-made-842d23cafa43e4f28a139ee9:d0000043-c0,0,0.49984270334243774,0,0.48653422700235677,0,0.3078055792022752,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,20,88,178,1,collection-made-842d23cafa43e4f28a139ee9:d0000044-c0,0,0.49981802701950073,0,0.4786034780084179,0,0.27884460343134126,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,21,90,182,1,collection-made-842d23cafa43e4f28a139ee9:d0000045-c0,1,0.49985483288764954,1,0.47579044962595907,0,0.2848543030180794,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,22,98,198,4,collection-made-842d23cafa43e4f28a139ee9:d0000049-c0,1,0.4997591972351074,1,0.47522882353457013,0,0.24368010481877173,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,23,102,206,2,collection-made-842d23cafa43e4f28a139ee9:d0000051-c0,0,0.49961405992507935,0,0.4792176166240422,0,0.2930742440307188,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,24,106,214,2,collection-made-842d23cafa43e4f28a139ee9:d0000053-c0,1,0.4997883141040802,1,0.49294490504055,0,0.2969825965787335,True
train,Al-Au-Hf,3,collection-made-842d23cafa43e4f28a139ee9,25,110,222,2,collection-made-842d23cafa43e4f28a139ee9:d0000055-c0,0,0.4998604357242584,0,0.4906906664158002,0,0.32639571078039764,True
