job_id,query,SUN
component-final-a8630b6c09e7eed6994a9658,2,0
component-final-a8630b6c09e7eed6994a9658,3,0
component-final-a8630b6c09e7eed6994a9658,4,0
component-final-a8630b6c09e7eed6994a9658,5,0
component-final-a8630b6c09e7eed6994a9658,6,0
component-final-a8630b6c09e7eed6994a9658,7,0
component-final-a8630b6c09e7eed6994a9658,8,0
component-final-a8630b6c09e7eed6994a9658,9,0
component-final-a8630b6c09e7eed6994a9658,10,0
component-final-768072dbaebb53494719e468,0,0
component-final-768072dbaebb53494719e468,1,0
component-final-768072dbaebb53494719e468,2,0
component-final-768072dbaebb53494719e468,3,0
component-final-768072dbaebb53494719e468,4,0
component-final-768072dbaebb53494719e468,5,0
component-final-768072dbaebb53494719e468,6,0
component-final-768072dbaebb53494719e468,7,0
component-final-768072dbaebb53494719e468,8,0
component-final-768072dbaebb53494719e468,9,0
component-final-768072dbaebb53494719e468,10,0
component-final-43aa37d047cc1f695b405364,0,0
component-final-43aa37d047cc1f695b405364,1,0
component-final-43aa37d047cc1f695b405364,2,1
component-final-43aa37d047cc1f695b405364,3,1
component-final-43aa37d047cc1f695b405364,4,1
component-final-43aa37d047cc1f695b405364,5,1
component-final-43aa37d047cc1f695b405364,6,2
component-final-43aa37d047cc1f695b405364,7,2
component-final-43aa37d047cc1f695b405364,8,3
component-final-43aa37d047cc1f695b405364,9,3
component-final-43aa37d047cc1f695b405364,10,4
component-final-ad88bcc33aed1830b5c23909,0,0
component-final-ad88bcc33aed1830b5c23909,1,1
component-final-ad88bcc33aed1830b5c23909,2,2
component-final-ad88bcc33aed1830b5c23909,3,3
component-final-ad88bcc33aed1830b5c23909,4,3
component-final-ad88bcc33aed1830b5c23909,5,3
component-final-ad88bcc33aed1830b5c23909,6,3
component-final-ad88bcc33aed1830b5c23909,7,3
component-final-ad88bcc33aed1830b5c23909,8,4
component-final-ad88bcc33aed1830b5c23909,9,4
component-final-ad88bcc33aed1830b5c23909,10,5
component-final-3d03035528cf4d1c96e2f688,0,0
component-final-3d03035528cf4d1c96e2f688,1,1
component-final-3d03035528cf4d1c96e2f688,2,2
component-final-3d03035528cf4d1c96e2f688,3,3
component-final-3d03035528cf4d1c96e2f688,4,3
component-final-3d03035528cf4d1c96e2f688,5,4
component-final-3d03035528cf4d1c96e2f688,6,5
component-final-3d03035528cf4d1c96e2f688,7,6
component-final-3d03035528cf4d1c96e2f688,8,6
component-final-3d03035528cf4d1c96e2f688,9,6
component-final-3d03035528cf4d1c96e2f688,10,6
component-final-f5130b9d1e96a3a3e587815c,0,0
component-final-f5130b9d1e96a3a3e587815c,1,1
component-final-f5130b9d1e96a3a3e587815c,2,1
component-final-f5130b9d1e96a3a3e587815c,3,2
component-final-f5130b9d1e96a3a3e587815c,4,2
component-final-f5130b9d1e96a3a3e587815c,5,2
component-final-f5130b9d1e96a3a3e587815c,6,3
component-final-f5130b9d1e96a3a3e587815c,7,4
component-final-f5130b9d1e96a3a3e587815c,8,4
component-final-f5130b9d1e96a3a3e587815c,9,5
component-final-f5130b9d1e96a3a3e587815c,10,6
component-final-6c30e36bb5b40e6b0e509b55,0,0
component-final-6c30e36bb5b40e6b0e509b55,1,0
component-final-6c30e36bb5b40e6b0e509b55,2,0
component-final-6c30e36bb5b40e6b0e509b55,3,0
component-final-6c30e36bb5b40e6b0e509b55,4,0
component-final-6c30e36bb5b40e6b0e509b55,5,0
component-final-6c30e36bb5b40e6b0e509b55,6,0
component-final-6c30e36bb5b40e6b0e509b55,7,0
component-final-6c30e36bb5b40e6b0e509b55,8,0
component-final-6c30e36bb5b40e6b0e509b55,9,0
component-final-6c30e36bb5b40e6b0e509b55,10,0
component-final-d162af62e35cb5b102460cac,0,0
component-final-d162af62e35cb5b102460cac,1,0
component-final-d162af62e35cb5b102460cac,2,0
component-final-d162af62e35cb5b102460cac,3,0
component-final-d162af62e35cb5b102460cac,4,0
component-final-d162af62e35cb5b102460cac,5,1
component-final-d162af62e35cb5b102460cac,6,1
component-final-d162af62e35cb5b102460cac,7,1
component-final-d162af62e35cb5b102460cac,8,1
component-final-d162af62e35cb5b102460cac,9,1
component-final-d162af62e35cb5b102460cac,10,1
component-final-e055a90cdea61f8b88b11b9d,0,0
component-final-e055a90cdea61f8b88b11b9d,1,0
component-final-e055a90cdea61f8b88b11b9d,2,0
component-final-e055a90cdea61f8b88b11b9d,3,0
component-final-e055a90cdea61f8b88b11b9d,4,0
component-final-e055a90cdea61f8b88b11b9d,5,0
component-final-e055a90cdea61f8b88b11b9d,6,0
component-final-e055a90cdea61f8b88b11b9d,7,0
component-final-e055a90cdea61f8b88b11b9d,8,0
component-final-e055a90cdea61f8b88b11b9d,9,0
component-final-e055a90cdea61f8b88b11b9d,10,0
component-final-dc0be1ae32cc4968091e77db,0,0
component-final-dc0be1ae32cc4968091e77db,1,0
component-final-dc0be1ae32cc4968091e77db,2,0
component-final-dc0be1ae32cc4968091e77db,3,0
component-final-dc0be1ae32cc4968091e77db,4,0
component-final-dc0be1ae32cc4968091e77db,5,0
component-final-dc0be1ae32cc4968091e77db,6,0
component-final-dc0be1ae32cc4968091e77db,7,0
component-final-dc0be1ae32cc4968091e77db,8,0
component-final-dc0be1ae32cc4968091e77db,9,0
component-final-dc0be1ae32cc4968091e77db,10,0
component-final-d0e5088457f94df5fb734d2f,0,0
component-final-d0e5088457f94df5fb734d2f,1,0
component-final-d0e5088457f94df5fb734d2f,2,0
component-final-d0e5088457f94df5fb734d2f,3,0
component-final-d0e5088457f94df5fb734d2f,4,0
component-final-d0e5088457f94df5fb734d2f,5,0
component-final-d0e5088457f94df5fb734d2f,6,0
component-final-d0e5088457f94df5fb734d2f,7,0
component-final-d0e5088457f94df5fb734d2f,8,0
component-final-d0e5088457f94df5fb734d2f,9,0
component-final-d0e5088457f94df5fb734d2f,10,0
component-final-f7815acc56142f0958252762,0,0
component-final-f7815acc56142f0958252762,1,0
component-final-f7815acc56142f0958252762,2,1
component-final-f7815acc56142f0958252762,3,1
component-final-f7815acc56142f0958252762,4,1
component-final-f7815acc56142f0958252762,5,1
component-final-f7815acc56142f0958252762,6,1
component-final-f7815acc56142f0958252762,7,2
component-final-f7815acc56142f0958252762,8,3
component-final-f7815acc56142f0958252762,9,3
component-final-f7815acc56142f0958252762,10,3
component-final-251fda107f2a15d6293fdf18,0,0
component-final-251fda107f2a15d6293fdf18,1,0
component-final-251fda107f2a15d6293fdf18,2,0
component-final-251fda107f2a15d6293fdf18,3,0
component-final-251fda107f2a15d6293fdf18,4,0
component-final-251fda107f2a15d6293fdf18,5,0
component-final-251fda107f2a15d6293fdf18,6,0
component-final-251fda107f2a15d6293fdf18,7,1
component-final-251fda107f2a15d6293fdf18,8,1
component-final-251fda107f2a15d6293fdf18,9,1
component-final-251fda107f2a15d6293fdf18,10,1
component-final-e1e2584451753c9a68515b9c,0,0
component-final-e1e2584451753c9a68515b9c,1,0
component-final-e1e2584451753c9a68515b9c,2,0
component-final-e1e2584451753c9a68515b9c,3,0
component-final-e1e2584451753c9a68515b9c,4,0
component-final-e1e2584451753c9a68515b9c,5,0
component-final-e1e2584451753c9a68515b9c,6,0
component-final-e1e2584451753c9a68515b9c,7,0
component-final-e1e2584451753c9a68515b9c,8,0
component-final-e1e2584451753c9a68515b9c,9,0
component-final-e1e2584451753c9a68515b9c,10,0
component-final-bc6d03adbbf9025116dc3880,0,0
component-final-bc6d03adbbf9025116dc3880,1,0
component-final-bc6d03adbbf9025116dc3880,2,0
component-final-bc6d03adbbf9025116dc3880,3,0
component-final-bc6d03adbbf9025116dc3880,4,0
component-final-bc6d03adbbf9025116dc3880,5,0
component-final-bc6d03adbbf9025116dc3880,6,0
component-final-bc6d03adbbf9025116dc3880,7,0
component-final-bc6d03adbbf9025116dc3880,8,0
component-final-bc6d03adbbf9025116dc3880,9,0
component-final-bc6d03adbbf9025116dc3880,10,0
component-final-6f752c4aa7ce2b59b8b786ac,0,0
component-final-6f752c4aa7ce2b59b8b786ac,1,0
component-final-6f752c4aa7ce2b59b8b786ac,2,0
component-final-6f752c4aa7ce2b59b8b786ac,3,0
component-final-6f752c4aa7ce2b59b8b786ac,4,0
component-final-6f752c4aa7ce2b59b8b786ac,5,0
component-final-6f752c4aa7ce2b59b8b786ac,6,0
component-final-6f752c4aa7ce2b59b8b786ac,7,0
component-final-6f752c4aa7ce2b59b8b786ac,8,0
component-final-6f752c4aa7ce2b59b8b786ac,9,0
component-final-6f752c4aa7ce2b59b8b786ac,10,0
component-final-6d5473721558c3870efb2bf0,0,0
component-final-6d5473721558c3870efb2bf0,1,1
component-final-6d5473721558c3870efb2bf0,2,1
component-final-6d5473721558c3870efb2bf0,3,1
component-final-6d5473721558c3870efb2bf0,4,1
component-final-6d5473721558c3870efb2bf0,5,1
component-final-6d5473721558c3870efb2bf0,6,1
component-final-6d5473721558c3870efb2bf0,7,1
component-final-6d5473721558c3870efb2bf0,8,1
component-final-6d5473721558c3870efb2bf0,9,1
component-final-6d5473721558c3870efb2bf0,10,1
component-final-65359526d44b738db68c8fa8,0,0
component-final-65359526d44b738db68c8fa8,1,1
component-final-65359526d44b738db68c8fa8,2,2
component-final-65359526d44b738db68c8fa8,3,2
component-final-65359526d44b738db68c8fa8,4,3
component-final-65359526d44b738db68c8fa8,5,4
component-final-65359526d44b738db68c8fa8,6,5
component-final-65359526d44b738db68c8fa8,7,5
component-final-65359526d44b738db68c8fa8,8,6
component-final-65359526d44b738db68c8fa8,9,7
component-final-65359526d44b738db68c8fa8,10,7
component-final-c17930ac49e496ac3296f57e,0,0
component-final-c17930ac49e496ac3296f57e,1,0
component-final-c17930ac49e496ac3296f57e,2,0
component-final-c17930ac49e496ac3296f57e,3,0
component-final-c17930ac49e496ac3296f57e,4,0
component-final-c17930ac49e496ac3296f57e,5,0
component-final-c17930ac49e496ac3296f57e,6,0
component-final-c17930ac49e496ac3296f57e,7,0
component-final-c17930ac49e496ac3296f57e,8,0
component-final-c17930ac49e496ac3296f57e,9,0
component-final-c17930ac49e496ac3296f57e,10,0
component-final-b28b5fc4a83fc07263b11366,0,0
component-final-b28b5fc4a83fc07263b11366,1,0
component-final-b28b5fc4a83fc07263b11366,2,0
component-final-b28b5fc4a83fc07263b11366,3,0
component-final-b28b5fc4a83fc07263b11366,4,0
component-final-b28b5fc4a83fc07263b11366,5,0
component-final-b28b5fc4a83fc07263b11366,6,0
component-final-b28b5fc4a83fc07263b11366,7,0
component-final-b28b5fc4a83fc07263b11366,8,0
component-final-b28b5fc4a83fc07263b11366,9,0
component-final-b28b5fc4a83fc07263b11366,10,0
component-final-ff1bf155652c3164bdcac333,0,0
component-final-ff1bf155652c3164bdcac333,1,0
component-final-ff1bf155652c3164bdcac333,2,0
component-final-ff1bf155652c3164bdcac333,3,0
component-final-ff1bf155652c3164bdcac333,4,0
component-final-ff1bf155652c3164bdcac333,5,0
component-final-ff1bf155652c3164bdcac333,6,0
component-final-ff1bf155652c3164bdcac333,7,0
component-final-ff1bf155652c3164bdcac333,8,0
component-final-ff1bf155652c3164bdcac333,9,0
component-final-ff1bf155652c3164bdcac333,10,0
component-final-a4458e0626fe8a328d9edd53,0,0
component-final-a4458e0626fe8a328d9edd53,1,0
component-final-a4458e0626fe8a328d9edd53,2,0
component-final-a4458e0626fe8a328d9edd53,3,0
component-final-a4458e0626fe8a328d9edd53,4,0
component-final-a4458e0626fe8a328d9edd53,5,0
component-final-a4458e0626fe8a328d9edd53,6,0
component-final-a4458e0626fe8a328d9edd53,7,0
component-final-a4458e0626fe8a328d9edd53,8,0
component-final-a4458e0626fe8a328d9edd53,9,0
component-final-a4458e0626fe8a328d9edd53,10,0
component-final-653fb02cf18ab896913d4264,0,0
component-final-653fb02cf18ab896913d4264,1,1
component-final-653fb02cf18ab896913d4264,2,1
component-final-653fb02cf18ab896913d4264,3,2
component-final-653fb02cf18ab896913d4264,4,2
component-final-653fb02cf18ab896913d4264,5,2
component-final-653fb02cf18ab896913d4264,6,2
component-final-653fb02cf18ab896913d4264,7,2
component-final-653fb02cf18ab896913d4264,8,2
component-final-653fb02cf18ab896913d4264,9,2
component-final-653fb02cf18ab896913d4264,10,2
component-final-a513710c85a55f372c5d8c88,0,0
component-final-a513710c85a55f372c5d8c88,1,0
component-final-a513710c85a55f372c5d8c88,2,0
component-final-a513710c85a55f372c5d8c88,3,0
component-final-a513710c85a55f372c5d8c88,4,0
component-final-a513710c85a55f372c5d8c88,5,0
component-final-a513710c85a55f372c5d8c88,6,0
component-final-a513710c85a55f372c5d8c88,7,0
component-final-a513710c85a55f372c5d8c88,8,0
component-final-a513710c85a55f372c5d8c88,9,0
component-final-a513710c85a55f372c5d8c88,10,0
component-final-9cf49217c4fb8cde38e7330c,0,0
component-final-9cf49217c4fb8cde38e7330c,1,1
component-final-9cf49217c4fb8cde38e7330c,2,1
component-final-9cf49217c4fb8cde38e7330c,3,1
component-final-9cf49217c4fb8cde38e7330c,4,1
component-final-9cf49217c4fb8cde38e7330c,5,2
component-final-9cf49217c4fb8cde38e7330c,6,2
component-final-9cf49217c4fb8cde38e7330c,7,2
component-final-9cf49217c4fb8cde38e7330c,8,2
component-final-9cf49217c4fb8cde38e7330c,9,3
component-final-9cf49217c4fb8cde38e7330c,10,4
component-final-6d5788088f572deb59826e4b,0,0
component-final-6d5788088f572deb59826e4b,1,0
component-final-6d5788088f572deb59826e4b,2,1
component-final-6d5788088f572deb59826e4b,3,1
component-final-6d5788088f572deb59826e4b,4,1
component-final-6d5788088f572deb59826e4b,5,1
component-final-6d5788088f572deb59826e4b,6,1
component-final-6d5788088f572deb59826e4b,7,1
component-final-6d5788088f572deb59826e4b,8,1
component-final-6d5788088f572deb59826e4b,9,1
component-final-6d5788088f572deb59826e4b,10,1
component-final-2e27f5563acb699daae1d131,0,0
component-final-2e27f5563acb699daae1d131,1,0
component-final-2e27f5563acb699daae1d131,2,0
component-final-2e27f5563acb699daae1d131,3,1
component-final-2e27f5563acb699daae1d131,4,1
component-final-2e27f5563acb699daae1d131,5,1
component-final-2e27f5563acb699daae1d131,6,1
component-final-2e27f5563acb699daae1d131,7,1
component-final-2e27f5563acb699daae1d131,8,1
component-final-2e27f5563acb699daae1d131,9,1
component-final-2e27f5563acb699daae1d131,10,1
component-final-b20a8fccedb10da7d5ed97a6,0,0
component-final-b20a8fccedb10da7d5ed97a6,1,1
component-final-b20a8fccedb10da7d5ed97a6,2,1
component-final-b20a8fccedb10da7d5ed97a6,3,2
component-final-b20a8fccedb10da7d5ed97a6,4,2
component-final-b20a8fccedb10da7d5ed97a6,5,2
component-final-b20a8fccedb10da7d5ed97a6,6,2
component-final-b20a8fccedb10da7d5ed97a6,7,3
component-final-b20a8fccedb10da7d5ed97a6,8,4
component-final-b20a8fccedb10da7d5ed97a6,9,4
component-final-b20a8fccedb10da7d5ed97a6,10,4
component-final-637e688029854bff551ffb68,0,0
component-final-637e688029854bff551ffb68,1,1
component-final-637e688029854bff551ffb68,2,1
component-final-637e688029854bff551ffb68,3,1
component-final-637e688029854bff551ffb68,4,1
component-final-637e688029854bff551ffb68,5,1
component-final-637e688029854bff551ffb68,6,1
component-final-637e688029854bff551ffb68,7,1
component-final-637e688029854bff551ffb68,8,1
component-final-637e688029854bff551ffb68,9,1
component-final-637e688029854bff551ffb68,10,1
component-final-309c3c6fb2c047a93c1f8575,0,0
component-final-309c3c6fb2c047a93c1f8575,1,0
component-final-309c3c6fb2c047a93c1f8575,2,0
component-final-309c3c6fb2c047a93c1f8575,3,0
component-final-309c3c6fb2c047a93c1f8575,4,0
component-final-309c3c6fb2c047a93c1f8575,5,0
component-final-309c3c6fb2c047a93c1f8575,6,0
component-final-309c3c6fb2c047a93c1f8575,7,0
component-final-309c3c6fb2c047a93c1f8575,8,0
component-final-309c3c6fb2c047a93c1f8575,9,0
component-final-309c3c6fb2c047a93c1f8575,10,0
component-final-7cc2c2335ff1e079999ecabb,0,0
component-final-7cc2c2335ff1e079999ecabb,1,0
component-final-7cc2c2335ff1e079999ecabb,2,0
component-final-7cc2c2335ff1e079999ecabb,3,0
component-final-7cc2c2335ff1e079999ecabb,4,0
component-final-7cc2c2335ff1e079999ecabb,5,0
component-final-7cc2c2335ff1e079999ecabb,6,0
component-final-7cc2c2335ff1e079999ecabb,7,0
component-final-7cc2c2335ff1e079999ecabb,8,0
component-final-7cc2c2335ff1e079999ecabb,9,0
component-final-7cc2c2335ff1e079999ecabb,10,0
component-final-e4bf3b453ceb5bc2b6058668,0,0
component-final-e4bf3b453ceb5bc2b6058668,1,0
component-final-e4bf3b453ceb5bc2b6058668,2,0
component-final-e4bf3b453ceb5bc2b6058668,3,0
component-final-e4bf3b453ceb5bc2b6058668,4,0
component-final-e4bf3b453ceb5bc2b6058668,5,0
component-final-e4bf3b453ceb5bc2b6058668,6,0
component-final-e4bf3b453ceb5bc2b6058668,7,0
component-final-e4bf3b453ceb5bc2b6058668,8,0
component-final-e4bf3b453ceb5bc2b6058668,9,0
component-final-e4bf3b453ceb5bc2b6058668,10,0
component-final-db8afb47c42b962ce65c01b6,0,0
component-final-db8afb47c42b962ce65c01b6,1,1
component-final-db8afb47c42b962ce65c01b6,2,2
component-final-db8afb47c42b962ce65c01b6,3,3
component-final-db8afb47c42b962ce65c01b6,4,3
component-final-db8afb47c42b962ce65c01b6,5,3
component-final-db8afb47c42b962ce65c01b6,6,3
component-final-db8afb47c42b962ce65c01b6,7,3
component-final-db8afb47c42b962ce65c01b6,8,3
component-final-db8afb47c42b962ce65c01b6,9,3
component-final-db8afb47c42b962ce65c01b6,10,3
component-final-ed99d1ea49499e63db797f3a,0,0
component-final-ed99d1ea49499e63db797f3a,1,0
component-final-ed99d1ea49499e63db797f3a,2,1
component-final-ed99d1ea49499e63db797f3a,3,2
component-final-ed99d1ea49499e63db797f3a,4,2
component-final-ed99d1ea49499e63db797f3a,5,2
component-final-ed99d1ea49499e63db797f3a,6,2
component-final-ed99d1ea49499e63db797f3a,7,2
component-final-ed99d1ea49499e63db797f3a,8,2
component-final-ed99d1ea49499e63db797f3a,9,2
component-final-ed99d1ea49499e63db797f3a,10,2
component-final-de5a461c2d13160643320341,0,0
component-final-de5a461c2d13160643320341,1,0
component-final-de5a461c2d13160643320341,2,0
component-final-de5a461c2d13160643320341,3,1
component-final-de5a461c2d13160643320341,4,2
component-final-de5a461c2d13160643320341,5,2
component-final-de5a461c2d13160643320341,6,3
component-final-de5a461c2d13160643320341,7,3
component-final-de5a461c2d13160643320341,8,3
component-final-de5a461c2d13160643320341,9,3
component-final-de5a461c2d13160643320341,10,3
component-final-b725b79eb1ed64155844d819,0,0
component-final-b725b79eb1ed64155844d819,1,1
component-final-b725b79eb1ed64155844d819,2,2
component-final-b725b79eb1ed64155844d819,3,3
component-final-b725b79eb1ed64155844d819,4,4
component-final-b725b79eb1ed64155844d819,5,4
component-final-b725b79eb1ed64155844d819,6,4
component-final-b725b79eb1ed64155844d819,7,4
component-final-b725b79eb1ed64155844d819,8,4
component-final-b725b79eb1ed64155844d819,9,4
component-final-b725b79eb1ed64155844d819,10,4
component-final-7e994fb8ab445a418e08e590,0,0
component-final-7e994fb8ab445a418e08e590,1,1
component-final-7e994fb8ab445a418e08e590,2,1
component-final-7e994fb8ab445a418e08e590,3,2
component-final-7e994fb8ab445a418e08e590,4,3
component-final-7e994fb8ab445a418e08e590,5,4
component-final-7e994fb8ab445a418e08e590,6,4
component-final-7e994fb8ab445a418e08e590,7,4
component-final-7e994fb8ab445a418e08e590,8,4
component-final-7e994fb8ab445a418e08e590,9,4
component-final-7e994fb8ab445a418e08e590,10,4
component-final-b08dc4996f12b404a474fe8a,0,0
component-final-b08dc4996f12b404a474fe8a,1,0
component-final-b08dc4996f12b404a474fe8a,2,0
component-final-b08dc4996f12b404a474fe8a,3,1
component-final-b08dc4996f12b404a474fe8a,4,1
component-final-b08dc4996f12b404a474fe8a,5,1
component-final-b08dc4996f12b404a474fe8a,6,1
component-final-b08dc4996f12b404a474fe8a,7,1
component-final-b08dc4996f12b404a474fe8a,8,1
component-final-b08dc4996f12b404a474fe8a,9,1
component-final-b08dc4996f12b404a474fe8a,10,1
component-final-894abe64cc709063a80a0651,0,0
component-final-894abe64cc709063a80a0651,1,0
component-final-894abe64cc709063a80a0651,2,0
component-final-894abe64cc709063a80a0651,3,0
component-final-894abe64cc709063a80a0651,4,0
component-final-894abe64cc709063a80a0651,5,0
component-final-894abe64cc709063a80a0651,6,0
component-final-894abe64cc709063a80a0651,7,0
component-final-894abe64cc709063a80a0651,8,0
component-final-894abe64cc709063a80a0651,9,0
component-final-894abe64cc709063a80a0651,10,0
component-final-5808a431e2c3d13d62027bd2,0,0
component-final-5808a431e2c3d13d62027bd2,1,0
component-final-5808a431e2c3d13d62027bd2,2,0
component-final-5808a431e2c3d13d62027bd2,3,0
component-final-5808a431e2c3d13d62027bd2,4,0
component-final-5808a431e2c3d13d62027bd2,5,0
component-final-5808a431e2c3d13d62027bd2,6,0
component-final-5808a431e2c3d13d62027bd2,7,0
component-final-5808a431e2c3d13d62027bd2,8,0
component-final-5808a431e2c3d13d62027bd2,9,0
component-final-5808a431e2c3d13d62027bd2,10,0
component-final-87c47cdf901aa65da9a4fd9d,0,0
component-final-87c47cdf901aa65da9a4fd9d,1,0
component-final-87c47cdf901aa65da9a4fd9d,2,0
component-final-87c47cdf901aa65da9a4fd9d,3,0
component-final-87c47cdf901aa65da9a4fd9d,4,0
component-final-87c47cdf901aa65da9a4fd9d,5,0
component-final-87c47cdf901aa65da9a4fd9d,6,0
component-final-87c47cdf901aa65da9a4fd9d,7,0
component-final-87c47cdf901aa65da9a4fd9d,8,0
component-final-87c47cdf901aa65da9a4fd9d,9,0
component-final-87c47cdf901aa65da9a4fd9d,10,0
component-final-fa513c699bfc955f9424e95e,0,0
component-final-fa513c699bfc955f9424e95e,1,1
component-final-fa513c699bfc955f9424e95e,2,1
component-final-fa513c699bfc955f9424e95e,3,1
component-final-fa513c699bfc955f9424e95e,4,1
component-final-fa513c699bfc955f9424e95e,5,1
component-final-fa513c699bfc955f9424e95e,6,1
component-final-fa513c699bfc955f9424e95e,7,1
component-final-fa513c699bfc955f9424e95e,8,1
component-final-fa513c699bfc955f9424e95e,9,1
component-final-fa513c699bfc955f9424e95e,10,1
component-final-c6bdb2034fb9c02596612ae6,0,0
component-final-c6bdb2034fb9c02596612ae6,1,0
component-final-c6bdb2034fb9c02596612ae6,2,0
component-final-c6bdb2034fb9c02596612ae6,3,0
component-final-c6bdb2034fb9c02596612ae6,4,0
component-final-c6bdb2034fb9c02596612ae6,5,0
component-final-c6bdb2034fb9c02596612ae6,6,0
component-final-c6bdb2034fb9c02596612ae6,7,0
component-final-c6bdb2034fb9c02596612ae6,8,0
component-final-c6bdb2034fb9c02596612ae6,9,0
component-final-c6bdb2034fb9c02596612ae6,10,0
component-final-1129dad1b84498cd97482d93,0,0
component-final-1129dad1b84498cd97482d93,1,0
component-final-1129dad1b84498cd97482d93,2,0
component-final-1129dad1b84498cd97482d93,3,0
component-final-1129dad1b84498cd97482d93,4,0
component-final-1129dad1b84498cd97482d93,5,0
component-final-1129dad1b84498cd97482d93,6,0
component-final-1129dad1b84498cd97482d93,7,0
component-final-1129dad1b84498cd97482d93,8,0
component-final-1129dad1b84498cd97482d93,9,0
component-final-1129dad1b84498cd97482d93,10,0
component-final-d4098dfa8cbe9dc8328be3ba,0,0
component-final-d4098dfa8cbe9dc8328be3ba,1,0
component-final-d4098dfa8cbe9dc8328be3ba,2,0
component-final-d4098dfa8cbe9dc8328be3ba,3,0
component-final-d4098dfa8cbe9dc8328be3ba,4,0
component-final-d4098dfa8cbe9dc8328be3ba,5,0
component-final-d4098dfa8cbe9dc8328be3ba,6,0
component-final-d4098dfa8cbe9dc8328be3ba,7,0
component-final-d4098dfa8cbe9dc8328be3ba,8,0
component-final-d4098dfa8cbe9dc8328be3ba,9,0
component-final-d4098dfa8cbe9dc8328be3ba,10,0
component-final-fafba8759d6f40907d40623e,0,0
component-final-fafba8759d6f40907d40623e,1,0
component-final-fafba8759d6f40907d40623e,2,0
component-final-fafba8759d6f40907d40623e,3,0
component-final-fafba8759d6f40907d40623e,4,0
component-final-fafba8759d6f40907d40623e,5,0
component-final-fafba8759d6f40907d40623e,6,0
component-final-fafba8759d6f40907d40623e,7,0
component-final-fafba8759d6f40907d40623e,8,0
component-final-fafba8759d6f40907d40623e,9,0
component-final-fafba8759d6f40907d40623e,10,0
component-final-658579de12b4954507ee6cad,0,0
component-final-658579de12b4954507ee6cad,1,1
component-final-658579de12b4954507ee6cad,2,1
component-final-658579de12b4954507ee6cad,3,1
component-final-658579de12b4954507ee6cad,4,1
component-final-658579de12b4954507ee6cad,5,1
component-final-658579de12b4954507ee6cad,6,1
component-final-658579de12b4954507ee6cad,7,1
component-final-658579de12b4954507ee6cad,8,1
component-final-658579de12b4954507ee6cad,9,2
component-final-658579de12b4954507ee6cad,10,2
component-final-303cf537a07827fa724d66ad,0,0
component-final-303cf537a07827fa724d66ad,1,0
component-final-303cf537a07827fa724d66ad,2,0
component-final-303cf537a07827fa724d66ad,3,0
component-final-303cf537a07827fa724d66ad,4,0
component-final-303cf537a07827fa724d66ad,5,0
component-final-303cf537a07827fa724d66ad,6,0
component-final-303cf537a07827fa724d66ad,7,0
component-final-303cf537a07827fa724d66ad,8,0
component-final-303cf537a07827fa724d66ad,9,0
component-final-303cf537a07827fa724d66ad,10,0
component-final-f3b046cbfbd52f15ff57e51a,0,0
