job_id,arm,task_id,seed,step_index,rpc_id,decision_id,candidate_hash,reduced_formula,is_stable,is_newly_discovered,event_stable_and_new,SUN_before,SUN_after,SUN_delta,e_above_hull,direct_selection_scalar,graph_status,linked_preceding_executed_actions
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,1,4,component-final-10ad51e80000935d29c71786:d0000001-c0,8c0dfbcfa4a7d10b9646cd0985398be02d97835507f5384b5729663147a30ddc,Al1 Li1 V4,False,True,False,0,0,0,0.3363887998792867,0.5000045895576477,,2
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,2,10,component-final-10ad51e80000935d29c71786:d0000004-c0,f0dee17cc3eae378ca9be27ff14d88ce9ae5e6f4e2b2e59a697d8c2e80768aec,Al1 Li2 V2,False,True,False,0,0,0,0.13575204213460168,0.5000466108322144,,3
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,3,12,component-final-10ad51e80000935d29c71786:d0000005-c0,2c7f0b9bcbfccdafff3d4261a7720825332bfbc55ea49be2ac4f21adc768a948,Al1 Li3 V2,False,True,False,0,0,0,0.14197397232055664,0.5000203847885132,,1
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,4,14,component-final-10ad51e80000935d29c71786:d0000006-c0,d62a214ada9e0cd3ca5861c006774f8e88ddbf5f5b3c414723f7538a0fcf62c1,Al1 Li1 V6,False,True,False,0,0,0,0.17096892992655466,0.5001129508018494,,1
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,5,16,component-final-10ad51e80000935d29c71786:d0000007-c0,26f1de94244bdb4cd4918b446eb2482226ba33bb5871a397db2f77bb7e804a3e,Al1 Li4 V1,False,True,False,0,0,0,0.19091977013481998,0.5001652836799622,,1
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,6,20,component-final-10ad51e80000935d29c71786:d0000009-c0,02f8738ec0db0e19799ec4bccad25103322190c1783366b9e5e68d98cc6ab01e,Al1 Li2 V2,False,True,False,0,0,0,0.17282250722249248,0.5000454187393188,,2
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,7,28,component-final-10ad51e80000935d29c71786:d0000013-c0,05cb751a8fe18049abbb28ae9b6416349920d846c3a712f38bda7b09db337ed3,Al1 Li1 V6,False,True,False,0,0,0,0.16382972399393747,0.4998568594455719,,4
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,8,36,component-final-10ad51e80000935d29c71786:d0000017-c0,24bfb2c2403ffbc4a55dea81935b42c1602cc533c78b60ad1a5cf92858a121c6,Al2 Li1 V2,True,True,True,0,1,1,0.020994822184245088,0.5000438094139099,,4
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,9,40,component-final-10ad51e80000935d29c71786:d0000019-c0,d7422abf992b16b6d9d7954cfece2af25d87b00570c930f414d78a6eb8bab782,Al2 Li1 V2,True,True,True,1,2,1,0.08824831644694076,0.49993300437927246,,2
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,10,44,component-final-10ad51e80000935d29c71786:d0000021-c0,0a7150b16db00247bc7ed2b7edc57155bd26d02f572802a3f5125ad864239c1d,Al1 Li1 V6,False,False,False,2,2,0,0.16390411059061716,0.4999094307422638,,2
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,1,4,component-final-a51d66c7e21ca9788f45a008:d0000001-c0,ccf6a583a62a47ea096c8c0cc0960c13b39e3835e60614d9d372b82baa1e985c,Al1 Li1 V3,False,True,False,0,0,0,0.15026194254557357,0.5000289082527161,,2
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,2,8,component-final-a51d66c7e21ca9788f45a008:d0000003-c0,b6a953b4f878bf11a95345944b937290955cbb0fd146e5676962e7daae956d71,Al3 Li1 V1,False,True,False,0,0,0,0.15769945780436068,0.4999648332595825,,2
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,3,10,component-final-a51d66c7e21ca9788f45a008:d0000004-c0,56206c43b343ebfa4ac4bc90acf9bbdc79f469ef8c5a8628946c1eac6608cea9,Al2 Li2 V1,True,True,True,0,1,1,0.0070406595865879495,0.5000084042549133,,1
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,4,12,component-final-a51d66c7e21ca9788f45a008:d0000005-c0,3f27722dccb10afe5d587a4f2b220e96277f50903f0f4fd0429f3875b2539752,Al2 Li3 V3,False,True,False,1,1,0,0.24918222427368164,0.4999549388885498,,1
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,5,16,component-final-a51d66c7e21ca9788f45a008:d0000007-c0,8b64c4a9fa2086cbcdda9ffbedf08e362a9c0b1f2971be5b801f6c42064445a5,Al1 Li3 V4,False,True,False,1,1,0,0.14244532585144043,0.5000207424163818,,2
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,6,18,component-final-a51d66c7e21ca9788f45a008:d0000008-c0,e64617d95256e796bd7b2a88943893287a38fbbdea8b22d46a8621230fca588d,Al1 Li3 V4,False,True,False,1,1,0,0.4248034954071045,0.50002121925354,,1
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,7,20,component-final-a51d66c7e21ca9788f45a008:d0000009-c0,de9bd215f6660661529989c6ad5149e3ffca4dc1eef0eed5772518676cc9b7e0,Al1 Li3 V4,False,False,False,1,1,0,0.14242005348205566,0.5001416802406311,,1
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,8,22,component-final-a51d66c7e21ca9788f45a008:d0000010-c0,6e9fe227f4f909ddd2a9c9a961e4cc9163c6881bd07d2e5454d503fd2a15f52b,Al1 Li3 V4,False,True,False,1,1,0,0.28725171089172363,0.5004101395606995,,1
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,9,24,component-final-a51d66c7e21ca9788f45a008:d0000011-c0,3e9238c6c1bae8fcd351f8619a38d2e9232dc6cd761da8e5a6d641bcbb25bf95,Al3 Li3 V2,False,True,False,1,1,0,0.15787057081858258,0.49999481439590454,,1
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,10,26,component-final-a51d66c7e21ca9788f45a008:d0000012-c0,b525341c65f81f2bee40d9823dacdda6ec4e53be0ced661fd1676e047a449b14,Al1 Li3 V4,False,True,False,1,1,0,0.27103447914123535,0.5000314712524414,,1
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,1,4,component-final-50555fb4776e15c94b4beec9:d0000001-c0,146dbd58252f4955e124a31bd3ed1659e477e0a4e077eefb4e6d92f02f80cca0,Al1 V1 Zn1,True,True,True,0,1,1,0.0967301262749567,0.5003326535224915,,2
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,2,8,component-final-50555fb4776e15c94b4beec9:d0000003-c0,c2f5811f507cac5ebc79d5cbcb9bc954fb4f27d063a6415cab0a5fc989399f85,Al1 V3 Zn1,True,True,True,1,2,1,0.03019243876139388,0.5000457167625427,,2
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,3,10,component-final-50555fb4776e15c94b4beec9:d0000004-c0,511facdaf38e01d5e4c74989928e984c86318b991e08de2d221ee05ccc904a88,Al2 V1 Zn2,False,True,False,2,2,0,0.16451342900594002,0.5001618266105652,,1
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,4,16,component-final-50555fb4776e15c94b4beec9:d0000007-c0,b4435ca7d919c57fde842c2077de31921e6297476f2d353001c6d269db46d5f2,Al1 V2 Zn1,True,True,True,2,3,1,0.0,0.5005806684494019,,3
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,5,18,component-final-50555fb4776e15c94b4beec9:d0000008-c0,cf3be5f614e31393548aa74ccf9f1c483ced6193167ce7d455ab91f07ecffea9,Al1 V2 Zn1,True,False,False,3,3,0,0.0,0.5001080632209778,,1
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,6,22,component-final-50555fb4776e15c94b4beec9:d0000010-c0,f0d3a1b29ebff3b8c1b14603ab9827693114861f1cce65da46bbc156729e3bee,Al2 V1 Zn2,False,True,False,3,3,0,0.25688289006551024,0.5000562071800232,,2
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,7,26,component-final-50555fb4776e15c94b4beec9:d0000012-c0,a5053446f273b4124b94d779ea30c16ac0f0fc95ce56b20c6cafae02e87434bf,Al2 V1 Zn2,False,True,False,3,3,0,0.3924908002217604,0.5001132488250732,,2
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,8,30,component-final-50555fb4776e15c94b4beec9:d0000014-c0,8c024499d7386f1abb1aeeb4c0bf466f9b7205274a91cf81af43c402d0cef519,Al3 V1 Zn2,False,True,False,3,3,0,0.1565693219502764,0.499936580657959,,2
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,9,34,component-final-50555fb4776e15c94b4beec9:d0000016-c0,4a1ebdbbf78483517d084a718d66b69550476dcebff915a0e91d2555b0af9bb1,Al1 V1 Zn2,True,True,True,3,3,0,0.0,0.4999591112136841,,2
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,10,38,component-final-50555fb4776e15c94b4beec9:d0000018-c0,8f35598adc25190c29b4bad0ccd427b7ff2da995933ee72854e577e792c0048b,Al1 V3 Zn2,True,True,True,3,4,1,0.02136505974663727,0.4998779594898224,,2
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,1,6,component-final-52aa59f42080e58cda2f64b0:d0000002-c0,dce111f7fe06b9cf4a781dcc4f94c70825364f38f1d02f3cbc18f1a40a2ea487,Al1 V1 Zn1,True,True,True,0,1,1,0.09672821892632388,0.49999797344207764,,3
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,2,10,component-final-52aa59f42080e58cda2f64b0:d0000004-c0,d5f57beabafa7fdd8df7792c63d0a4239cc8f78b73cbe5d23dbc75754ced8cf2,Al2 V1 Zn1,True,True,True,1,2,1,0.04082051912943463,0.500066876411438,,2
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,3,12,component-final-52aa59f42080e58cda2f64b0:d0000005-c0,2fbd1db547cda3bba62ed3bec9d4c9e81d85ebe6b46b27af19b7c4b6c4107532,Al1 V2 Zn1,True,True,True,2,3,1,0.0,0.5001139640808105,,1
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,4,18,component-final-52aa59f42080e58cda2f64b0:d0000008-c0,388417b68d1c348a48b8b21fffdf9b2f2256c2ff0826f0768da7e50c5089d0cb,Al1 V1 Zn1,False,True,False,3,3,0,0.1757859124077692,0.5002878904342651,,3
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,5,20,component-final-52aa59f42080e58cda2f64b0:d0000009-c0,1a5c887a828858027a0fda4fc76c32781b8f6e6d7d314e0047339fbd324d9372,Al2 V1 Zn1,True,True,True,3,4,1,0.04367868105570416,0.5000573992729187,,1
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,6,26,component-final-52aa59f42080e58cda2f64b0:d0000012-c1,a41cf0f2a9fc64940470da8c172165f5f2e0e74747f0fafefc58ed205d18ceb5,Al2 V1 Zn1,True,False,False,4,4,0,0.04362956682840924,0.5000234842300415,,3
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,7,28,component-final-52aa59f42080e58cda2f64b0:d0000013-c0,cddef15aa0b4776a693a7bbb167694e0752d4bf6099c4c6b4b90945e526f02e4,Al2 V1 Zn1,True,True,True,4,5,1,0.08038703600565533,0.49998939037323,,1
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,8,30,component-final-52aa59f42080e58cda2f64b0:d0000014-c0,47eecd984dd9f010694629232242f74b2ca33419eb8849347950994ba222a3b8,Al2 V1 Zn1,True,False,False,5,5,0,0.043625752131143614,0.5000734925270081,,1
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,9,32,component-final-52aa59f42080e58cda2f64b0:d0000015-c0,ef509a49be40e3ec9aeba869ce6861abc339774c2787846e93ce67a4efc2cd20,Al2 V1 Zn1,True,False,False,5,5,0,0.043627659479776426,0.5000889301300049,,1
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,10,42,component-final-52aa59f42080e58cda2f64b0:d0000020-c0,b5411ea8078c6849497c0a76005436c350a6c5924e0aaab6a636b3c73cd8f2ce,Al3 V1 Zn1,False,True,False,5,5,0,0.15259218215942383,0.5002657771110535,,5
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,1,4,component-final-70adf56898316f73ea4720ab:d0000001-c0,a7c3ff79234642a2a77ad76eb17f49fa14d22579df2cb5242cf6bff77894a5c6,Al1 V3 Zn2,True,True,True,0,1,1,0.07638210720485894,0.5001828074455261,,2
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,2,12,component-final-70adf56898316f73ea4720ab:d0000005-c0,97e513a7a3ea49bae30ce71aa87f023def61428df1132e571afd7ed6f902c376,Al1 V3 Zn2,True,True,True,1,2,1,0.005315568712020102,0.5000354051589966,,4
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,3,16,component-final-70adf56898316f73ea4720ab:d0000007-c0,e65fc9e508eeab1fc3c38e40bf6c4b90d01fa3d0ea6e9aafce337a30f691a164,Al1 V3 Zn2,True,True,True,2,3,1,0.00770929124619979,0.500095546245575,,2
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,4,18,component-final-70adf56898316f73ea4720ab:d0000008-c0,46df0f7b5b7b61fbca037604990a6d813c7a6c335b2c8333159aa68a7d291726,Al3 V1 Zn1,False,True,False,3,3,0,0.15252923965454102,0.5000980496406555,,1
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,5,20,component-final-70adf56898316f73ea4720ab:d0000009-c0,54b8ef48c94b6e146ae3bafe6342abe31c02ed2c2d64015cb5f05a33a3b727a2,Al3 V1 Zn1,False,False,False,3,3,0,0.15242166519165057,0.5000760555267334,,1
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,6,22,component-final-70adf56898316f73ea4720ab:d0000010-c0,6f774292fc55dc15830f622c616b87b6deb7abce1b24a994a1b258af2c9846cd,Al2 V1 Zn2,False,True,False,3,3,0,0.28180125554402613,0.5000703930854797,,1
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,7,24,component-final-70adf56898316f73ea4720ab:d0000011-c0,95863173c37db997e0b6aa8786905853fbf322d9a6a0f2a4d2677e08d7bbfbff,Al1 V3 Zn2,True,True,True,3,4,1,0.017022238837346215,0.5000463724136353,,1
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,8,26,component-final-70adf56898316f73ea4720ab:d0000012-c0,e593d27e7f2ec2957232183e52f2f72728afe0d987c0961714090d33e4d11bbb,Al2 V3 Zn1,True,True,True,4,5,1,0.0007852448357503761,0.5000655651092529,,1
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,9,28,component-final-70adf56898316f73ea4720ab:d0000013-c0,862ec2d4fdd9fa9247ed8bd8b35a48dd56bf68cb0aa1cb674472a0973d30e172,Al1 V2 Zn2,True,True,True,5,6,1,0.017636044820148022,0.5002589821815491,,1
component-final-70adf56898316f73ea4720ab,baseline_reference,Al-V-Zn,4,10,32,component-final-70adf56898316f73ea4720ab:d0000015-c0,9037dec44493be4f9b85e87a0bbc0982451d85a9fbebddc6e84f137d1b93f21f,Al3 V1 Zn1,False,True,False,6,6,0,0.19389810562133825,0.4999057352542877,,2
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,1,4,component-final-829f81d1c8b6dff9869aa711:d0000001-c0,fd6aa2339eafff9f5ced51d51ba24d04c97cfcf6bbf86e86eb44a6cff2c7913f,K1 Tb1,False,True,False,0,0,0,0.5430347283681236,0.4999713897705078,,2
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,2,8,component-final-829f81d1c8b6dff9869aa711:d0000003-c0,37f5a9edbae575df3086f23023523f00b8bfba9d46975d59f945f1175273303a,Au2 K3 Tb2,False,True,False,0,0,0,0.22138426644461484,0.49998652935028076,,2
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,3,10,component-final-829f81d1c8b6dff9869aa711:d0000004-c0,4ace156d7656b6e27300131049bb34fd1f9f8e1d13f8dcfc511ed7f7d10268fa,Au1 K5 Tb1,False,True,False,0,0,0,0.2840221949986046,0.5000783801078796,,1
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,4,12,component-final-829f81d1c8b6dff9869aa711:d0000005-c0,ddafcdbd270bd7f87b1c1171839c7014f42cf9640e608c208f97ec8d94966428,Au3 Tb2,True,True,True,0,1,1,0.07967262268066388,0.5000118017196655,,1
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,5,16,component-final-829f81d1c8b6dff9869aa711:d0000007-c0,4468168dc7aa1eb1dcfd0dd7f73a779b76e41b1e268cc2326a2fc3b06eb322b9,Au2 K2 Tb1,False,True,False,1,1,0,0.14530418395996092,0.500206708908081,,2
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,6,20,component-final-829f81d1c8b6dff9869aa711:d0000009-c0,d2264f7fb759825770ae765be4a4684d10c4b6924efe6518884ce10dcb75442e,Au3 K4 Tb1,False,True,False,1,1,0,0.11141109466552734,0.5000415444374084,,2
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,7,26,component-final-829f81d1c8b6dff9869aa711:d0000012-c0,2b6edbe8811a53ac8fb6865b0f92a5311e943d7b05ed6955ece4d4d979e8cebe,Au3 K4 Tb1,True,True,True,1,2,1,0.08632302284240723,0.5000450015068054,,3
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,8,28,component-final-829f81d1c8b6dff9869aa711:d0000013-c0,bbbdbdb3fb2aca7af2c60f1c9c55d3f0a6583562b563ed5e0da175ce819204af,Au3 K4 Tb1,True,True,True,2,3,1,0.09095644950866699,0.5000762939453125,,1
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,9,32,component-final-829f81d1c8b6dff9869aa711:d0000015-c0,549c31c7bccaab6197361e5ce4e00964d87479ab519aea2d05443827668ab28b,Au1 K3 Tb2,False,True,False,3,3,0,0.2222554842631026,0.49994349479675293,,2
component-final-829f81d1c8b6dff9869aa711,baseline_reference,Au-K-Tb,2,10,34,component-final-829f81d1c8b6dff9869aa711:d0000016-c0,e59c2a3f179b0ca442b24055549c3818fe96386533c08307bc5c5bcc8193eb06,Au2 K2 Tb1,True,True,True,3,4,1,0.060014038085937305,0.49995923042297363,,1
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,1,4,component-final-57ec2ac8f1ba4127bcccc073:d0000001-c0,ae2d654f5d3bb3a6ce82fd82f547ebdca10b3112018d5e6cee8ae18a0801014d,Au1 K1 Tb2,False,True,False,0,0,0,0.29064564704895,0.5000120401382446,,2
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,2,10,component-final-57ec2ac8f1ba4127bcccc073:d0000004-c0,ff5342a5a47aaaecf1753fa9bb4d4520f650b4666831493b99ca3fd3553ef3ed,Au3 K1 Tb1,False,True,False,0,0,0,0.2892688878377281,0.5000144839286804,,3
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,3,14,component-final-57ec2ac8f1ba4127bcccc073:d0000006-c0,36facf5c0f31cabec211dcc27eb6c7f03e496708fa4aace23935772d698a79b7,Au1 K3 Tb2,False,True,False,0,0,0,0.3470270792643233,0.5000084638595581,,2
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,4,26,component-final-57ec2ac8f1ba4127bcccc073:d0000012-c0,2c30acfec2725f3f844586390ecff524ce6f0664d1a0b84efec72b4474c7b533,Au1 K3 Tb1,False,True,False,0,0,0,0.40997230529785167,0.5000009536743164,,6
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,5,28,component-final-57ec2ac8f1ba4127bcccc073:d0000013-c0,47f232e5d6cd29aada95047ad9dd163d4d1d912b9e32aeff55d4afcb5bf75279,Au3 K1 Tb1,False,True,False,0,0,0,0.13002320607503304,0.4999772310256958,,1
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,6,32,component-final-57ec2ac8f1ba4127bcccc073:d0000015-c0,0ed0f8739710badde12b7326b1dec187af49cf808aed6e4d49bef128d77b5abb,Au1 K5 Tb2,False,True,False,0,0,0,0.33225953578948975,0.4999709129333496,,2
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,7,36,component-final-57ec2ac8f1ba4127bcccc073:d0000017-c0,49bd0904f456aa0080050e9e8ddc1481a80c747bece0eaaa6b1572518def9dba,Au1 K2 Tb4,False,True,False,0,0,0,0.23043533506847602,0.4999839663505554,,2
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,8,40,component-final-57ec2ac8f1ba4127bcccc073:d0000019-c0,1c4a119dd83620b4881b35aef0c2e2f48384e8da808089752c80cd842ddea552,Au1 K2 Tb4,False,True,False,0,0,0,0.35594868432907845,0.49988117814064026,,2
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,9,46,component-final-57ec2ac8f1ba4127bcccc073:d0000022-c0,42e5520a744bef3ff866acb2afa64683020c79b23c2692a96f118b1e25e586be,Au1 K7 Tb3,False,True,False,0,0,0,0.23458914901270989,0.49990811944007874,,3
component-final-57ec2ac8f1ba4127bcccc073,baseline_reference,Au-K-Tb,3,10,62,component-final-57ec2ac8f1ba4127bcccc073:d0000030-c0,cab8940166bd5bef25f99bb213bed2671957a47e8c4c80bfc09a0bf300452bcf,Au1 K3 Tb4,False,True,False,0,0,0,0.3249013344446823,0.499994158744812,,8
component-final-b1999f2e9c20505d5a373485,baseline_reference,Au-K-Tb,4,1,4,component-final-b1999f2e9c20505d5a373485:d0000001-c0,195ae7089791ca0a5bf26826a140f806a1230495247dc0e1c9b6fcf0d5af3528,Au1 K1 Tb1,False,True,False,0,0,0,0.3106388092041015,0.49996304512023926,,2
component-final-b1999f2e9c20505d5a373485,baseline_reference,Au-K-Tb,4,2,8,component-final-b1999f2e9c20505d5a373485:d0000003-c0,3fa87dcccf0729f5882e7fda2df49cd145bb16d873deff3a6259dee0140f84da,Au1 K1 Tb2,False,True,False,0,0,0,0.2906463623046873,0.5001399517059326,,2
component-final-b1999f2e9c20505d5a373485,baseline_reference,Au-K-Tb,4,3,10,component-final-b1999f2e9c20505d5a373485:d0000004-c0,7df3fe13c9461c9a5d9cc1a48603c72fe5cbe4611b2080c0559a333396dacd11,Au3 K1 Tb1,False,True,False,0,0,0,0.28888900756835945,0.500080406665802,,1
component-final-b1999f2e9c20505d5a373485,baseline_reference,Au-K-Tb,4,4,12,component-final-b1999f2e9c20505d5a373485:d0000005-c0,b5331799e03345b9950318aaae10b6255b778a71c62f8353e10937ec1f07c614,Au3 K1 Tb1,False,False,False,0,0,0,0.2888600158691408,0.49995577335357666,,1
component-final-b1999f2e9c20505d5a373485,baseline_reference,Au-K-Tb,4,5,14,component-final-b1999f2e9c20505d5a373485:d0000006-c0,a4b8de564d2462dbc6cb9f35f0bebf774696ee9d0cc10d287dc2f32117cf47dd,Au1 K1 Tb2,False,False,False,0,0,0,0.2906468391418455,0.5000714659690857,,1
component-final-b1999f2e9c20505d5a373485,baseline_reference,Au-K-Tb,4,6,18,component-final-b1999f2e9c20505d5a373485:d0000008-c0,58c98773f479612da1abdd64cc1e2573d2549c5875d747648276fcadd83ed0f1,Au2 K3 Tb1,False,True,False,0,0,0,0.21309862136840785,0.5000763535499573,,2
