job_id,arm,task_id,seed,sequence,decision_ids,proposal_count,chosen_index,first_trigger,first_trigger_source,generation_success,controller_schema_valid,graph_statuses,candidate_tools,controller_valid_indices,type_signals_used,ranking_rule,common_heads,selection_changed_from_first_controller_valid,chosen_decision_id,actual_next_candidate,second_feedback
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,6,"[""component-final-10ad51e80000935d29c71786:d0000006-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000006-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,7,"[""component-final-10ad51e80000935d29c71786:d0000007-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000007-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,8,"[""component-final-10ad51e80000935d29c71786:d0000008-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000008-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,9,"[""component-final-10ad51e80000935d29c71786:d0000009-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000009-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,10,"[""component-final-10ad51e80000935d29c71786:d0000010-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000010-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,11,"[""component-final-10ad51e80000935d29c71786:d0000011-c0""]",1,0,,,[true],[null],[null],"[""score_buffer""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000011-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,12,"[""component-final-10ad51e80000935d29c71786:d0000012-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000012-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,13,"[""component-final-10ad51e80000935d29c71786:d0000013-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000013-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,14,"[""component-final-10ad51e80000935d29c71786:d0000014-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000014-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,15,"[""component-final-10ad51e80000935d29c71786:d0000015-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000015-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,16,"[""component-final-10ad51e80000935d29c71786:d0000016-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000016-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,17,"[""component-final-10ad51e80000935d29c71786:d0000017-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000017-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,18,"[""component-final-10ad51e80000935d29c71786:d0000018-c0""]",1,0,,,[true],[null],[null],"[""score_buffer""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000018-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,19,"[""component-final-10ad51e80000935d29c71786:d0000019-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000019-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,20,"[""component-final-10ad51e80000935d29c71786:d0000020-c0""]",1,0,,,[true],[null],[null],"[""score_buffer""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000020-c0,False,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,21,"[""component-final-10ad51e80000935d29c71786:d0000021-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-10ad51e80000935d29c71786:d0000021-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,0,"[""component-final-a51d66c7e21ca9788f45a008:d0000000-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000000-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,1,"[""component-final-a51d66c7e21ca9788f45a008:d0000001-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000001-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,2,"[""component-final-a51d66c7e21ca9788f45a008:d0000002-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000002-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,3,"[""component-final-a51d66c7e21ca9788f45a008:d0000003-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000003-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,4,"[""component-final-a51d66c7e21ca9788f45a008:d0000004-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000004-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,5,"[""component-final-a51d66c7e21ca9788f45a008:d0000005-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000005-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,6,"[""component-final-a51d66c7e21ca9788f45a008:d0000006-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000006-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,7,"[""component-final-a51d66c7e21ca9788f45a008:d0000007-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000007-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,8,"[""component-final-a51d66c7e21ca9788f45a008:d0000008-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000008-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,9,"[""component-final-a51d66c7e21ca9788f45a008:d0000009-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000009-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,10,"[""component-final-a51d66c7e21ca9788f45a008:d0000010-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000010-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,11,"[""component-final-a51d66c7e21ca9788f45a008:d0000011-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000011-c0,False,
component-final-a51d66c7e21ca9788f45a008,baseline_reference,Al-Li-V,4,12,"[""component-final-a51d66c7e21ca9788f45a008:d0000012-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-a51d66c7e21ca9788f45a008:d0000012-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,0,"[""component-final-50555fb4776e15c94b4beec9:d0000000-c0"", ""component-final-50555fb4776e15c94b4beec9:d0000000-c1""]",2,1,,,"[false, true]","[null, null]","[null, null]","[null, ""generate_structures""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000000-c1,True,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,1,"[""component-final-50555fb4776e15c94b4beec9:d0000001-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000001-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,2,"[""component-final-50555fb4776e15c94b4beec9:d0000002-c0""]",1,0,,,[true],[null],[null],"[""score_buffer""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000002-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,3,"[""component-final-50555fb4776e15c94b4beec9:d0000003-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000003-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,4,"[""component-final-50555fb4776e15c94b4beec9:d0000004-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000004-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,5,"[""component-final-50555fb4776e15c94b4beec9:d0000005-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000005-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,6,"[""component-final-50555fb4776e15c94b4beec9:d0000006-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000006-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,7,"[""component-final-50555fb4776e15c94b4beec9:d0000007-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000007-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,8,"[""component-final-50555fb4776e15c94b4beec9:d0000008-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000008-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,9,"[""component-final-50555fb4776e15c94b4beec9:d0000009-c0""]",1,0,,,[true],[null],[null],"[""score_buffer""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000009-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,10,"[""component-final-50555fb4776e15c94b4beec9:d0000010-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000010-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,11,"[""component-final-50555fb4776e15c94b4beec9:d0000011-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000011-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,12,"[""component-final-50555fb4776e15c94b4beec9:d0000012-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000012-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,13,"[""component-final-50555fb4776e15c94b4beec9:d0000013-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000013-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,14,"[""component-final-50555fb4776e15c94b4beec9:d0000014-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000014-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,15,"[""component-final-50555fb4776e15c94b4beec9:d0000015-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000015-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,16,"[""component-final-50555fb4776e15c94b4beec9:d0000016-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000016-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,17,"[""component-final-50555fb4776e15c94b4beec9:d0000017-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000017-c0,False,
component-final-50555fb4776e15c94b4beec9,baseline_reference,Al-V-Zn,2,18,"[""component-final-50555fb4776e15c94b4beec9:d0000018-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-50555fb4776e15c94b4beec9:d0000018-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,0,"[""component-final-52aa59f42080e58cda2f64b0:d0000000-c0"", ""component-final-52aa59f42080e58cda2f64b0:d0000000-c1""]",2,1,,,"[false, true]","[null, null]","[null, null]","[null, ""list_compositions""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000000-c1,True,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,1,"[""component-final-52aa59f42080e58cda2f64b0:d0000001-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000001-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,2,"[""component-final-52aa59f42080e58cda2f64b0:d0000002-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000002-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,3,"[""component-final-52aa59f42080e58cda2f64b0:d0000003-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000003-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,4,"[""component-final-52aa59f42080e58cda2f64b0:d0000004-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000004-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,5,"[""component-final-52aa59f42080e58cda2f64b0:d0000005-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000005-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,6,"[""component-final-52aa59f42080e58cda2f64b0:d0000006-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000006-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,7,"[""component-final-52aa59f42080e58cda2f64b0:d0000007-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000007-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,8,"[""component-final-52aa59f42080e58cda2f64b0:d0000008-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000008-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,9,"[""component-final-52aa59f42080e58cda2f64b0:d0000009-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000009-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,10,"[""component-final-52aa59f42080e58cda2f64b0:d0000010-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000010-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,11,"[""component-final-52aa59f42080e58cda2f64b0:d0000011-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000011-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,12,"[""component-final-52aa59f42080e58cda2f64b0:d0000012-c0"", ""component-final-52aa59f42080e58cda2f64b0:d0000012-c1""]",2,1,,,"[false, true]","[null, null]","[null, null]","[null, ""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000012-c1,True,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,13,"[""component-final-52aa59f42080e58cda2f64b0:d0000013-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000013-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,14,"[""component-final-52aa59f42080e58cda2f64b0:d0000014-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000014-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,15,"[""component-final-52aa59f42080e58cda2f64b0:d0000015-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000015-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,16,"[""component-final-52aa59f42080e58cda2f64b0:d0000016-c0""]",1,0,,,[true],[null],[null],"[""generate_structures""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000016-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,17,"[""component-final-52aa59f42080e58cda2f64b0:d0000017-c0""]",1,0,,,[true],[null],[null],"[""select_for_evaluation""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000017-c0,False,
component-final-52aa59f42080e58cda2f64b0,baseline_reference,Al-V-Zn,3,18,"[""component-final-52aa59f42080e58cda2f64b0:d0000018-c0""]",1,0,,,[true],[null],[null],"[""score_buffer""]",[],,,,False,component-final-52aa59f42080e58cda2f64b0:d0000018-c0,False,
